question,answer,chain_q,chain_a
"joined in a private college in 2014. college closed by government in 2021. till now i was not relieved. what is my age of service?( Guntur, Andhra Pradesh )","Dear client,As per the Payment of Gratuity Act, 1972, one is entitled to get gratuity if she or he has furnished service continuously for a minimum of 5 years with a particular establishment or organisation.","[""PGA_4"", ""PGA_7"", ""CCS_ME_3"", ""MEPS_17""]","[""Payment of Gratuity Act 1972"", ""gratuity"", ""PGA_4"", ""PGA_7""]"
"I have resigned from company and organisation is not confirming my lwd and they are not giving date as per appointment letter.( Bangalore, Karnataka )","Hi,The relieving letter should be issued the same day when youâre going to exit from the company or after next 2 working days. It should clearly communicated that employer has accepted the resignation of the employee in a healthy note. If the company does not issue the relieving letter it means that your resignation is not accepted and also still you are employee of the company until and unless the company issues the relieving/ accepted resignation letter.You can talk to the higher authorities, and write a mail to them. keep them as evidences and incase the matter is not resolved, you can send them a legal notice.","[""SPE_5"", ""RPSR_1"", ""BTC_134"", ""relieving_letter""]","[""relieving_letter"", ""MHA_36"", ""MHA_48"", ""ESI_11""]"
"I m a govt employee..Can i transfer indemnity (employment) bond from one karnataka  dept to another karnataka dept?( Belgaum, Karnataka )",No possible .,"[""employment_bond"", ""MHA_93"", ""govt_service"", ""ESI_91""]","[""BTC_112"", ""BTC_50"", ""EPF_AT_14"", ""BTC_178""]"
"Tribunal has given order that suspension is illegal and must be reinstated but without listening to the court I have been dismissed within two days of Tribunal verdict and tribunal decision was challenged by the management in the high court after 3 months.High court also did not give any stay on suspension's illegality. I have challenged the dismissal order in the Tribunal.please tell me contempt can be filed or not? and how to proceed.( Rajkot, Gujarat )",Dear client I am sorry to hear that.  In this case you can obviously initiate contempt proceedings against the authority.,"[""PGA_7"", ""EPF_7D"", ""ESI_55"", ""IRC_44""]","[""EPF_AT_17"", ""ESI_77"", ""DPDP_23"", ""EC_RULES_66""]"
"Promotion policy has been changed many times since I joined the company affecting my career. I won't have joined if I knew this.( Kolkata, West Bengal )",HelloThere is much less options if you are working in a private company as they reserve the rights to change the rules regarding promotion. But you could still file a suit if it's any how violatiing your fundamental right. But if you are working in a government company then you could file a suit against the company's arbitrary policy changes ij the high court.ThanksPlease rate if you find this advice helpful.,"[""RPWD_21"", ""COMP_MA_8"", ""LIM_44"", ""LIM_45""]","[""EC_RULES_66"", ""GST_89"", ""EC_RULES_67"", ""GST_117""]"
"I signed a bond agreement of 18months(6month probation) for the sound engineer job to a music studio for 2.4LPA in Bangalore. Its 6 months now. I want to resign the job due to work torture & mental health issues. Employer has my education certificate & didn't give me bond agreement soft copies. It was mentioned employee should give 3months notice period on the agreement before quitting. As far i remember there wasn't any penalties mentioned. Can i resign the job now by giving the employer 3months notice period? Will employer be able to sue me for breaching agreement?  if employer refuses to give back my education certificate or blackmail me in any manner which all legal actions i can take  on the employer?

The employer hasn't spent any money on me for grooming nor the company had any trainings for me. It was direct interview and appointment.

Please advice me the procedure i should follow up to resign the job and the consequences will arise on my bond breaching.( Bangalore, Karnataka )","Dear Client,If you have followed the resignation terms outlined in your employment letter, the employer-employee relationship concludes upon the expiration of the notice period. An employment bond alone does not establish a binding relationship unless it adheres to legal requirements. Employment bonds can be contested under Section 27 of the Indian Contract Act, 1872, which prohibits agreements restraining lawful trade or profession. Employees have the right to resign, even if bound by an employment bond. Courts may issue an injunction if the employer proves potential disclosure of trade secrets when joining a competitor. Section 73 addresses unliquidated damages, and Section 74 deals with stipulated damages, not applicable unless actual loss occurs. Unfair labor practices, such as withholding certificates, relieving letters, and Full & Final settlement, warrant a legal response. If you are categorized as a workman under the Industrial Dispute Act, serving a notice and approaching the Labor Commissioner might resolve the dispute. Otherwise, a civil suit can be filed in the Civil Court for appropriate relief.Thankyou","[""ICA_73"", ""ICA_74"", ""SRA_14"", ""SRA_16""]","[""employment_bond"", ""Indian Contract Act 1872"", ""full_final_settlement"", ""notice_period""]"
"Sir my mother working as Group D in BSNL as her duties issue some of higher offical order to sweeping the office premises he said orally but in the office past 20 years they alloted  outsourcing person for sweeping purpose now they removed that outsourcing person due to some financial problem of department but in my mother 21 years of service she never did any sweeping in office premises now her age is above 50 years she got health problem doctors suggested she couldn't bend her hip.is there any legal help for this problem I asked to the officers that is sweeping is in her duty then why did you go for a outsourcing person for past 21 years bearing Rs2000 to them now you are saying that sweeping is her duty .for past 21 years why don't you said that you are wasted of department money for last few years by appointing outsourcing person this is not fair sir that I said to the officer he not given the revlavent answer to me......so please give me an legal opinion on this issue as soon as possible thank you( Vijayawada, Andhra Pradesh )",First question are  your mother appointed for which post if sweeping then nothing any options for it otherwise take vrs,"[""EC_RULES_66"", ""EC_RULES_67"", ""EC_RULES_74"", ""BTC_54""]","[""HAMA_14"", ""ESI_28"", ""KSEA_26"", ""GST_40""]"
"Sir I signed bond for xyz company for 15 month but i want to break that bond beacuse I am not satisfied with the company role. What kind of leagal action they would take aginst me.( Pune, Maharashtra )","Dear Sir,Normally it is only a threatening bond and the corporate never approach any Court.","[""employment_bond"", ""LIM_78"", ""CCS_ME"", ""COMP_MA_16""]","[""employment_bond"", ""BTC_136"", ""EC_RULES_61"", ""labour_court""]"
"I am working in IT company on third party role and in my offer letter there it is mentioned that employee should serve 2 months notice period on probation .Can any employer put these conditions  in probation period ? I have to leave the employer as they are making me work more than 12 hours a day and even on Saturdays without ot and compofff because of this I am completely frustrated and decided to quit can I leave the company without serving notice period as I am on probation or I am bounded with the employer 2 months notice period condition on probation.( North East Delhi, Delhi )","they not put anything.you also signed and accepted it.so as you accepted 2 months notice period then you have to serve it.After you resign, you can refuse to work on Saturdays.","[""MEPS_26"", ""MEPS_40"", ""MWA_14"", ""FA_59""]","[""notice_period"", ""DPDP_5"", ""EC_RULES_74"", ""EC_RULES_66""]"
"Full and final settlement amount not released by employer ,now it is more than six months( Raipur, Chhattisgarh )","Dear Client,Please provide more details in this regard. The details mentioned are not adequate. Thank you.","[""full_final_settlement"", ""WAGE_C_35"", ""IRC_30"", ""BTC_103""]","[""GST_37"", ""BTC_281"", ""BTC_117"", ""BTC_107""]"
"I has joined coal India Limed on 05.07.2016 after that on 06.10.2017, my management trainee probation period has been closed . Than I became Assistant Manager w.e.f. 07.10.2017 and did my duty till 12.10.2017 . after that I was leave without pay till 03.04.2018 . So I want to know that whether I am applicable for annual increment or not from 01.04.2018. There is nothing regarding this matter in Coal India regulations. But concerned officer deducted my 1 increment.( Ramgarh, Jharkhand )",First safe guard your job never ask for increment.If my answer is helpful to you then please give my FIVE STAR,"[""SCST_A_19"", ""RPSR_2"", ""RPSR_3"", ""RPSR_156B""]","[""GST_143"", ""GST_141"", ""EC_RULES_66"", ""IEA_147""]"
"Iam working 4 years and 6 months. Can I eligible  for grachuti( Howrah, West Bengal )","Hello Client,According to the Payment of Gratuity Act, of 1972, only if you work for 5 years or more can you get a gratuity. However, if you worked continuously for 240 days in the fifth year, you should be able to be get gratuity.Hope this helps.","[""PGA_4"", ""PGA_7"", ""CCS_ME_3"", ""MEPS_17""]","[""Payment of Gratuity Act 1972"", ""gratuity"", ""PGA_4"", ""PBA_8""]"
"Hello, I had been working in this school for past one year and this school is my friendâs uncleâs. I was not given any joining letter or any salary slip. He continued to say stuff like Iâll increase your salary , your name is already registered as an employee etc. Although I had asked the management to provide me the same but they ignored my pleas. I was given excessive work and at the same time was also made to work extra hours without any facilities. I had given my resignation prior one and half months. Also submitted my application for issuing experience letter. Itâs been two months since then.I was made to work on a meagre salary of 8 k. The school is at least 15 k from my place. I worked so hard but they are ignoring me and saying stuff like there no time limit when you can receive the same.( Lucknow, Uttar Pradesh )","A.Dear Sir,You may go to Higher Authorities in the education department or approach the following authority.===================================================================================Please approach the following authority or similar authority in a stateSection 12 in The Industrial Disputes Act, 194712. Duties of conciliation officers.- (relevant section 12(2) of ID Act)(1) Where any industrial dispute exists or is apprehended, the conciliation officer may, or where the dispute relates to a public utility service and a notice under section 22 has been given, shall hold conciliation proceedings in the prescribed manner.(2) The conciliation officer shall, for the purpose of bringing about a settlement of the dispute, without delay, investigate the dispute and all matters affecting the merits and the right settlement thereof and may do all such things as he thinks fit for the purpose of inducing the parties to come to a fair and amicable settlement of the dispute.(3) If a settlement of the dispute or of any of the matters in dispute is arrived at in the course of the conciliation proceedings the conciliationofficer shall send a report thereof to the appropriate Government 1 or an officer authorised in this behalf by the appropriate Government] together with a memorandum of the settlement signed by the parties to the dispute.(4) If no such settlement is arrived at, the conciliation officer shall, as soon as practicable after the close of the investigation, send to the appropriate Government a full report setting forth the steps taken by him for ascertaining the facts and circumstances relating to the dispute and for bringing about a settlement thereof, together with a full statement of such facts and circumstances, and the reasons on account of which, in his opinion, a settlement could not be arrived at.(5) If, on a consideration of the report referred to in sub- section (4), the appropriate Government is satisfied that there is a case for reference to a Board, 2 Labour Court, Tribunal or National Tribunal,] it may make such reference. Where the appropriate Government does not make such a reference it shall record and communicate to the parties concerned its reasons therefor.(6) A report under this section shall be submitted within fourteen days of the commencement of the conciliation proceedings or within such shorter period as may be fixed by the appropriate Government: 3 Provided that, 4 subject to the approval of the conciliation officer,] the time for the submission of the report may be extended by such period as may be agreed upon in writing by all the parties to the dispute.]","[""IDA_12"", ""IRC_41"", ""IRC_42"", ""IRC_43""]","[""PGA_7"", ""IDA_12"", ""IRC_43"", ""FIN_A_63""]"
"As per Appointment letter dated year 2020, I was not entitled to any other benefits apart from monthly salary. I received annual salary increment as well as Puja bonus in both 2021 and 2022. Now, my employer has claimed that both the bonus were credited by mistake and have asked me to refund them, by installments or full.
Moreover, since I did not make any documented confirmation, they refused to pay my previous month's salary by adjusting against the bonus.
Are they legally allowed to ask for refund or adjust against my salary(without my consent)?( Kolkata, West Bengal )","Dear client,If the HR has issue a notice demanding the return of bonus paid earlier, then you can challenge the same by issuing a reply notice stating that their demand and refusal to pay your salary for the period of work extracted from you is illegal and they would be dragged to the labor court for contradicting the labor law of the land.If necessary you can take the assistance of a local or a lawyer from this forum too to properly deal with this situation against the employer.","[""IDA_17B"", ""EPF_12"", ""ESI_72"", ""ISM_12""]","[""DPDP_5"", ""EC_RULES_66"", ""EC_RULES_67"", ""EC_RULES_72""]"
"I joined Infosys in the month of January 2024 on 22nd as a Tibco consultant. I got a project but it was in pipeline. I continued in this project for about 3 months but the project not come to Infosys. In the meantime, I completed the certification of mulesoft.
          I suffer from bipolar disorder. In the month of June, I suffered from memory loss and my bike was lost for some time. Also, there were login issues on the laptop. So, I was on leave for about 1 month from 5th June to 5th July. I got calls from my team member and I told them that I am facing issue, and he said âI have understoodâ so I thought that I have communicated. But actual people to be informed were HR people to whom I had not informed.
          I joined the company again but since I had not gone to doctor, I couldnât submit any medical reports. HR had made fun of me that I was absconding. I came back but nobody was now giving any project to me.
           In the month of August end I got the letter from HR for indefinite leave asking for Fittness Certificate. In the month of September I went for checkup but my doctor denied to give any fitness certificate to me. I tried to join the office but they were not allowing me to join so I resigned on 7th October. Now they have not reduced my notice period and neither they are allowing me to put the attendance in the notice period and they are asking me money for all the leaves. 
        What can I do now?( Pune, Maharashtra )","A.Dear SirPlease approach the following authority or similar authority in a stateThe Office Commissioner of LabourKarmika Bhavan, Dairy Circle,Bannerghatta Road, Bangalore-29.080-29753078[emailÂ protected]=======================================================================Section 12 in The Industrial Disputes Act, 194712. Duties of conciliation officers.- (relevant section 12(2) of ID Act)(1) Where any industrial dispute exists or is apprehended, the conciliation officer may, or where the dispute relates to a public utility service and a notice under section 22 has been given, shall hold conciliation proceedings in the prescribed manner.(2) The conciliation officer shall, for the purpose of bringing about a settlement of the dispute, without delay, investigate the dispute and all matters affecting the merits and the right settlement thereof and may do all such things as he thinks fit for the purpose of inducing the parties to come to a fair and amicable settlement of the dispute.(3) If a settlement of the dispute or of any of the matters in dispute is arrived at in the course of the conciliation proceedings the conciliationofficer shall send a report thereof to the appropriate Government 1 or an officer authorised in this behalf by the appropriate Government] together with a memorandum of the settlement signed by the parties to the dispute.(4) If no such settlement is arrived at, the conciliation officer shall, as soon as practicable after the close of the investigation, send to the appropriate Government a full report setting forth the steps taken by him for ascertaining the facts and circumstances relating to the dispute and for bringing about a settlement thereof, together with a full statement of such facts and circumstances, and the reasons on account of which, in his opinion, a settlement could not be arrived at.(5) If, on a consideration of the report referred to in sub- section (4), the appropriate Government is satisfied that there is a case for reference to a Board, 2 Labour Court, Tribunal or National Tribunal,] it may make such reference. Where the appropriate Government does not make such a reference it shall record and communicate to the parties concerned its reasons therefor.(6) A report under this section shall be submitted within fourteen days of the commencement of the conciliation proceedings or within such shorter period as may be fixed by the appropriate Government: 3 Provided that, 4 subject to the approval of the conciliation officer,] the time for the submission of the report may be extended by such period as may be agreed upon in writing by all the parties to the dispute.]","[""MEPS_26"", ""MEPS_40"", ""MBA_10"", ""FA_79""]","[""PGA_7"", ""IDA_12"", ""IRC_43"", ""FIN_A_63""]"
"My father has worked in a company for 11 years. Now he wants to retire. In these 11 years the company never paid him EL/PL and bonus amount. So my question is whether the company is liable to pay EL and Bonus for all 11 years?( Faridabad, Haryana )","Dear Claimed,Typically this kind of leave is called Earned Leave because you 'earn' these leaves for days worked and are treated as paid leave. This kind of leave is also known as Vacation Leave (VL) or Privilege Leave (PL) or Flexi Holiday, or Annual Leave (AL). The EL leave type is typically used by employees for personal reasons. As per the Industrial Dispute Act, all the workers/employees must be given 1 day for every 20 completed days worked. As per that per year total of 313 working days, 15 or 16 days leave can be granted. If your terms of employment allow encashment of Earned Leave up to a fixed limit, then you are entitled to claim encashment of said leave from the Company on your cessation of employment. So, in case of denial of that service-linked benefit on cessation of employment, it may be suggested that if you are not holding the position of Manager/Supervisor but a workman as defined u/s.2(s) of the Industrial Dispute Act then for such an arbitrary action and unfair labour practice, reach out to the office of the Labour Commissioner concerned for filing a complaint against the employer for redressal of your grievance failing which you may file an application u/s.33C(2) of ID Act before the Labour Court claiming any kind of dues from the Company. Otherwise, you have to file a civil suit before the Civil Court for appropriate relief in the matter","[""MBA_10"", ""FA_79"", ""SPE_4"", ""MTW_24""]","[""leave"", ""SPE_4"", ""DSEA_22"", ""EC_RULES_66""]"
"a persion working morthan 5 yeras but he died on duty but contractor not paid ESI installments by one yera is it he eligile for compensation( Davanagere, Karnataka )","Dear Client,Under the ESIC Act, on the death of an insured person due to employment injury, 90% of the average daily wages is shared between the allottees in a fixed proportion. This benefit is given to the widow for life or until her re-marriage, and to dependant children till the age of 25 years and to dependant parents etc. subject to conditions. Aggrieved dependent or legal heirs can apply before the EmployeesÂ Insurance Court within a period of three years from the date on which the cause of action arose under sub-section (1A) of Section 77 of the Employees' State Insurance Act, 1948. For the purpose of this sub-section1A of section 77, the cause of action in respect of a claim for benefit shall not be deemed to arise unless the insured person or in the case of dependantsÂ benefit, the dependants of the insured person claims or claim that benefit in accordance with the regulations made in that behalf within a period twelve months after the claim became due or within such further period as the EmployeesÂ InÂ­surance Court may allow on grounds which appear to it to be reasonable; Every such application shall be in such form and shall conÂ­tain such particulars and shall be accompanied by such fee, if any, as may be prescribed by rules made by the State Government in consultation with the Corporation. Reach out to the concerned office of the Regional ESI Commissioner for more information and necessary steps. You can also file your grievance online through the official Website of the ESIC.","[""ESI_2"", ""ESI_2A"", ""ESI_10"", ""ESI_20""]","[""Employees State Insurance Act 1948"", ""EC_RULES_8"", ""KSEA_5A"", ""KSEA_2""]"
"What charges are applicable( Gurgaon, Haryana )","A.Dear Client,Your query suffers from a lack of information to address it suitably. You expressed your situation but did not provide a cause of action that attracts a legal remedy. This is a forum, and in the absence of a specific cause of action, suitable legal remedies cannot be suggested based on the standalone situation/circumstances. So, please revert to us with more details and a cause of action that requires a legal remedy.","[""BTC_274"", ""SRA_32"", ""ESI_73C"", ""IEA_158""]","[""EPF_AT_10"", ""IDRA_29C"", ""ISM_32"", ""GST_157""]"
"I have been hired by an african company.when i joined there i dont like the environment so informed the MD to relieve me.There was no response from him so i left the country.Now they saying,Filling case against me.How should i face that.I have not taken any company property with me.All these happened with in 15 day of my arrival in that company( Nagapattinam, Tamil Nadu )","Dear client,If you have not signed any bond or agreement with the company regarding this, then they cannot initiate any action. It is preferable to put an end to the situation by sending a letter informing them of your need to leave the organization and the country immediately.","[""MBA_10"", ""FA_79"", ""SPE_4"", ""MTW_24""]","[""leave"", ""DSEA_22"", ""SPE_4"", ""IEA_165""]"
"Actually I paid  1.5l for a company on the aggremment that 1st 3month they will pay 15k by hand in training  period.  Then from 4th month onwards will pay 26k but intentionally they are increasing training period and paying 15k only and in that they are decucting 1500 as office maintance charges which is not informed before .so,asked to deduct the 3month amount and refund the amount what I have paid. They are not answering for that .what I need to do?can I raise a compliant.what I need to do( East Godavari, Andhra Pradesh )","Dear client,This is case of breach of trust and contract between employee and employer. If they are forcing you and threatening to return then you file a complaint case of cheating and harassment and they did fraud. Firstly issue the company and it's director al legal notice stating all aand demand ur committed amount by paying in nature of salary. If they refund then ok, or else file case at CJM court or lodge FIR.Thanks","[""IDA_17B"", ""EPF_12"", ""ESI_72"", ""ISM_12""]","[""IPC_405"", ""IPC_406"", ""IPC_415"", ""BNS_318""]"
"I am a PSU bank employee. I resigned from the bank during march 2020 giving 3 months notice period. My last day was 02.06.2020. However on 01.06.2020, my HRM informed me that one vigilance case is pending against me in some other Circle Office and hence my resignation could not be accepted. I contacted the other Circle office for speeding up the enquiry process. Subsequently all the enquiry process was completed within a month. However I was charged the punishment which states as follows :""reduction to a lower stage in time scale of pay by one stage for a period of one year."" the concerned persons told me that it won't affect the resignation. It will only affect the amount of PL encashment and I can be immediately relieved from the bank. I once again requested my HRM to proceed with my resignation request. However, its now been almost 2 weeks, they have still not relieved me. They are orally telling me that the punishment is for one year and that I have to serve the bank for 1 year. Also they are not giving anything in writing. Please guide me in this matter( Mumbai, Maharashtra )","SC expounds: ""To resign is a Right of an Employee, cannot be forced to serve in case he is not willing"",November 28,2018:Supreme Court has declared in the judgment of the case âSanjay Jain v. National Aviation Company of India Ltd, through Division Bench consisting of Justice Arun Mishra and Justice Vineet Saran that,â To resign is a right of an employee who cannot be forced to serve in case he is not willing until and unless there is some stipulation in the rules or in the terms of appointment or disciplinary proceedings is pending or contemplated which is sought to be avoided by resigning from the services.âAnd based on this declaration, Apex Court has concluded that the Bombay High Court has erred in law in holding otherwise.The appellant was aggrieved by the judgment and order passed by the Bombay High Court on September 7, 2010, dismissing writ petition No. 1740/2010.The question involved has been whether the appellant ceased to be an employee of the respondent on October 1, 2006 as 30 daysâ period ended on that very day.The appellant joined the services of Air India Ltd. as Assistant Aircraft Engineer in Major Maintenance Division of Engineering Department with effect from September 1, 1992.As per the terms and conditions, stipulated in his appointment letter, he was required to serve Air India for a minimum period of five years. As on the date he  resigned, he had completed five years of service.The Certified Standing Orders framed under the Industrial Employment (Standing Orders) Act, 1946 as introduced in Air India Ltd. and as applicable to the establishment, required the employer to define the terms and the conditions of applicable to a workman and inform him of the same.The Certified Standing Order, deals with the condition under which an employee can tender his resignation. He is entitled to receive the certificate of service rendered at the time of cessation of his employment. The Certified Standing Order confers a right on the employer, under the Act of 1946, not to accept the resignation if at the relevant time of his resignation any disciplinary action is pending or is contemplated.The Court has pointed out that it is apparent from a bare reading of the provisions contained in Standing Order 18 of the Industrial Employment (Standing Orders) Act, 1946 that workman has a right to resign from the services by giving a notice of the period as prescribed under Standing Order 17 which provides termination of services by serving 30 days notice upon a permanent workman and seven days notice with respect to workman who is on probation and temporary workman by serving a 24 hours notice. Thus, for a permanent employee, a period of 30 days is provided to terminate or resign as is apparent on a conjoint reading of provisions of Standing Orders 17 and 18.In the Courtâs opinion, from a bare reading of the provisions contained in Standing Order 18, it is crystal clear that a permanent employee has a right to resign from the services by giving a notice of the period of 30 days as prescribed under Standing Order 17, and is entitled to obtain certificate from the employer for the period services have been rendered.Clause 2 of Standing Order 18 provides that in case resignation is submitted with immediate effect or at any time before expiry of notice period, acceptance is necessary. Acceptance of resignation is not required in case a notice has been given of 30 days. It would operative from and effective on the lapse of the period.It is right of a workman to serve an employer and to resign also by serving notice of 30 days. The bond to serve was only for five years as stipulated in his order of appointment. The period of bond to serve was admittedly over. There is no other Standing Order or Rule which puts a fetter on an employee to resign or confers power on the employer to reject a resignation.No disciplinary proceedings was pending or contemplated against an employee in the case, when he resigned. The resignation became effective after lapse of 30 days period. There was no power with the employer as per Standing Order 18 to reject such a resignation. Moreover, the bond period of five years service was already over.A case of voluntary retirement stands on a different footing than that of resignation. Voluntary retirement is with certain civil consequences of monetary benefits. It would depend upon the phraseology used in a particular provision whether prayer made for the resignation or for voluntary retirement is required to be accepted or it takes effect without acceptance.In the facts of the case, in the Standing Order 18, there is no provision for acceptance of resignation, notice is served for requisite period of 30 days, obviously, the appellant had the right to resign from the services.In view of enunciation of law and on consideration of the provisions contained in the Standing Order 18, in the facts and circumstances of the case, the Court has been of the opinion that appellant has rightly terminated the relationship by serving the requisite notice for resignation.The Court has held that in this case, there is no such requirement of acceptance by such an employee under the provisions of the Standing Order 18 read with 17. Thus, the decision in the case â Moti Ram v. Param Dev and Another â (1993) 2 SCC 725 paragraphs 16 and 18 ,heavily relied upon by the Respondentâs counsel , is not applicable ,as factual matrix in that case is different from this case.The Supreme Court has allowed the appeal and quashed the HCâs judgment and order and the order passed by the respondent- employer declining to accept the resignation. The benefits which may be available shall be paid to the appellant. Provident Fund with the prevailing rate of interest from time to time. The gratuity, if payable or any other benefit, shall be paid with interest at 6 pc per annum. Outstanding amount, if any, has been ordered to be paid within three months from the date of the judgment.If my answer is helpful to you then please give my FIVE STAR","[""MEPS_26"", ""MEPS_40"", ""EPF_6"", ""EPF_AT_2""]","[""DSEA_147"", ""IDA_STANDING_ORDERS"", ""KSEA_18"", ""PGA_4""]"
"My employer is not paying gratuity, i work for 13 years 6 month 23 days( Mumbai suburban, Maharashtra )","Dear Client,An organization/establishment with a workforce of 10 individuals and above is liable to pay gratuity under the Payment of Gratuity Act 1972. A gratuity must be paid to an employee upon cessation of employment if he or she has rendered continuous service for five years or more, according to Section 4(1) of the Payment of Gratuity Act of 1972. Section 4(2) of the Act provides that for every completed year of service or part thereof in excess of 6 months, the employer shall pay gratuity to an employee at the prescribed rates. The Gratuity Benefits are calculated using the following formula:-(15/26) multiplied by (No of Completed Years on Exit) multiplied by (Terminal Wages/Salary). Under Rule 7(1) of the Payment of Gratuity Rules, 1972, an employee who is eligible for payment of gratuity under the Act, or any person authorized, in writing, to act on his behalf, shall apply, within thirty days from the date the gratuity became payable, in Form 'I' to the employer who is duty bound to disburse the gratuity within 30 days of cessation of employment of employee or claim made by an employee. After 30 days, the employer has to pay you not only the gratuity amount but also the simple interest accrued for the delay in payment of the gratuity. In case of denial of gratuity by the employer, serving a legal notice to the Company/employer reach out to the office of the concerned Labour Commissioner and the Controlling Authority under the Act to file a complaint against the employer over non-payment of gratuity if the company comes under the purview of the Payment of Gratuity Act, 1972","[""PGA_4"", ""PGA_7"", ""CCS_ME_3"", ""MEPS_17""]","[""Payment of Gratuity Act 1972"", ""PGA_4"", ""PGA_7"", ""PROC_GRATUITY_CLAIM""]"
"I wrote a written examination for a position with the NDLI Project of Govt. of India conducted by the Project Authority, IIT Kharagpur, in response to their call. I was selected but the salary offered was less than that advertised. On pointing out, I was offered a second offer letter wherein my position was unilaterally reduced to match the salary. Continuous follow-up has yielded no results. They have given me the option to decline the offer. What relief can I get from the Legal system?( North 24 Parganas, West Bengal )","Dear client,The Advertising Standard Council of India (ASCI) Code, the Consumer Protection Act, and the Trademarks Act all forbid deceptive or fraudulent advertising, as well as those that establish false associations. To take action against your employer for the misleading advertisement you may file a complaint to the Ministry of Consumer Affairs along with a copy of such advertisement through the web portal of the GOI at http://gama.gov.in.Section 24 of the Restrictions of Advertisement and Prohibition to Unfair Trade Practices provides for the legal remedy for your scenario.Thank You","[""PGA_7"", ""EPF_7D"", ""ESI_55"", ""IRC_44""]","[""DSEA_43"", ""FIN_A_177"", ""EC_RULES_66"", ""FIN_A_2003""]"
"As per the code of the company, I have projected harassment and illegal events happening in the organization. Inquiries were carried out for namesake but, no investigations were carried out. When I projected proofs to the investigating team and deputy Chairman, I was terminated, which is a breach of the code of company by my superiors. This matter has not reached the Chairman. The Chairman's vigil mechanism has failed.  Can I file a case under breach of trust or violation of the contractual agreement or a case of defamation may be filed?( Visakhapatnam, Andhra Pradesh )",YES,"[""IPC_405"", ""IPC_406"", ""LIM_103"", ""COMM_C_15""]","[""COMP_MA_31"", ""IEA_150"", ""IEA_149"", ""IEA_148""]"
"What can I do in a situation where I am facing retaliation soon after complaining against workplace favouritism and being forced to work in night shifts when I am on the contrary hired for the day shift?( South Delhi, Delhi )","Dear Sir,Hire and fire is the formula being used by MNC companies because Indian labor laws made not applicable to such companies.  Better you may put your papers and get reliving letter and start new career.","[""forced_labour"", ""Delhi Shops and Establishments Act, 1954"", ""DSEA_14"", ""KSEA_19""]","[""SPE_10"", ""ISM_27"", ""SEEDS_21"", ""MTW_34""]"
"How to calculate gratuity for UAE nationals in uae( Chennai, Tamil Nadu )","Dear Client,UAE Gratuity is calculated based on 21 days wage for each year of the first five years of their service, and 30 days wage for every additional year. Gratuity for employees with 1-5 years of service is calculated based on their basic salary, with 21 days provided for each year of service. Employees with more than 5 years of service receive a gratuity of 21 days of basic salary for up to their 5th year and 30 days' basic pay for each year beyond their 5th year. We hope that our response is helpful to you.","[""PGA_4"", ""PGA_7"", ""CCS_ME_3"", ""MEPS_17""]","[""gratuity"", ""PROC_GRATUITY_CLAIM"", ""WAGE_C"", ""INC_T_192""]"
"When requested for Notice Period Waiver, my CFO and HR mentioned in the Acceptance Mail that mine shall be considered as exception and salary will be credited as F and F. Now, they are demanding payment to release my relieving letter or to face legal consequence. PLEASE HELP. The amount is huge.( Chennai, Tamil Nadu )","Dear Client,In the absence of a specific stipulation regarding waiver of notice period in the offer letter, an assurance of exception to the standing rules cannot be taken or considered as granted. In case there is a clause or condition in the offer letter specifying the buyout of the unexpired/unserved notice period, then for early release post resignation, waiving the notice period company can demand the payment against the buyout of the unexpired/unserved notice period from the employee. So, given the scenario, you need to go through your offer/appointment letter carefully to understand the actions of the management demanding payment to issue a relieving letter post-resignation. However, the actions of the management can be challenged based on Section 27 of the Indian Contract Act,1872, which prohibits any agreement in restraint of trade and profession. As per the mandate of Section 27 of the Indian Contract Act,1872, any terms and conditions of an agreement that directly or indirectly compel the employee to serve the employer or restrict them from joining a competitor or other employer are not valid. The employee has the right to resign from employment even if he has agreed to the employment bond to serve the employer for a specific period. In the case where the employer can prove that the employee is joining the competitor to disclose the trade secret, then the court may issue an injunction order restricting the employee from joining the competitor. Further, Section 73 of the Act makes provision for unliquidated damages (not stipulated in a contract), Section 74 deals with liquidated damages (stipulated in a contract), and no compensation is attracted for mere breach of contract u/s.73. Section 74 of the Act unless such breach resulted in an actual loss or damage to the opposite party employer. So, in the prevailing situation, if you are not holding a position of manager or supervisor in the Company, but a workman as defined under Sec.2(s) of the Industrial Dispute Act, 1947. Serving a legal notice to the Company, reach out to the office of the concerned Labour Commissioner or the office of the Chief Inspector, Shops and Establishments, as the case may be, to file a complaint against the company over alleged unfair labour practice for redressal of your grievance. But, if you are holding the position of Manager or Administrator in the Company, you have to file a civil suit against the Company before the Civil Court seeking appropriate relief in the matter. If you are an employee of the IT Company then be informed that to restrict IT Companies from exploiting their employees by playing double standards, the Division Bench of the Karnataka High Court in the case of Commissioner of Income Tax v. Texas Instruments India Pvt Ltd (2021) 435 ITR unambiguously held that the IT sector employees considered to be ""workmen"" under Section 2(s) of the Industrial Dispute Act, 1947. If required, consult with an Advocate experienced in service matters for tailored advice and actions to navigate the issue in the right way.","[""MEPS_26"", ""MEPS_40"", ""IDA_17B"", ""EPF_12""]","[""Indian Contract Act 1872"", ""DSEA_147"", ""notice_period"", ""EC_RULES_66""]"
