question,answer,chain_q,chain_a
"i have left the company after just 2 months, there is no notice period. i have send my resignation letter also but now the manager is not picking up the call. how do i return the company laptop( Bangalore, Karnataka )","Dear Sir,You can courier the same and keep the receipt with you and thus you can close the matter.","[""MEPS_26"", ""MEPS_40""]","[""DSEA_16"", ""BTC_263"", ""EC_RULES_66"", ""EC_RULES_67""]"
"sir i was worked under the contract for indraprastha gas ltd. delhi, at the my work basis i request by petroleum ministry to get a permanent job.

igl share with me a latter in 2016 with the following comment.

presently there is no vacancy on permanent employment basis at PNG control room in our organization for mechanical engg.

however we kept the details of akash  in our DATA bank for future refernce.

sir this commitment committed by the company but till date no job offer to me, now what can i do suggestion please.
thanks( Central Delhi, Delhi )",That can not be considered as a commitment at all. Temporary employee has not right to be appointed as permanent employee.Better to apply through prescribed channel for getting regular job.,"[""GST_143"", ""CCS_ME"", ""GST_141"", ""DSEA_147""]","[""MEPS_10"", ""MHA_22"", ""DPDP_14"", ""MHA_23""]"
"Startup company is asking to sign an agreement of not working with direct competitors of company for 2 years before providing the experience letter. Its been 15 days and they are pressurising to sign this. Also, they are not willing to pay my dues until i sign this.
What can i do about it?( Hyderabad, Telangana )","Hi,You can challenge the said provision in the agreement.  The company can't force the employees to sign any agreement or withhold their salaries until they sign the agreement. Please contact a lawyer for further advice.Please rate my answerThank You","[""ICA_27"", ""SRA_41""]","[""BDRA_11"", ""EC_RULES_74"", ""EC_RULES_71"", ""FIN_A_39""]"
"We got salary hike agreement after an year and didnt get difference in amount after so many years, employer not ready to pay full and final settlement if any1 ready to leave and No one dares to leave as huge amount is pending towards employer. Employer not paying ESI amount hence medical benifits also stopped, PF is also not getting deposited. Employer claims to be bankrupt. Still running the business but paying only part of salary, not paying full amount as decided in agreement letter. We wish to leave as we cant survive with these less salary but cant leave as around lakhs of rupees are yet to receive from employer and if we leave the industry we will not get the same in future.( Nashik, Maharashtra )",Dear ClientYou should look for a lawyer or an advocate who can help you in this way by reading your employment agreements and other documents. You should approach him as a group and look for some amicable solution.Hope it helps,"[""MBA_10"", ""FA_79"", ""SPE_4"", ""MTW_24""]","[""GST_33"", ""EC_RULES_66"", ""IEA_81"", ""EC_RULES_67""]"
"Hi,

At my last organisation, I had resigned within 90 days. Got retained with a promise from HR and manager that things will change. However, things became worse. HR sent me for a counselling where I was asked to report a Code of Conduct Violation. I did that. 2 weeks later the HR person came and said that I should resign on the spot and was not required to come to the office during the notice period of 100 days. I resigned and left. The actual problem started now. They started stalking me. Mostly online. Arranged fake interviews at my preferred organisation. Arranged many fake job calls from HR of other organisations. Made many recruitment consultants call me, sometimes as frequent as twice a week,with fake openings to get my current whereabouts. Called my school seniors, classmates, juniors, co-workers from other organisations to tell me stories to manipulate my thinking. Many of them crying that they were jobless and needed my help in finding a job. One particular female was made to narrate my own sob story to me and claim that it was happening to her. She spoke exact things that I had forwarded in mails to HR while reporting CoC violation proceedure. And many crazy things like this. This is driving me crazy. It is mentally and emotionally exhausting. It appears from there actions that they want to erase me from the face of this earth. I am always in the hiding restricting my online or offline activity. But how long can one live like this? I am still unemployed. I can sense that they have hampered my employment opportunities too. They wanted me to be placed where I can be constantly under their control. I feared that they will further harm my reputation by may be getting me accused of wrong doing at these organsations which will make them look not at fault in their treatment of me. 

I have written many times to the HR director. Sent him screen shot.  Asked him to get this stopped. Told him that this is making me suicidal. He refuses to discuss and doesnt reply to my mails. I want his torture to stop. Are there laws to get this stopped. How can prove all these things in court? Please advise what can I do.",This amounts to mental harassment and stalking and many more . Contact me asap,"[""MEPS_26"", ""MEPS_40"", ""IDA_17B"", ""EPF_12""]","[""sexual_harassment"", ""MHA_102"", ""CCS_ME"", ""MHA_3""]"
"My wife has been working with the company for more than an year. Sinn after she gave the information about her maternity leave, the company let her go and mentioned they are shutting down the operations as whole. Can we do anything legally?( Hyderabad, Telangana )","Dear Client,As per Section 5(2) of the Maternity Benefit Act, 1961 any woman employee who has been employed for a continuous period of 80(eighty) days or more in the twelve months immediately preceding her date of delivery shall be entitled to the benefits under the Act. There is no amendment in section 2 of the Maternity Benefits act, so the act is applicable to all the women employees who are employed in any capability directly or through any agency i.e maternity benefits act will be applicable to contractual women employees engaged by an agency. Further, women employees need to have a minimum of 80 days contribution towards ESIC to get eligible for maternity leave. The women employee should produce a medical certificate to her employer 10 weeks before her delivery confirming her pregnancy and needs to give a written notice to her employer before 7 weeks of her date of delivery regarding her absence period. The Act is amended in 2017 raising the maternity leave period from 12 weeks to 26 weeks. Women employees will get the full salary which includes basic wage, DA, HRA, other cash allowances, incentive bonuses etc. in the course of maternity leaves that are treated as paid leave. For any kind of unfair practice on the part of the employer that affects your right to maternity leave,  you may reach out to the office of the Commissioner of ESI or Labour Commissioner concerned for redressal of your grievance against the employer who denies the benefit on either pretext with ulterior motives. In case you need any assistance in this regard, you may contact our legal team for the purpose with relevant papers.","[""ESI_2"", ""ESI_2A"", ""ESI_10"", ""ESI_20""]","[""Maternity Benefit Act 1961"", ""ESI_50"", ""MBA_5"", ""maternity""]"
"Dear Sirs, 
My FNF kept hold for last 3 month reason for this is my one customer not paid one amount it was more than a year. Company holded 2% as a security and saying it will get released once the company get the payment from customer. Please advice( Thane, Maharashtra )","Dear client,I understand that you are facing a delay in receiving your Full and Final settlement (FNF) from your company for the past three months. The reason cited by your company for withholding the amount is the non-payment from one of your customers, which has been pending for over a year. According to the company's policy, they have held 2% of your FNF as security until they receive the payment from the customer.In such situations, it's essential to review your employment contract, company policies, and any relevant agreements that might govern the FNF process. Companies may have specific provisions for withholding amounts under certain circumstances, such as unpaid dues from customers.If you believe that the delay is unjustified or if there are discrepancies in the calculations of your FNF, it is crucial to communicate with your company's HR or finance department to seek clarification on the matter. Politely request a breakdown of the amount being withheld and seek an explanation for the delay in processing your FNF.If your company continues to hold the amount without proper justification, you may consider seeking legal advice from an employment lawyer. They can assess the situation, review relevant documents, and advise you on the appropriate steps to take to resolve the issue.In the meantime, keep all communication with your company in writing and maintain records of any correspondence related to your FNF. This can be valuable evidence should you need to escalate the matter legally or negotiate with the company to release the withheld amount.","[""FIN_A_64"", ""EC_RULES_16"", ""COMP_MA_10"", ""COMP_MA_16""]","[""EC_RULES_66"", ""EC_RULES_67"", ""PGA_7"", ""MEPS_33""]"
"After the resignation employer is not willing to pay salary for working days in that month. The employer is also delaying in giving the certificates which employee should get before leaving the organization. What should I do? 
FYI- the employee is able to fulfill only a part of the notice period.( Noida, Uttar Pradesh )","Hi,You should approach the district labor office in your area, and file a compliant in the office. Alternatively, you can also approach the labor court to get your dues from the employer.If you like my answer, please rate me.","[""MEPS_26"", ""MEPS_40"", ""IDA_17B"", ""EPF_12""]","[""EC_RULES_66"", ""EC_RULES_67"", ""ESI_85C"", ""SCST_A_11""]"
"My parents income for last 3 consecutive years is 7 lac, 9 lac, 11 lac and I wanted to wether I be able to avail the benefit of OBC ncl as there is confusion as rules say income should be not more than 8 lac or above for 3 consecutive years ....does that imply that in one year if below then Iâm entitled to the benefit ?( Rewari, Haryana )","You are not entitled to OBC NCL, since your case falls within the stipulated condition.","[""LIM_37"", ""ESI_63"", ""RPSR_237E"", ""ESI_56""]","[""ESI_63"", ""IRC_69"", ""PSI_19"", ""EC_RULES_66""]"
"1) Due to Covid-19 Transport issue not able to attend the office... many times requested them for assurance and work form home facility.  But they simply disable (WFH) access and forcefully demanded to come to office (3.0Lockdown May9th) and maintain 100% attendance. not even get a clear salary in the month. After the long discussion and many requests finally resigned the job in June 17th. And now they not sending my reliving letter.. 
2) Actually now some trains are available in my home town tomorrow going to visit Hyderabad to office personally request them for reliving letter and service letter, is it right to take visit Hyderabad now ?? ( Actually they not responding calls, messages etc.,.)( East Godavari, Andhra Pradesh )","Dear Sir,You may approach concerned High Court/Tribunal and get appropriate orders.Rate me Five Star*","[""PGA_7"", ""EPF_7D"", ""ESI_55"", ""IRC_44""]","[""GST_117"", ""ESI_81"", ""COMM_C_18"", ""MHA_69""]"
"I joined one IT company but i left the company after 2 months. also I got 1 month training. Now they send me legal notice to pay 2 lac else they will go court. Because in bond it was condition that if I leave company before 3 year then I have to pay 2 lac. Now what should I do?( New Delhi, Delhi )","Dear client,If you have agreed in the employment agreement that you will pay 2 lakhs, then you have to pay because you have breached the agreement and they are entitled to compensation. Contact the HR of the company and ask if they can reduce it to some extent. If not, you have to pay.","[""MBA_10"", ""FA_79"", ""SPE_4"", ""MTW_24""]","[""EC_RULES_74"", ""EC_RULES_72"", ""EC_RULES_66"", ""EC_RULES_73""]"
"Break bond contract without serve service period of 3month . Employer send legal notice. 
1.Bond draft on company letterhead not in Stamp paper it's legal??
2. How to reply for legal notice ??
3. Employer can ask 3 month salary to pay ??
4. What further step employer can take ?? And how to handle by employee??
5. Employee no need any experience certificate or releving letter.
6. Employer deduct 25% salary for 5 month as security deposit..it's legal??( Mumbai suburban, Maharashtra )","A.Dear SirPlease approach the following authority or similar authority in a stateThe Office Commissioner of LabourKarmika Bhavan, Dairy Circle,Bannerghatta Road, Bangalore-29.(1) Where any industrial dispute exists or is apprehended, the conciliation officer may, or where the dispute relates to a public utility service and a notice under section 22 has been given, shall hold conciliation proceedings in the prescribed manner.(2) The conciliation officer shall, for the purpose of bringing about a settlement of the dispute, without delay, investigate the dispute and all matters affecting the merits and the right settlement thereof and may do all such things as he thinks fit for the purpose of inducing the parties to come to a fair and amicable settlement of the dispute.(3) If a settlement of the dispute or of any of the matters in dispute is arrived at in the course of the conciliation proceedings the conciliationofficer shall send a report thereof to the appropriate Government 1 or an officer authorised in this behalf by the appropriate Government] together with a memorandum of the settlement signed by the parties to the dispute.(4) If no such settlement is arrived at, the conciliation officer shall, as soon as practicable after the close of the investigation, send to the appropriate Government a full report setting forth the steps taken by him for ascertaining the facts and circumstances relating to the dispute and for bringing about a settlement thereof, together with a full statement of such facts and circumstances, and the reasons on account of which, in his opinion, a settlement could not be arrived at.(5) If, on a consideration of the report referred to in sub- section (4), the appropriate Government is satisfied that there is a case for reference to a Board, 2 Labour Court, Tribunal or National Tribunal,] it may make such reference. Where the appropriate Government does not make such a reference it shall record and communicate to the parties concerned its reasons therefor.(6) A report under this section shall be submitted within fourteen days of the commencement of the conciliation proceedings or within such shorter period as may be fixed by the appropriate Government: 3 Provided that, 4 subject to the approval of the conciliation officer,] the time for the submission of the report may be extended by such period as may be agreed upon in writing by all the parties to the dispute.]","[""PGA_7"", ""EPF_7D"", ""ESI_55"", ""IRC_44""]","[""PGA_7"", ""FIN_A_63"", ""FIN_A_50"", ""MEPS_37""]"
"Would want to know if I am eligible for Gratuity?
 I am working for a non profit organisation where there are 2 paid employees and 10 unpaid directors. I have recently put in my papers after completing 5 years and 1 month of service with the organisation. Will I be eligible for Gratuity in my case? 
Also what should my next step be if the organisation refuses to pay gratuity to me. Thanks.( Thane, Maharashtra )","1) The Payment of Gratuity Act 1972 applies to the whole of India and so far as it relates to ports and plantations it does not apply to the State of Jammu and Kashmir.2) It applies to:(a) every factory, mine, oilfield, plantation, port and railway company.(b) Every shop or establishment within the meaning of any law for the time being in force in relation to shops and establishment in a State, in which 10 or more persons are or were employed on any day in the preceding 12 months.(c) Such other establishments or class of establishment, in which 10 or more employees are or were employed on any day in the preceding 12 months, as the Central Government may notify in this behalf.3) Any shop or establishment shall continue to be governed by the Act even if the no. of its employees comes below 10 persons at any time in the future.Applicability to NGOs4) Public charitable and religious trusts are also covered by this Act, provided that they are shops or establishments within the meaning of the Shops and Establishment Act applicable to their area of operation and that 10 or persons have been employed by them on any day in the preceding 12 months.5) A division bench ruled that merely because an NGO, which is registered as a society, is run with the aid of the government it will not be exempted from the definition of industry.ThanksAdv. Shreyash Mohta","[""PGA_4"", ""PGA_7"", ""CCS_ME_3"", ""MEPS_17""]","[""KSEA_1"", ""Payment of Gratuity Act 1972"", ""PGA_7"", ""ESI_87""]"
"Hello sir I joined in a data entry job by paying 5000, they given me 200 pages project, to complete the project in 15 days, with 80%accuracy, I completed the project but they reject my project by showing I have not done with 80%accuracy , I am asking the amount for corrected pages, but they are not accepting( Hyderabad, Telangana )","Dear Client,you can talk to your head regarding this issue and show that the project is 80% accurate. but most of the data entry job cases are fraud. since you paid them money, lodge a complaint with police if they do not agree.","[""SRA_20A"", ""FIN_A_22"", ""BTC_130"", ""BTC_88""]","[""EC_RULES_66"", ""IEA_5"", ""EC_RULES_67"", ""GST_143""]"
"I have been working in a regional rural bank for the last 9 years. Last month I resigned from the bank. Am I eligible for gratuity?. Bank authorities told me that I am not eligible for the same. But reading the service regulation of our bank I strongly feel that I am eligible for gratuity. Kindly advice me in this regard.( Thrissur, Kerala )","Hai,You are eligible for gratuity. As per the payment of Gratuity Act 1972, if an employee has rendered his service for five years, he becomes eligible for the payment of gratuity. If you find this helpful, please rate us.","[""PGA_4"", ""PGA_7"", ""CCS_ME_3"", ""MEPS_17""]","[""Payment of Gratuity Act 1972"", ""gratuity"", ""PGA_4"", ""PGA_7""]"
"I joined a company and I want to leave the job but the company policy says the skill allowance will be deducted from the salary if I leave job within 1 year. The skill allowance is 5k/month & take home is 25k. I worked here for 6 months  so that means do I have to work 1 month without salary?( Bangalore, Karnataka )","Hi,Based on what you have mentioned, you will need to refund Rs.25,000 if you wish to resign.If you found this helpful, please rate us.","[""MBA_10"", ""FA_79"", ""SPE_4"", ""MTW_24""]","[""EC_RULES_66"", ""EC_RULES_67"", ""EC_RULES_26"", ""GST_54""]"
"I am working in a pvt company as a junior accountant. The working time here is 9: 30 am to 7 pm . It is 9 hour and 30 minutes daily working hours with 6 days in a week. Over that we are working for 10 or more hours in a day on daily basis. There is no overtime payment here. So, i want to know what is the legal working hours in offices as per law ? And what can I do against my employer , without revealing my identity ?( West Delhi, Delhi )","Dear ClientAccording to the Indian Labour Law, the maximum working hours for an adult worker is 48 hours per week or 8 hours per day. The law also mandates that if an employee works beyond the normal working hours, then it should be considered as overtime and the employee should be paid at a rate of at least 1.5 times their normal wage.If you want to take action against your employer, you can file a complaint with the concerned labour authorities or approach a labour lawyer for legal advice. If you do not want to reveal your identity, you can file an anonymous complaint with the concerned authorities.Please seek an expert advice over this matter.","[""EC_RULES_35"", ""EPF_AT_22"", ""MEPS_2"", ""MEPS_21""]","[""working_hours"", ""WAGE_C_13"", ""MEPS_21"", ""WAGE_C_10""]"
"Dear Sir/Mam,

Seeking your help ..

My Ex company is not clearing my F&F, when I asked HR so they given me an unfavorable reply, said your F&F is on hold as per CEO instruction as you have not changed you're linked in the profile that you left the company and posted some unfair post in LinkedIn which is against to company..Is it the way to treat employee I don't know..

Here I elaborate what exactly happened .. I posted the general statement "" Mr. M Ambani - I heard that JIO has planning to cut the Job soon...my question is that if you spend more than 700 mn in wedding why can't you save the employee job""  on that basis my company is on hold my F&F...i sent several emails to HR team along with my Ex-boss ..but they are not giving me reply.

When i worked with them so I had given 100% ..late night working, overtime i did, no social life were there ..now they are doing this unethical way.. its unjustice of a private employee.

Please suggest what to do in this case... many people abused to PM so are they in JAIL, a big NO they all are free from worries.( East Delhi, Delhi )","Dear Sir,You may raise such issue before Labor Commissioner or get issue a legal notice and then file a suit for recovery amount.Thanks.","[""MWA_14"", ""FA_59"", ""MTW_26"", ""MTW_40""]","[""IDRA_24C"", ""WAGE_C_23"", ""WAGE_C_24"", ""DPDP_5""]"
Sir i am a Driver in PSU bank and Last week  I refused A Duty Because They are gived me duty at 6 pm and I have to go for an emergency Work and my duty time Is 8.30 AM TO 6.30 PM The Duty was to pick up A officer At 9 P.M at the airport But I don't want to do the overtime . So Now the management Are Giving Me a memo of not obeying The Officers Orders. They issue me A insubordination Act letter with 7 days time to reply. Please Advise Me sir I have 7 days Only . Is there any act to refuses Of Overtime.,Share your letter to us without delay. We need to see the allegations they have made. We will move to the court for harassment and excess and abuse of the power,"[""MWA_14"", ""FA_59"", ""MTW_26"", ""MTW_40""]","[""sexual_harassment"", ""BTC_138"", ""BTC_236"", ""BTC_337""]"
"If any company say me you can leave now suddenly then what I do
Reseaon corona
Am a retainer employees I have 9 month bank statement( Mumbai, Maharashtra )",Send them a legal notice asking them to send you a valid termination letter with proper reasons of termination. Thereafter you can take proper legal recourse.,"[""MBA_10"", ""FA_79"", ""SPE_4"", ""MTW_24""]","[""PROC_WRONGFUL_TERMINATION"", ""LIM_6"", ""wrongful_termination"", ""DPDP_5""]"
"I completed two months in the organization. Due to not being interested in my profile and management issues, I resigned from the company and served a 90-day notice period as per company policy, but after 1 month, the company terminated me for a poor reason: not cooperating with work. So please guide me on what I can do, and I want a reliving letter.( Mumbai, Maharashtra )","A.Dear Sir,Dear SirPlease approach the following authority or similar authority in a stateThe Office Commissioner of LabourSection 12 in The Industrial Disputes Act, 194712. Duties of conciliation officers.- (relevant section 12(2) of ID Act)(1) Where any industrial dispute exists or is apprehended, the conciliation officer may, or where the dispute relates to a public utility service and a notice under section 22 has been given, shall hold conciliation proceedings in the prescribed manner.(2) The conciliation officer shall, for the purpose of bringing about a settlement of the dispute, without delay, investigate the dispute and all matters affecting the merits and the right settlement thereof and may do all such things as he thinks fit for the purpose of inducing the parties to come to a fair and amicable settlement of the dispute.(3) If a settlement of the dispute or of any of the matters in dispute is arrived at in the course of the conciliation proceedings the conciliationofficer shall send a report thereof to the appropriate Government 1 or an officer authorised in this behalf by the appropriate Government] together with a memorandum of the settlement signed by the parties to the dispute.(4) If no such settlement is arrived at, the conciliation officer shall, as soon as practicable after the close of the investigation, send to the appropriate Government a full report setting forth the steps taken by him for ascertaining the facts and circumstances relating to the dispute and for bringing about a settlement thereof, together with a full statement of such facts and circumstances, and the reasons on account of which, in his opinion, a settlement could not be arrived at.(5) If, on a consideration of the report referred to in sub- section (4), the appropriate Government is satisfied that there is a case for reference to a Board, 2 Labour Court, Tribunal or National Tribunal,] it may make such reference. Where the appropriate Government does not make such a reference it shall record and communicate to the parties concerned its reasons therefor.(6) A report under this section shall be submitted within fourteen days of the commencement of the conciliation proceedings or within such shorter period as may be fixed by the appropriate Government: 3 Provided that, 4 subject to the approval of the conciliation officer,] the time for the submission of the report may be extended by such period as may be agreed upon in writing by all the parties to the dispute.","[""MEPS_26"", ""MEPS_40"", ""PGA_7"", ""EPF_7D""]","[""PGA_7"", ""IDA_12"", ""IRC_43"", ""FIN_A_63""]"
"Dear Sir/Ma'am,

Need your help to know, can an organisation show it as an ATL, post completion of notice period.
I served the notice period from 09th Dec'17 till 09th Feb'18, which indeed was of 63 days against the required notice of 60 days.
However, my organisation has shown it as an ATL in their records instead of resignation.

Please help.

Regards,",They can not.,"[""MEPS_26"", ""MEPS_40""]","[""BTC_241"", ""BTC_298"", ""IEA_142"", ""BTC_170""]"
"Currently i am working in software company based in gandhinagar gujrat. I am working here from 4 months  and they have a contract with me for 2 years but they said they are going to layoff me.( Bhandara, Maharashtra )","Dear client,To get your complaint resolved, you must give legal notice to your employer or company and file a complaint against them with the relevant Labour Commissioner. If you fail to do so, you may file an application pursuant to I.D. Act section 333C(2) before the relevant Labour Court, requesting the full amount due as compensation for an illegal layoff. You can get in touch with our legal team and provide them with all the necessary paperwork if you require any legal services or assistance in this regard.","[""IDA_25F"", ""IDA_25H"", ""IDA_25N"", ""IRC_64""]","[""labour_court"", ""EC_RULES_66"", ""PROC_WRONGFUL_TERMINATION"", ""PROC_RETRENCHMENT_CLAIM""]"
"Sir, in my previous, I have to serve 30 days notice period, but due to some details I am not able to serve last 5 days in my notice period. By showing this reason my company was rejected my FNF settlement amount. If they told to deduct full amount what we can do? 
How much amount they can deduct?( Vijayawada, Andhra Pradesh )","Dear Client,The Company is not allowed to withhold your Full and Final Settlement amount after the resignation. It is important to serve the required notice period and adhere to other exit procedures to be entitled to the entire FNF amount. If the employee fails to comply with the obligations, then the company can deduct the salary on a pro-rata basis i.e. the unserved notice period. However, if the employer denies the FNF amount on irrational grounds, then you can file a complaint before the State Labour Commissioner after sending a legal notice regarding the unpaid settlement dues. Further, if your concerns are not addressed, you can file a suit against the employer before the Labour Court under Section 33C(2) of the Industrial Dispute Act, 1947 (ID Act) and seek for the recovery of the amount. If you are not covered under the definition of workmen in Section 2(s) of the I D Act, then you can file a case before the jurisdictional civil court under Order 37 of the Civil Procedure Code, 1908, and seek the FNF settlement. If required, you can consult an advocate for advice and compliance.Hope it helps.ThankÂ you.","[""MEPS_26"", ""MEPS_40"", ""IDA_17B"", ""EPF_12""]","[""notice_period"", ""PROC_WRONGFUL_TERMINATION"", ""labour_court"", ""full_final_settlement""]"
"how to complain on pharma company regarding working hours of woman employee( Hyderabad, Telangana )","A.Dear Madam,If it is an Indian Company you may directly lodge complaint with the following authority.Please approach the following authority or similar authority in a stateThe Office Commissioner of LabourSection 12 in The Industrial Disputes Act, 194712. Duties of conciliation officers.- (relevant section 12(2) of ID Act)(1) Where any industrial dispute exists or is apprehended, the conciliation officer may, or where the dispute relates to a public utility service and a notice under section 22 has been given, shall hold conciliation proceedings in the prescribed manner.(2) The conciliation officer shall, for the purpose of bringing about a settlement of the dispute, without delay, investigate the dispute and all matters affecting the merits and the right settlement thereof and may do all such things as he thinks fit for the purpose of inducing the parties to come to a fair and amicable settlement of the dispute.(3) If a settlement of the dispute or of any of the matters in dispute is arrived at in the course of the conciliation proceedings the conciliationofficer shall send a report thereof to the appropriate Government 1 or an officer authorised in this behalf by the appropriate Government] together with a memorandum of the settlement signed by the parties to the dispute.(4) If no such settlement is arrived at, the conciliation officer shall, as soon as practicable after the close of the investigation, send to the appropriate Government a full report setting forth the steps taken by him for ascertaining the facts and circumstances relating to the dispute and for bringing about a settlement thereof, together with a full statement of such facts and circumstances, and the reasons on account of which, in his opinion, a settlement could not be arrived at.(5) If, on a consideration of the report referred to in sub- section (4), the appropriate Government is satisfied that there is a case for reference to a Board, 2 Labour Court, Tribunal or National Tribunal,] it may make such reference. Where the appropriate Government does not make such a reference it shall record and communicate to the parties concerned its reasons therefor.(6) A report under this section shall be submitted within fourteen days of the commencement of the conciliation proceedings or within such shorter period as may be fixed by the appropriate Government: 3 Provided that, 4 subject to the approval of the conciliation officer,] the time for the submission of the report may be extended by such period as may be agreed upon in writing by all the parties to the dispute.","[""MWA_14"", ""FA_59"", ""MTW_26"", ""MTW_40""]","[""PGA_7"", ""IDA_12"", ""IRC_43"", ""FIN_A_63""]"
