source,target,attributes
Q_513,fir,{'type': 'RELATES_TO'}
Q_513,bail,{'type': 'RELATES_TO'}
Q_513,arrest,{'type': 'RELATES_TO'}
Q_513,anticipatory_bail,{'type': 'RELATES_TO'}
Q_513,sexual_harassment,{'type': 'RELATES_TO'}
Q_513,stalking,{'type': 'RELATES_TO'}
Q_513,CRPC_154,{'type': 'MATCHES'}
Q_513,CRPC_156,{'type': 'MATCHES'}
Q_513,CRPC_200,{'type': 'MATCHES'}
Q_513,CRPC_210,{'type': 'MATCHES'}
Q_513,CRPC_302,{'type': 'MATCHES'}
Q_513,CRPC_482,{'type': 'MATCHES'}
Q_513,CPC_24,{'type': 'MATCHES'}
Q_513,CRPC_167,{'type': 'MATCHES'}
Q_513,CRPC_397,{'type': 'MATCHES'}
Q_513,CRPC_439,{'type': 'MATCHES'}
Q_513,CRPC_41,{'type': 'MATCHES'}
Q_513,CRPC_73,{'type': 'MATCHES'}
Q_513,CRPC_160,{'type': 'MATCHES'}
Q_513,IEA_27,{'type': 'MATCHES'}
Q_513,CRPC_438,{'type': 'MATCHES'}
Q_513,IPC_354,{'type': 'MATCHES'}
Q_513,IPC_354A,{'type': 'MATCHES'}
Q_513,IPC_354B,{'type': 'MATCHES'}
Q_513,IPC_509,{'type': 'MATCHES'}
Q_513,IPC_354D,{'type': 'MATCHES'}
Q_515,fir,{'type': 'RELATES_TO'}
Q_515,bail,{'type': 'RELATES_TO'}
Q_515,arrest,{'type': 'RELATES_TO'}
Q_515,CRPC_154,{'type': 'MATCHES'}
Q_515,CRPC_156,{'type': 'MATCHES'}
Q_515,CRPC_200,{'type': 'MATCHES'}
Q_515,CRPC_210,{'type': 'MATCHES'}
Q_515,CRPC_302,{'type': 'MATCHES'}
Q_515,CRPC_482,{'type': 'MATCHES'}
Q_515,CPC_24,{'type': 'MATCHES'}
Q_515,CRPC_167,{'type': 'MATCHES'}
Q_515,CRPC_397,{'type': 'MATCHES'}
Q_515,CRPC_439,{'type': 'MATCHES'}
Q_515,CRPC_41,{'type': 'MATCHES'}
Q_515,CRPC_73,{'type': 'MATCHES'}
Q_515,CRPC_160,{'type': 'MATCHES'}
Q_515,IEA_27,{'type': 'MATCHES'}
Q_517,fir,{'type': 'RELATES_TO'}
Q_517,assault,{'type': 'RELATES_TO'}
Q_517,criminal_conspiracy,{'type': 'RELATES_TO'}
Q_517,CRPC_154,{'type': 'MATCHES'}
Q_517,CRPC_156,{'type': 'MATCHES'}
Q_517,CRPC_200,{'type': 'MATCHES'}
Q_517,CRPC_210,{'type': 'MATCHES'}
Q_517,CRPC_302,{'type': 'MATCHES'}
Q_517,CRPC_482,{'type': 'MATCHES'}
Q_517,CPC_24,{'type': 'MATCHES'}
Q_517,IPC_320,{'type': 'MATCHES'}
Q_517,IPC_323,{'type': 'MATCHES'}
Q_517,IPC_324,{'type': 'MATCHES'}
Q_517,IPC_325,{'type': 'MATCHES'}
Q_517,IPC_326,{'type': 'MATCHES'}
Q_517,IPC_337,{'type': 'MATCHES'}
Q_517,IPC_338,{'type': 'MATCHES'}
Q_517,IPC_350,{'type': 'MATCHES'}
Q_517,CRPC_320,{'type': 'MATCHES'}
Q_517,IPC_120A,{'type': 'MATCHES'}
Q_517,IPC_120B,{'type': 'MATCHES'}
Q_519,fir,{'type': 'RELATES_TO'}
Q_519,CRPC_154,{'type': 'MATCHES'}
Q_519,CRPC_156,{'type': 'MATCHES'}
Q_519,CRPC_200,{'type': 'MATCHES'}
Q_519,CRPC_210,{'type': 'MATCHES'}
Q_519,CRPC_302,{'type': 'MATCHES'}
Q_519,CRPC_482,{'type': 'MATCHES'}
Q_519,CPC_24,{'type': 'MATCHES'}
Q_521,fir,{'type': 'RELATES_TO'}
Q_521,arrest,{'type': 'RELATES_TO'}
Q_521,CRPC_154,{'type': 'MATCHES'}
Q_521,CRPC_156,{'type': 'MATCHES'}
Q_521,CRPC_200,{'type': 'MATCHES'}
Q_521,CRPC_210,{'type': 'MATCHES'}
Q_521,CRPC_302,{'type': 'MATCHES'}
Q_521,CRPC_482,{'type': 'MATCHES'}
Q_521,CPC_24,{'type': 'MATCHES'}
Q_521,CRPC_41,{'type': 'MATCHES'}
Q_521,CRPC_73,{'type': 'MATCHES'}
Q_521,CRPC_160,{'type': 'MATCHES'}
Q_521,CRPC_167,{'type': 'MATCHES'}
Q_521,IEA_27,{'type': 'MATCHES'}
Q_522,fir,{'type': 'RELATES_TO'}
Q_522,CRPC_154,{'type': 'MATCHES'}
Q_522,CRPC_156,{'type': 'MATCHES'}
Q_522,CRPC_200,{'type': 'MATCHES'}
Q_522,CRPC_210,{'type': 'MATCHES'}
Q_522,CRPC_302,{'type': 'MATCHES'}
Q_522,CRPC_482,{'type': 'MATCHES'}
Q_522,CPC_24,{'type': 'MATCHES'}
Q_525,public_nuisance,{'type': 'RELATES_TO'}
Q_525,arrest,{'type': 'RELATES_TO'}
Q_525,IPC_268,{'type': 'MATCHES'}
Q_525,IPC_290,{'type': 'MATCHES'}
Q_525,CRPC_107,{'type': 'MATCHES'}
Q_525,CRPC_116,{'type': 'MATCHES'}
Q_525,CRPC_133,{'type': 'MATCHES'}
Q_525,CRPC_144,{'type': 'MATCHES'}
Q_525,CRPC_41,{'type': 'MATCHES'}
Q_525,CRPC_73,{'type': 'MATCHES'}
Q_525,CRPC_160,{'type': 'MATCHES'}
Q_525,CRPC_167,{'type': 'MATCHES'}
Q_525,IEA_27,{'type': 'MATCHES'}
Q_526,stalking,{'type': 'RELATES_TO'}
Q_526,bail,{'type': 'RELATES_TO'}
Q_526,IPC_354D,{'type': 'MATCHES'}
Q_526,CRPC_167,{'type': 'MATCHES'}
Q_526,CRPC_397,{'type': 'MATCHES'}
Q_526,CRPC_439,{'type': 'MATCHES'}
Q_526,CRPC_482,{'type': 'MATCHES'}
Q_529,fir,{'type': 'RELATES_TO'}
Q_529,sexual_harassment,{'type': 'RELATES_TO'}
Q_529,bail,{'type': 'RELATES_TO'}
Q_529,CRPC_154,{'type': 'MATCHES'}
Q_529,CRPC_156,{'type': 'MATCHES'}
Q_529,CRPC_200,{'type': 'MATCHES'}
Q_529,CRPC_210,{'type': 'MATCHES'}
Q_529,CRPC_302,{'type': 'MATCHES'}
Q_529,CRPC_482,{'type': 'MATCHES'}
Q_529,CPC_24,{'type': 'MATCHES'}
Q_529,IPC_354,{'type': 'MATCHES'}
Q_529,IPC_354A,{'type': 'MATCHES'}
Q_529,IPC_354B,{'type': 'MATCHES'}
Q_529,IPC_509,{'type': 'MATCHES'}
Q_529,CRPC_167,{'type': 'MATCHES'}
Q_529,CRPC_397,{'type': 'MATCHES'}
Q_529,CRPC_439,{'type': 'MATCHES'}
Q_530,fir,{'type': 'RELATES_TO'}
Q_530,bail,{'type': 'RELATES_TO'}
Q_530,rape,{'type': 'RELATES_TO'}
Q_530,arrest,{'type': 'RELATES_TO'}
Q_530,anticipatory_bail,{'type': 'RELATES_TO'}
Q_530,defamation,{'type': 'RELATES_TO'}
Q_530,CRPC_154,{'type': 'MATCHES'}
Q_530,CRPC_156,{'type': 'MATCHES'}
Q_530,CRPC_200,{'type': 'MATCHES'}
Q_530,CRPC_210,{'type': 'MATCHES'}
Q_530,CRPC_302,{'type': 'MATCHES'}
Q_530,CRPC_482,{'type': 'MATCHES'}
Q_530,CPC_24,{'type': 'MATCHES'}
Q_530,CRPC_167,{'type': 'MATCHES'}
Q_530,CRPC_397,{'type': 'MATCHES'}
Q_530,CRPC_439,{'type': 'MATCHES'}
Q_530,IPC_375,{'type': 'MATCHES'}
Q_530,IPC_376,{'type': 'MATCHES'}
Q_530,IEA_45,{'type': 'MATCHES'}
Q_530,CRPC_41,{'type': 'MATCHES'}
Q_530,CRPC_73,{'type': 'MATCHES'}
Q_530,CRPC_160,{'type': 'MATCHES'}
Q_530,IEA_27,{'type': 'MATCHES'}
Q_530,CRPC_438,{'type': 'MATCHES'}
Q_530,IPC_499,{'type': 'MATCHES'}
Q_530,IPC_500,{'type': 'MATCHES'}
Q_535,fir,{'type': 'RELATES_TO'}
Q_535,defamation,{'type': 'RELATES_TO'}
Q_535,CRPC_154,{'type': 'MATCHES'}
Q_535,CRPC_156,{'type': 'MATCHES'}
Q_535,CRPC_200,{'type': 'MATCHES'}
Q_535,CRPC_210,{'type': 'MATCHES'}
Q_535,CRPC_302,{'type': 'MATCHES'}
Q_535,CRPC_482,{'type': 'MATCHES'}
Q_535,CPC_24,{'type': 'MATCHES'}
Q_535,IPC_499,{'type': 'MATCHES'}
Q_535,IPC_500,{'type': 'MATCHES'}
Q_538,fir,{'type': 'RELATES_TO'}
Q_538,arrest,{'type': 'RELATES_TO'}
Q_538,CRPC_154,{'type': 'MATCHES'}
Q_538,CRPC_156,{'type': 'MATCHES'}
Q_538,CRPC_200,{'type': 'MATCHES'}
Q_538,CRPC_210,{'type': 'MATCHES'}
Q_538,CRPC_302,{'type': 'MATCHES'}
Q_538,CRPC_482,{'type': 'MATCHES'}
Q_538,CPC_24,{'type': 'MATCHES'}
Q_538,CRPC_41,{'type': 'MATCHES'}
Q_538,CRPC_73,{'type': 'MATCHES'}
Q_538,CRPC_160,{'type': 'MATCHES'}
Q_538,CRPC_167,{'type': 'MATCHES'}
Q_538,IEA_27,{'type': 'MATCHES'}
Q_540,murder,{'type': 'RELATES_TO'}
Q_540,IPC_302,{'type': 'MATCHES'}
Q_540,IPC_307,{'type': 'MATCHES'}
Q_540,IPC_308,{'type': 'MATCHES'}
Q_540,IPC_309,{'type': 'MATCHES'}
Q_541,cheating,{'type': 'RELATES_TO'}
Q_541,IPC_415,{'type': 'MATCHES'}
Q_541,IPC_417,{'type': 'MATCHES'}
Q_541,IPC_419,{'type': 'MATCHES'}
Q_541,IPC_420,{'type': 'MATCHES'}
Q_541,CRPC_320,{'type': 'MATCHES'}
Q_541,ICA_73,{'type': 'MATCHES'}
Q_541,ICA_74,{'type': 'MATCHES'}
Q_541,ICA_75,{'type': 'MATCHES'}
Q_542,anticipatory_bail,{'type': 'RELATES_TO'}
Q_542,CRPC_438,{'type': 'MATCHES'}
Q_544,criminal_intimidation,{'type': 'RELATES_TO'}
Q_544,IPC_503,{'type': 'MATCHES'}
Q_544,IPC_504,{'type': 'MATCHES'}
Q_544,IPC_506,{'type': 'MATCHES'}
Q_545,public_nuisance,{'type': 'RELATES_TO'}
Q_545,mischief,{'type': 'RELATES_TO'}
Q_545,arrest,{'type': 'RELATES_TO'}
Q_545,IPC_268,{'type': 'MATCHES'}
Q_545,IPC_290,{'type': 'MATCHES'}
Q_545,CRPC_107,{'type': 'MATCHES'}
Q_545,CRPC_116,{'type': 'MATCHES'}
Q_545,CRPC_133,{'type': 'MATCHES'}
Q_545,CRPC_144,{'type': 'MATCHES'}
Q_545,IPC_425,{'type': 'MATCHES'}
Q_545,IPC_427,{'type': 'MATCHES'}
Q_545,IPC_428,{'type': 'MATCHES'}
Q_545,IPC_429,{'type': 'MATCHES'}
Q_545,CRPC_41,{'type': 'MATCHES'}
Q_545,CRPC_73,{'type': 'MATCHES'}
Q_545,CRPC_160,{'type': 'MATCHES'}
Q_545,CRPC_167,{'type': 'MATCHES'}
Q_545,IEA_27,{'type': 'MATCHES'}
Q_552,fir,{'type': 'RELATES_TO'}
Q_552,CRPC_154,{'type': 'MATCHES'}
Q_552,CRPC_156,{'type': 'MATCHES'}
Q_552,CRPC_200,{'type': 'MATCHES'}
Q_552,CRPC_210,{'type': 'MATCHES'}
Q_552,CRPC_302,{'type': 'MATCHES'}
Q_552,CRPC_482,{'type': 'MATCHES'}
Q_552,CPC_24,{'type': 'MATCHES'}
Q_554,theft,{'type': 'RELATES_TO'}
Q_554,IPC_378,{'type': 'MATCHES'}
Q_554,IPC_379,{'type': 'MATCHES'}
Q_554,IPC_411,{'type': 'MATCHES'}
Q_554,CRPC_451,{'type': 'MATCHES'}
Q_554,CRPC_457,{'type': 'MATCHES'}
Q_555,domestic_violence,{'type': 'RELATES_TO'}
Q_558,fir,{'type': 'RELATES_TO'}
Q_558,corruption,{'type': 'RELATES_TO'}
Q_558,CRPC_154,{'type': 'MATCHES'}
Q_558,CRPC_156,{'type': 'MATCHES'}
Q_558,CRPC_200,{'type': 'MATCHES'}
Q_558,CRPC_210,{'type': 'MATCHES'}
Q_558,CRPC_302,{'type': 'MATCHES'}
Q_558,CRPC_482,{'type': 'MATCHES'}
Q_558,CPC_24,{'type': 'MATCHES'}
Q_558,IPC_409,{'type': 'MATCHES'}
Q_558,PCA_7,{'type': 'MATCHES'}
Q_558,PCA_13,{'type': 'MATCHES'}
Q_560,fir,{'type': 'RELATES_TO'}
Q_560,CRPC_154,{'type': 'MATCHES'}
Q_560,CRPC_156,{'type': 'MATCHES'}
Q_560,CRPC_200,{'type': 'MATCHES'}
Q_560,CRPC_210,{'type': 'MATCHES'}
Q_560,CRPC_302,{'type': 'MATCHES'}
Q_560,CRPC_482,{'type': 'MATCHES'}
Q_560,CPC_24,{'type': 'MATCHES'}
Q_561,rape,{'type': 'RELATES_TO'}
Q_561,IPC_375,{'type': 'MATCHES'}
Q_561,IPC_376,{'type': 'MATCHES'}
Q_561,IEA_45,{'type': 'MATCHES'}
Q_562,fir,{'type': 'RELATES_TO'}
Q_562,CRPC_154,{'type': 'MATCHES'}
Q_562,CRPC_156,{'type': 'MATCHES'}
Q_562,CRPC_200,{'type': 'MATCHES'}
Q_562,CRPC_210,{'type': 'MATCHES'}
Q_562,CRPC_302,{'type': 'MATCHES'}
Q_562,CRPC_482,{'type': 'MATCHES'}
Q_562,CPC_24,{'type': 'MATCHES'}
Q_563,defamation,{'type': 'RELATES_TO'}
Q_563,theft,{'type': 'RELATES_TO'}
Q_563,IPC_499,{'type': 'MATCHES'}
Q_563,IPC_500,{'type': 'MATCHES'}
Q_563,IPC_378,{'type': 'MATCHES'}
Q_563,IPC_379,{'type': 'MATCHES'}
Q_563,IPC_411,{'type': 'MATCHES'}
Q_563,CRPC_451,{'type': 'MATCHES'}
Q_563,CRPC_457,{'type': 'MATCHES'}
Q_565,forgery,{'type': 'RELATES_TO'}
Q_565,fir,{'type': 'RELATES_TO'}
Q_565,confession,{'type': 'RELATES_TO'}
Q_565,murder,{'type': 'RELATES_TO'}
Q_565,cheating,{'type': 'RELATES_TO'}
Q_565,IPC_465,{'type': 'MATCHES'}
Q_565,IPC_467,{'type': 'MATCHES'}
Q_565,IPC_468,{'type': 'MATCHES'}
Q_565,IPC_471,{'type': 'MATCHES'}
Q_565,IEA_45,{'type': 'MATCHES'}
Q_565,RA_82,{'type': 'MATCHES'}
Q_565,RA_83,{'type': 'MATCHES'}
Q_565,CRPC_154,{'type': 'MATCHES'}
Q_565,CRPC_156,{'type': 'MATCHES'}
Q_565,CRPC_200,{'type': 'MATCHES'}
Q_565,CRPC_210,{'type': 'MATCHES'}
Q_565,CRPC_302,{'type': 'MATCHES'}
Q_565,CRPC_482,{'type': 'MATCHES'}
Q_565,CPC_24,{'type': 'MATCHES'}
Q_565,CRPC_161,{'type': 'MATCHES'}
Q_565,CRPC_164,{'type': 'MATCHES'}
Q_565,IEA_27,{'type': 'MATCHES'}
Q_565,IPC_302,{'type': 'MATCHES'}
Q_565,IPC_307,{'type': 'MATCHES'}
Q_565,IPC_308,{'type': 'MATCHES'}
Q_565,IPC_309,{'type': 'MATCHES'}
Q_565,IPC_415,{'type': 'MATCHES'}
Q_565,IPC_417,{'type': 'MATCHES'}
Q_565,IPC_419,{'type': 'MATCHES'}
Q_565,IPC_420,{'type': 'MATCHES'}
Q_565,CRPC_320,{'type': 'MATCHES'}
Q_565,ICA_73,{'type': 'MATCHES'}
Q_565,ICA_74,{'type': 'MATCHES'}
Q_565,ICA_75,{'type': 'MATCHES'}
Q_567,fir,{'type': 'RELATES_TO'}
Q_567,criminal_conspiracy,{'type': 'RELATES_TO'}
Q_567,CRPC_154,{'type': 'MATCHES'}
Q_567,CRPC_156,{'type': 'MATCHES'}
Q_567,CRPC_200,{'type': 'MATCHES'}
Q_567,CRPC_210,{'type': 'MATCHES'}
Q_567,CRPC_302,{'type': 'MATCHES'}
Q_567,CRPC_482,{'type': 'MATCHES'}
Q_567,CPC_24,{'type': 'MATCHES'}
Q_567,IPC_120A,{'type': 'MATCHES'}
Q_567,IPC_120B,{'type': 'MATCHES'}
Q_569,fir,{'type': 'RELATES_TO'}
Q_569,murder,{'type': 'RELATES_TO'}
Q_569,CRPC_154,{'type': 'MATCHES'}
Q_569,CRPC_156,{'type': 'MATCHES'}
Q_569,CRPC_200,{'type': 'MATCHES'}
Q_569,CRPC_210,{'type': 'MATCHES'}
Q_569,CRPC_302,{'type': 'MATCHES'}
Q_569,CRPC_482,{'type': 'MATCHES'}
Q_569,CPC_24,{'type': 'MATCHES'}
Q_569,IPC_302,{'type': 'MATCHES'}
Q_569,IPC_307,{'type': 'MATCHES'}
Q_569,IPC_308,{'type': 'MATCHES'}
Q_569,IPC_309,{'type': 'MATCHES'}
Q_572,bail,{'type': 'RELATES_TO'}
Q_572,CRPC_167,{'type': 'MATCHES'}
Q_572,CRPC_397,{'type': 'MATCHES'}
Q_572,CRPC_439,{'type': 'MATCHES'}
Q_572,CRPC_482,{'type': 'MATCHES'}
Q_575,fir,{'type': 'RELATES_TO'}
Q_575,CRPC_154,{'type': 'MATCHES'}
Q_575,CRPC_156,{'type': 'MATCHES'}
Q_575,CRPC_200,{'type': 'MATCHES'}
Q_575,CRPC_210,{'type': 'MATCHES'}
Q_575,CRPC_302,{'type': 'MATCHES'}
Q_575,CRPC_482,{'type': 'MATCHES'}
Q_575,CPC_24,{'type': 'MATCHES'}
Q_576,fir,{'type': 'RELATES_TO'}
Q_576,CRPC_154,{'type': 'MATCHES'}
Q_576,CRPC_156,{'type': 'MATCHES'}
Q_576,CRPC_200,{'type': 'MATCHES'}
Q_576,CRPC_210,{'type': 'MATCHES'}
Q_576,CRPC_302,{'type': 'MATCHES'}
Q_576,CRPC_482,{'type': 'MATCHES'}
Q_576,CPC_24,{'type': 'MATCHES'}
Q_577,fir,{'type': 'RELATES_TO'}
Q_577,CRPC_154,{'type': 'MATCHES'}
Q_577,CRPC_156,{'type': 'MATCHES'}
Q_577,CRPC_200,{'type': 'MATCHES'}
Q_577,CRPC_210,{'type': 'MATCHES'}
Q_577,CRPC_302,{'type': 'MATCHES'}
Q_577,CRPC_482,{'type': 'MATCHES'}
Q_577,CPC_24,{'type': 'MATCHES'}
Q_578,assault,{'type': 'RELATES_TO'}
Q_578,IPC_320,{'type': 'MATCHES'}
Q_578,IPC_323,{'type': 'MATCHES'}
Q_578,IPC_324,{'type': 'MATCHES'}
Q_578,IPC_325,{'type': 'MATCHES'}
Q_578,IPC_326,{'type': 'MATCHES'}
Q_578,IPC_337,{'type': 'MATCHES'}
Q_578,IPC_338,{'type': 'MATCHES'}
Q_578,IPC_350,{'type': 'MATCHES'}
Q_578,CRPC_320,{'type': 'MATCHES'}
Q_579,fir,{'type': 'RELATES_TO'}
Q_579,cheating,{'type': 'RELATES_TO'}
Q_579,CRPC_154,{'type': 'MATCHES'}
Q_579,CRPC_156,{'type': 'MATCHES'}
Q_579,CRPC_200,{'type': 'MATCHES'}
Q_579,CRPC_210,{'type': 'MATCHES'}
Q_579,CRPC_302,{'type': 'MATCHES'}
Q_579,CRPC_482,{'type': 'MATCHES'}
Q_579,CPC_24,{'type': 'MATCHES'}
Q_579,IPC_415,{'type': 'MATCHES'}
Q_579,IPC_417,{'type': 'MATCHES'}
Q_579,IPC_419,{'type': 'MATCHES'}
Q_579,IPC_420,{'type': 'MATCHES'}
Q_579,CRPC_320,{'type': 'MATCHES'}
Q_579,ICA_73,{'type': 'MATCHES'}
Q_579,ICA_74,{'type': 'MATCHES'}
Q_579,ICA_75,{'type': 'MATCHES'}
Q_584,defamation,{'type': 'RELATES_TO'}
Q_584,IPC_499,{'type': 'MATCHES'}
Q_584,IPC_500,{'type': 'MATCHES'}
Q_585,fir,{'type': 'RELATES_TO'}
Q_585,theft,{'type': 'RELATES_TO'}
Q_585,CRPC_154,{'type': 'MATCHES'}
Q_585,CRPC_156,{'type': 'MATCHES'}
Q_585,CRPC_200,{'type': 'MATCHES'}
Q_585,CRPC_210,{'type': 'MATCHES'}
Q_585,CRPC_302,{'type': 'MATCHES'}
Q_585,CRPC_482,{'type': 'MATCHES'}
Q_585,CPC_24,{'type': 'MATCHES'}
Q_585,IPC_378,{'type': 'MATCHES'}
Q_585,IPC_379,{'type': 'MATCHES'}
Q_585,IPC_411,{'type': 'MATCHES'}
Q_585,CRPC_451,{'type': 'MATCHES'}
Q_585,CRPC_457,{'type': 'MATCHES'}
Q_587,fir,{'type': 'RELATES_TO'}
Q_587,CRPC_154,{'type': 'MATCHES'}
Q_587,CRPC_156,{'type': 'MATCHES'}
Q_587,CRPC_200,{'type': 'MATCHES'}
Q_587,CRPC_210,{'type': 'MATCHES'}
Q_587,CRPC_302,{'type': 'MATCHES'}
Q_587,CRPC_482,{'type': 'MATCHES'}
Q_587,CPC_24,{'type': 'MATCHES'}
Q_588,fir,{'type': 'RELATES_TO'}
Q_588,CRPC_154,{'type': 'MATCHES'}
Q_588,CRPC_156,{'type': 'MATCHES'}
Q_588,CRPC_200,{'type': 'MATCHES'}
Q_588,CRPC_210,{'type': 'MATCHES'}
Q_588,CRPC_302,{'type': 'MATCHES'}
Q_588,CRPC_482,{'type': 'MATCHES'}
Q_588,CPC_24,{'type': 'MATCHES'}
Q_589,charge_sheet,{'type': 'RELATES_TO'}
Q_589,bail,{'type': 'RELATES_TO'}
Q_589,arrest,{'type': 'RELATES_TO'}
Q_589,CRPC_173,{'type': 'MATCHES'}
Q_589,CRPC_205,{'type': 'MATCHES'}
Q_589,CRPC_210,{'type': 'MATCHES'}
Q_589,CRPC_216,{'type': 'MATCHES'}
Q_589,CRPC_227,{'type': 'MATCHES'}
Q_589,CRPC_239,{'type': 'MATCHES'}
Q_589,CRPC_317,{'type': 'MATCHES'}
Q_589,CRPC_167,{'type': 'MATCHES'}
Q_589,CRPC_397,{'type': 'MATCHES'}
Q_589,CRPC_439,{'type': 'MATCHES'}
Q_589,CRPC_482,{'type': 'MATCHES'}
Q_589,CRPC_41,{'type': 'MATCHES'}
Q_589,CRPC_73,{'type': 'MATCHES'}
Q_589,CRPC_160,{'type': 'MATCHES'}
Q_589,IEA_27,{'type': 'MATCHES'}
Q_591,fir,{'type': 'RELATES_TO'}
Q_591,cybercrime,{'type': 'RELATES_TO'}
Q_591,CRPC_154,{'type': 'MATCHES'}
Q_591,CRPC_156,{'type': 'MATCHES'}
Q_591,CRPC_200,{'type': 'MATCHES'}
Q_591,CRPC_210,{'type': 'MATCHES'}
Q_591,CRPC_302,{'type': 'MATCHES'}
Q_591,CRPC_482,{'type': 'MATCHES'}
Q_591,CPC_24,{'type': 'MATCHES'}
Q_592,fir,{'type': 'RELATES_TO'}
Q_592,dowry_harassment,{'type': 'RELATES_TO'}
Q_592,rape,{'type': 'RELATES_TO'}
Q_592,CRPC_154,{'type': 'MATCHES'}
Q_592,CRPC_156,{'type': 'MATCHES'}
Q_592,CRPC_200,{'type': 'MATCHES'}
Q_592,CRPC_210,{'type': 'MATCHES'}
Q_592,CRPC_302,{'type': 'MATCHES'}
Q_592,CRPC_482,{'type': 'MATCHES'}
Q_592,CPC_24,{'type': 'MATCHES'}
Q_592,IPC_304B,{'type': 'MATCHES'}
Q_592,DP_3,{'type': 'MATCHES'}
Q_592,DP_4,{'type': 'MATCHES'}
Q_592,IPC_375,{'type': 'MATCHES'}
Q_592,IPC_376,{'type': 'MATCHES'}
Q_592,IEA_45,{'type': 'MATCHES'}
Q_593,fir,{'type': 'RELATES_TO'}
Q_593,anticipatory_bail,{'type': 'RELATES_TO'}
Q_593,CRPC_154,{'type': 'MATCHES'}
Q_593,CRPC_156,{'type': 'MATCHES'}
Q_593,CRPC_200,{'type': 'MATCHES'}
Q_593,CRPC_210,{'type': 'MATCHES'}
Q_593,CRPC_302,{'type': 'MATCHES'}
Q_593,CRPC_482,{'type': 'MATCHES'}
Q_593,CPC_24,{'type': 'MATCHES'}
Q_593,CRPC_438,{'type': 'MATCHES'}
Q_596,corruption,{'type': 'RELATES_TO'}
Q_596,IPC_409,{'type': 'MATCHES'}
Q_596,PCA_7,{'type': 'MATCHES'}
Q_596,PCA_13,{'type': 'MATCHES'}
Q_598,fir,{'type': 'RELATES_TO'}
Q_598,CRPC_154,{'type': 'MATCHES'}
Q_598,CRPC_156,{'type': 'MATCHES'}
Q_598,CRPC_200,{'type': 'MATCHES'}
Q_598,CRPC_210,{'type': 'MATCHES'}
Q_598,CRPC_302,{'type': 'MATCHES'}
Q_598,CRPC_482,{'type': 'MATCHES'}
Q_598,CPC_24,{'type': 'MATCHES'}
Q_599,anticipatory_bail,{'type': 'RELATES_TO'}
Q_599,CRPC_438,{'type': 'MATCHES'}
Q_602,rape,{'type': 'RELATES_TO'}
Q_602,IPC_375,{'type': 'MATCHES'}
Q_602,IPC_376,{'type': 'MATCHES'}
Q_602,IEA_45,{'type': 'MATCHES'}
Q_603,fir,{'type': 'RELATES_TO'}
Q_603,maintenance,{'type': 'RELATES_TO'}
Q_603,CRPC_154,{'type': 'MATCHES'}
Q_603,CRPC_156,{'type': 'MATCHES'}
Q_603,CRPC_200,{'type': 'MATCHES'}
Q_603,CRPC_210,{'type': 'MATCHES'}
Q_603,CRPC_302,{'type': 'MATCHES'}
Q_603,CRPC_482,{'type': 'MATCHES'}
Q_603,CPC_24,{'type': 'MATCHES'}
Q_603,CRPC_125,{'type': 'MATCHES'}
Q_603,HMA_9,{'type': 'MATCHES'}
Q_607,fir,{'type': 'RELATES_TO'}
Q_607,bail,{'type': 'RELATES_TO'}
Q_607,anticipatory_bail,{'type': 'RELATES_TO'}
Q_607,CRPC_154,{'type': 'MATCHES'}
Q_607,CRPC_156,{'type': 'MATCHES'}
Q_607,CRPC_200,{'type': 'MATCHES'}
Q_607,CRPC_210,{'type': 'MATCHES'}
Q_607,CRPC_302,{'type': 'MATCHES'}
Q_607,CRPC_482,{'type': 'MATCHES'}
Q_607,CPC_24,{'type': 'MATCHES'}
Q_607,CRPC_167,{'type': 'MATCHES'}
Q_607,CRPC_397,{'type': 'MATCHES'}
Q_607,CRPC_439,{'type': 'MATCHES'}
Q_607,CRPC_438,{'type': 'MATCHES'}
Q_608,fir,{'type': 'RELATES_TO'}
Q_608,CRPC_154,{'type': 'MATCHES'}
Q_608,CRPC_156,{'type': 'MATCHES'}
Q_608,CRPC_200,{'type': 'MATCHES'}
Q_608,CRPC_210,{'type': 'MATCHES'}
Q_608,CRPC_302,{'type': 'MATCHES'}
Q_608,CRPC_482,{'type': 'MATCHES'}
Q_608,CPC_24,{'type': 'MATCHES'}
Q_609,arrest,{'type': 'RELATES_TO'}
Q_609,anticipatory_bail,{'type': 'RELATES_TO'}
Q_609,CRPC_41,{'type': 'MATCHES'}
Q_609,CRPC_73,{'type': 'MATCHES'}
Q_609,CRPC_160,{'type': 'MATCHES'}
Q_609,CRPC_167,{'type': 'MATCHES'}
Q_609,IEA_27,{'type': 'MATCHES'}
Q_609,CRPC_438,{'type': 'MATCHES'}
Q_610,corruption,{'type': 'RELATES_TO'}
Q_610,IPC_409,{'type': 'MATCHES'}
Q_610,PCA_7,{'type': 'MATCHES'}
Q_610,PCA_13,{'type': 'MATCHES'}
Q_611,charge_sheet,{'type': 'RELATES_TO'}
Q_611,fir,{'type': 'RELATES_TO'}
Q_611,bail,{'type': 'RELATES_TO'}
Q_611,CRPC_173,{'type': 'MATCHES'}
Q_611,CRPC_205,{'type': 'MATCHES'}
Q_611,CRPC_210,{'type': 'MATCHES'}
Q_611,CRPC_216,{'type': 'MATCHES'}
