node_id,type,label,source_graph,level,original_id,text,number,act,desc,query_text,informative_answer,actionable_answer,readable_answer
PC::Explanation VIII to Section 11 of CPC,LegalProvision,Explanation VIII to Section 11 of CPC,PC_Family,pc,Explanation VIII to Section 11 of CPC,,,,,,,,
PC::Bank Sought Recovery of Mortgage Amount,CaseFact,Bank Sought Recovery of Mortgage Amount,PC_Family,pc,Bank Sought Recovery of Mortgage Amount,,,,,,,,
PC::State Attempted to Attach Mortgaged Property for Tax Dues,CaseFact,State Attempted to Attach Mortgaged Property for Tax Dues,PC_Family,pc,State Attempted to Attach Mortgaged Property for Tax Dues,,,,,,,,
PC::High Court Decreed Suit in Favor of Bank,CaseFact,High Court Decreed Suit in Favor of Bank,PC_Family,pc,High Court Decreed Suit in Favor of Bank,,,,,,,,
PC::Settlement Agreement Excluded Certain Clauses,LegalProvision,Settlement Agreement Excluded Certain Clauses,PC_Family,pc,Settlement Agreement Excluded Certain Clauses,,,,,,,,
PC::State Granted Preference for Tax Recovery Over Bank Claim,CaseFact,State Granted Preference for Tax Recovery Over Bank Claim,PC_Family,pc,State Granted Preference for Tax Recovery Over Bank Claim,,,,,,,,
"PC::Section 158 of Karnataka Land Revenue Act, 1964",LegalProvision,"Section 158 of Karnataka Land Revenue Act, 1964",PC_Family,pc,"Section 158 of Karnataka Land Revenue Act, 1964",,,,,,,,
"PC::Section 13 of Karnataka Sales Tax Act, 1957",LegalProvision,"Section 13 of Karnataka Sales Tax Act, 1957",PC_Family,pc,"Section 13 of Karnataka Sales Tax Act, 1957",,,,,,,,
"PC::Section 25 of the Partnership Act, 1932",LegalProvision,"Section 25 of the Partnership Act, 1932",PC_Family,pc,"Section 25 of the Partnership Act, 1932",,,,,,,,
PC::Land Acquisition Proceedings Upheld,CaseFact,Land Acquisition Proceedings Upheld,PC_Family,pc,Land Acquisition Proceedings Upheld,,,,,,,,
PC::Notification Date Shifted for Market Value Calculation,CaseFact,Notification Date Shifted for Market Value Calculation,PC_Family,pc,Notification Date Shifted for Market Value Calculation,,,,,,,,
PC::Possession Taken by Government,CaseFact,Possession Taken by Government,PC_Family,pc,Possession Taken by Government,,,,,,,,
PC::Section 4(1) of the Land Acquisition Act,LegalProvision,Section 4(1) of the Land Acquisition Act,PC_Family,pc,Section 4(1) of the Land Acquisition Act,,,,,,,,
PC::Section 17(4) of the Land Acquisition Act,LegalProvision,Section 17(4) of the Land Acquisition Act,PC_Family,pc,Section 17(4) of the Land Acquisition Act,,,,,,,,
PC::Suit Filed for Recovery of Mortgage Amount,CaseFact,Suit Filed for Recovery of Mortgage Amount,PC_Family,pc,Suit Filed for Recovery of Mortgage Amount,,,,,,,,
PC::State Attempted to Attach Mortgaged Property,CaseFact,State Attempted to Attach Mortgaged Property,PC_Family,pc,State Attempted to Attach Mortgaged Property,,,,,,,,
PC::Priority of State Tax Dues Established,CaseFact,Priority of State Tax Dues Established,PC_Family,pc,Priority of State Tax Dues Established,,,,,,,,
PC::Section 158 of Karnataka Land Revenue Act,LegalProvision,Section 158 of Karnataka Land Revenue Act,PC_Family,pc,Section 158 of Karnataka Land Revenue Act,,,,,,,,
PC::Ad Hoc Promotions Challenged,CaseFact,Ad Hoc Promotions Challenged,PC_Family,pc,Ad Hoc Promotions Challenged,,,,,,,,
PC::Tribunal Declared Ad Hoc Service Not Counted for Seniority,CaseFact,Tribunal Declared Ad Hoc Service Not Counted for Seniority,PC_Family,pc,Tribunal Declared Ad Hoc Service Not Counted for Seniority,,,,,,,,
PC::Appellants Promoted on Ad Hoc Basis,CaseFact,Appellants Promoted on Ad Hoc Basis,PC_Family,pc,Appellants Promoted on Ad Hoc Basis,,,,,,,,
PC::Departmental Promotion Committee Found Appellants Not Fit for Promotion Initially,CaseFact,Departmental Promotion Committee Found Appellants Not Fit for Promotion Initially,PC_Family,pc,Departmental Promotion Committee Found Appellants Not Fit for Promotion Initially,,,,,,,,
PC::Section 4C of Amended Rules 1984,LegalProvision,Section 4C of Amended Rules 1984,PC_Family,pc,Section 4C of Amended Rules 1984,,,,,,,,
PC::Direct Recruit Class II Engineering Officers Association v. State of Maharashtra,CaseLaw,Direct Recruit Class II Engineering Officers Association v. State of Maharashtra,PC_Family,pc,Direct Recruit Class II Engineering Officers Association v. State of Maharashtra,,,,,,,,
PC::State of West Bengal Ors. v. Aghore Nath Dey Ors.,CaseLaw,State of West Bengal Ors. v. Aghore Nath Dey Ors.,PC_Family,pc,State of West Bengal Ors. v. Aghore Nath Dey Ors.,,,,,,,,
PC::Will Executed by Testators,CaseFact,Will Executed by Testators,PC_Family,pc,Will Executed by Testators,,,,,,,,
PC::Probate Granted for Unregistered Will,CaseFact,Probate Granted for Unregistered Will,PC_Family,pc,Probate Granted for Unregistered Will,,,,,,,,
PC::Disinheritance of Spouse Alleged,CaseFact,Disinheritance of Spouse Alleged,PC_Family,pc,Disinheritance of Spouse Alleged,,,,,,,,
PC::No Suspicious Circumstances Found,CaseFact,No Suspicious Circumstances Found,PC_Family,pc,No Suspicious Circumstances Found,,,,,,,,
PC::Evidence Supported Validity of Will,CaseFact,Evidence Supported Validity of Will,PC_Family,pc,Evidence Supported Validity of Will,,,,,,,,
PC::Civil Suit Pending for Property Dispute,CaseFact,Civil Suit Pending for Property Dispute,PC_Family,pc,Civil Suit Pending for Property Dispute,,,,,,,,
PC::Status Quo Order Issued by Civil Court,LegalProvision,Status Quo Order Issued by Civil Court,PC_Family,pc,Status Quo Order Issued by Civil Court,,,,,,,,
PC::Proceedings Under Section 145 CrPC Initiated,LegalProvision,Proceedings Under Section 145 CrPC Initiated,PC_Family,pc,Proceedings Under Section 145 CrPC Initiated,,,,,,,,
PC::1st Respondent Admitted Civil Suit Related to Disputed Property,CaseFact,1st Respondent Admitted Civil Suit Related to Disputed Property,PC_Family,pc,1st Respondent Admitted Civil Suit Related to Disputed Property,,,,,,,,
PC::S.D.M. Dropped Proceedings Under Section 145 CrPC,LegalProvision,S.D.M. Dropped Proceedings Under Section 145 CrPC,PC_Family,pc,S.D.M. Dropped Proceedings Under Section 145 CrPC,,,,,,,,
PC::High Court Set Aside S.D.M. Order and Remanded Case,LegalProvision,High Court Set Aside S.D.M. Order and Remanded Case,PC_Family,pc,High Court Set Aside S.D.M. Order and Remanded Case,,,,,,,,
PC::Section 145 of CrPC,LegalProvision,Section 145 of CrPC,PC_Family,pc,Section 145 of CrPC,,,,,,,,
PC::Section 482 of CrPC,LegalProvision,Section 482 of CrPC,PC_Family,pc,Section 482 of CrPC,,,,,,,,
PC::Ram Sumer Puri Mahant vs. State of P. Ors.,CaseFact,Ram Sumer Puri Mahant vs. State of P. Ors.,PC_Family,pc,Ram Sumer Puri Mahant vs. State of P. Ors.,,,,,,,,
PC::Definition of Cotton Season Considered,CaseFact,Definition of Cotton Season Considered,PC_Family,pc,Definition of Cotton Season Considered,,,,,,,,
PC::Cotton Procurement and Processing Limited to Six Months,CaseFact,Cotton Procurement and Processing Limited to Six Months,PC_Family,pc,Cotton Procurement and Processing Limited to Six Months,,,,,,,,
PC::Staff Required for Marketing Throughout the Year,CaseFact,Staff Required for Marketing Throughout the Year,PC_Family,pc,Staff Required for Marketing Throughout the Year,,,,,,,,
"PC::Section 2(j) of the Maharashtra Raw Cotton Procurement, Processing Marketing Act, 1971",LegalProvision,"Section 2(j) of the Maharashtra Raw Cotton Procurement, Processing Marketing Act, 1971",PC_Family,pc,"Section 2(j) of the Maharashtra Raw Cotton Procurement, Processing Marketing Act, 1971",,,,,,,,
PC::Cambatta Recommended for Contract by Evaluation Committee,LegalProvision,Cambatta Recommended for Contract by Evaluation Committee,PC_Family,pc,Cambatta Recommended for Contract by Evaluation Committee,,,,,,,,
PC::CIAL Decision Considered Fair by High Court,CaseFact,CIAL Decision Considered Fair by High Court,PC_Family,pc,CIAL Decision Considered Fair by High Court,,,,,,,,
PC::CIAL Invited Offers for Ground Handling,CaseFact,CIAL Invited Offers for Ground Handling,PC_Family,pc,CIAL Invited Offers for Ground Handling,,,,,,,,
PC::Air India Given Opportunity to Revise Offer,CaseFact,Air India Given Opportunity to Revise Offer,PC_Family,pc,Air India Given Opportunity to Revise Offer,,,,,,,,
PC::Petitioner Filed Criminal Complaint,CaseFact,Petitioner Filed Criminal Complaint,PC_Family,pc,Petitioner Filed Criminal Complaint,,,,,,,,
PC::Divorce Case Pending Between Parties,CaseFact,Divorce Case Pending Between Parties,PC_Family,pc,Divorce Case Pending Between Parties,,,,,,,,
PC::Section 25 of the Code of Civil Procedure,LegalProvision,Section 25 of the Code of Civil Procedure,PC_Family,pc,Section 25 of the Code of Civil Procedure,,,,,,,,
PC::Petitioner Claimed Juvenile Status,CaseFact,Petitioner Claimed Juvenile Status,PC_Family,pc,Petitioner Claimed Juvenile Status,,,,,,,,
PC::Age Determined at Date of Appearance,CaseFact,Age Determined at Date of Appearance,PC_Family,pc,Age Determined at Date of Appearance,,,,,,,,
"PC::Section 2(h) of the Juvenile Justice Act, 1986",LegalProvision,"Section 2(h) of the Juvenile Justice Act, 1986",PC_Family,pc,"Section 2(h) of the Juvenile Justice Act, 1986",,,,,,,,
PC::Juvenile Justice Act Aims for Uniformity,LegalProvision,Juvenile Justice Act Aims for Uniformity,PC_Family,pc,Juvenile Justice Act Aims for Uniformity,,,,,,,,
"PC::Section 32 of the Juvenile Justice Act, 1986",LegalProvision,"Section 32 of the Juvenile Justice Act, 1986",PC_Family,pc,"Section 32 of the Juvenile Justice Act, 1986",,,,,,,,
PC::Court Found Age Above 16 Years,CaseFact,Court Found Age Above 16 Years,PC_Family,pc,Court Found Age Above 16 Years,,,,,,,,
PC::Custody Dispute Between Grandfathers,CaseFact,Custody Dispute Between Grandfathers,PC_Family,pc,Custody Dispute Between Grandfathers,,,,,,,,
PC::Paternal Grandfather Filed for Guardianship,CaseFact,Paternal Grandfather Filed for Guardianship,PC_Family,pc,Paternal Grandfather Filed for Guardianship,,,,,,,,
PC::Family Court Appointed Paternal Grandfather as Guardian,CaseFact,Family Court Appointed Paternal Grandfather as Guardian,PC_Family,pc,Family Court Appointed Paternal Grandfather as Guardian,,,,,,,,
PC::High Court Upheld Family Court Decision,CaseFact,High Court Upheld Family Court Decision,PC_Family,pc,High Court Upheld Family Court Decision,,,,,,,,
PC::Welfare of Minor Considered Paramount,CaseFact,Welfare of Minor Considered Paramount,PC_Family,pc,Welfare of Minor Considered Paramount,,,,,,,,
PC::Maternal Grandfather Claimed Adoption,CaseFact,Maternal Grandfather Claimed Adoption,PC_Family,pc,Maternal Grandfather Claimed Adoption,,,,,,,,
PC::Adoption Validity Under Litigation,CaseFact,Adoption Validity Under Litigation,PC_Family,pc,Adoption Validity Under Litigation,,,,,,,,
PC::Government Granted License for Electric Energy Supply,CaseFact,Government Granted License for Electric Energy Supply,PC_Family,pc,Government Granted License for Electric Energy Supply,,,,,,,,
PC::License Period Expired on 5th February 1974,CaseFact,License Period Expired on 5th February 1974,PC_Family,pc,License Period Expired on 5th February 1974,,,,,,,,
PC::Appellant Served Notice to Purchase Undertaking,CaseFact,Appellant Served Notice to Purchase Undertaking,PC_Family,pc,Appellant Served Notice to Purchase Undertaking,,,,,,,,
PC::Ordinances Amended Indian Electricity Act,LegalProvision,Ordinances Amended Indian Electricity Act,PC_Family,pc,Ordinances Amended Indian Electricity Act,,,,,,,,
PC::Acquisition Claimed to Violate Constitutional Rights,CaseFact,Acquisition Claimed to Violate Constitutional Rights,PC_Family,pc,Acquisition Claimed to Violate Constitutional Rights,,,,,,,,
PC::Court Found Amending Act Valid,LegalProvision,Court Found Amending Act Valid,PC_Family,pc,Court Found Amending Act Valid,,,,,,,,
PC::Compensation Method Changed from Market to Book Value,CaseFact,Compensation Method Changed from Market to Book Value,PC_Family,pc,Compensation Method Changed from Market to Book Value,,,,,,,,
"PC::Section 6 of the Indian Electricity Act, 1910",LegalProvision,"Section 6 of the Indian Electricity Act, 1910",PC_Family,pc,"Section 6 of the Indian Electricity Act, 1910",,,,,,,,
"PC::Section 7-A of the Indian Electricity Act, 1910",LegalProvision,"Section 7-A of the Indian Electricity Act, 1910",PC_Family,pc,"Section 7-A of the Indian Electricity Act, 1910",,,,,,,,
PC::License Period Expired,CaseFact,License Period Expired,PC_Family,pc,License Period Expired,,,,,,,,
PC::Amendment Changed Purchase Price Calculation,CaseFact,Amendment Changed Purchase Price Calculation,PC_Family,pc,Amendment Changed Purchase Price Calculation,,,,,,,,
PC::Challenge to Constitutional Validity of Amendment,CaseFact,Challenge to Constitutional Validity of Amendment,PC_Family,pc,Challenge to Constitutional Validity of Amendment,,,,,,,,
PC::Court Found Legislation Protected by Article 31(c),LegalProvision,Court Found Legislation Protected by Article 31(c),PC_Family,pc,Court Found Legislation Protected by Article 31(c),,,,,,,,
PC::Court Held Legislation as Beneficial,CaseFact,Court Held Legislation as Beneficial,PC_Family,pc,Court Held Legislation as Beneficial,,,,,,,,
PC::Provisions for Payment Integral to Nationalisation Scheme,CaseFact,Provisions for Payment Integral to Nationalisation Scheme,PC_Family,pc,Provisions for Payment Integral to Nationalisation Scheme,,,,,,,,
PC::Wife Claimed Husband Converted for Second Marriage,CaseFact,Wife Claimed Husband Converted for Second Marriage,PC_Family,pc,Wife Claimed Husband Converted for Second Marriage,,,,,,,,
PC::Husband Attempted to Remarry While First Marriage Subsisted,CaseFact,Husband Attempted to Remarry While First Marriage Subsisted,PC_Family,pc,Husband Attempted to Remarry While First Marriage Subsisted,,,,,,,,
PC::Court Found Conversion to Islam Feigned,CaseFact,Court Found Conversion to Islam Feigned,PC_Family,pc,Court Found Conversion to Islam Feigned,,,,,,,,
PC::Petitioner Sought Declaration Against Polygamy,CaseFact,Petitioner Sought Declaration Against Polygamy,PC_Family,pc,Petitioner Sought Declaration Against Polygamy,,,,,,,,
PC::Violates,CaseFact,Violates,PC_Family,pc,Violates,,,,,,,,
PC::Article 15(1) of the Constitution,LegalProvision,Article 15(1) of the Constitution,PC_Family,pc,Article 15(1) of the Constitution,,,,,,,,
PC::Appellants Challenged Resolution of Directors,CaseFact,Appellants Challenged Resolution of Directors,PC_Family,pc,Appellants Challenged Resolution of Directors,,,,,,,,
PC::Court Found No Effective Resolution Annulled,CaseFact,Court Found No Effective Resolution Annulled,PC_Family,pc,Court Found No Effective Resolution Annulled,,,,,,,,
PC::High Court Dismissed Appeal Against Injunction,CaseFact,High Court Dismissed Appeal Against Injunction,PC_Family,pc,High Court Dismissed Appeal Against Injunction,,,,,,,,
PC::Appellants Filed Suit for Declaration of Resolutions Null and Void,CaseFact,Appellants Filed Suit for Declaration of Resolutions Null and Void,PC_Family,pc,Appellants Filed Suit for Declaration of Resolutions Null and Void,,,,,,,,
PC::Dispute Over Validity of Directors Appointments,CaseFact,Dispute Over Validity of Directors Appointments,PC_Family,pc,Dispute Over Validity of Directors Appointments,,,,,,,,
PC::Court Ordered Fresh Meeting of Board of Directors,CaseFact,Court Ordered Fresh Meeting of Board of Directors,PC_Family,pc,Court Ordered Fresh Meeting of Board of Directors,,,,,,,,
"PC::Section 175 of the Companies Act, 1956",LegalProvision,"Section 175 of the Companies Act, 1956",PC_Family,pc,"Section 175 of the Companies Act, 1956",,,,,,,,
PC::Charges Quashed Against Respondent,CaseFact,Charges Quashed Against Respondent,PC_Family,pc,Charges Quashed Against Respondent,,,,,,,,
PC::High Court Set Aside Trial Court Order,LegalProvision,High Court Set Aside Trial Court Order,PC_Family,pc,High Court Set Aside Trial Court Order,,,,,,,,
PC::Trial Court Failed to Consider Relevant Documents,CaseFact,Trial Court Failed to Consider Relevant Documents,PC_Family,pc,Trial Court Failed to Consider Relevant Documents,,,,,,,,
PC::Prima Facie Case Not Established for Charges,CaseFact,Prima Facie Case Not Established for Charges,PC_Family,pc,Prima Facie Case Not Established for Charges,,,,,,,,
PC::Detenu Considered Dangerous Person,CaseFact,Detenu Considered Dangerous Person,PC_Family,pc,Detenu Considered Dangerous Person,,,,,,,,
PC::Criminal Activities Adversely Affected Public Order,LegalProvision,Criminal Activities Adversely Affected Public Order,PC_Family,pc,Criminal Activities Adversely Affected Public Order,,,,,,,,
PC::In-Camera Statements Used for Detention,CaseFact,In-Camera Statements Used for Detention,PC_Family,pc,In-Camera Statements Used for Detention,,,,,,,,
PC::Detaining Authority Found Sufficient Grounds for Detention,CaseFact,Detaining Authority Found Sufficient Grounds for Detention,PC_Family,pc,Detaining Authority Found Sufficient Grounds for Detention,,,,,,,,
"PC::Section 3 of the Maharashtra Prevention of Dangerous Activities of Slumlords, Bootleggers, Drug Offenders and Dangerous Persons Act, 1981",LegalProvision,"Section 3 of the Maharashtra Prevention of Dangerous Activities of Slumlords, Bootleggers, Drug Offenders and Dangerous Persons Act, 1981",PC_Family,pc,"Section 3 of the Maharashtra Prevention of Dangerous Activities of Slumlords, Bootleggers, Drug Offenders and Dangerous Persons Act, 1981",,,,,,,,
"PC::Section 2(b)(i) of the Maharashtra Prevention of Dangerous Activities of Slumlords, Bootleggers, Drug Offenders and Dangerous Persons Act, 1981",LegalProvision,"Section 2(b)(i) of the Maharashtra Prevention of Dangerous Activities of Slumlords, Bootleggers, Drug Offenders and Dangerous Persons Act, 1981",PC_Family,pc,"Section 2(b)(i) of the Maharashtra Prevention of Dangerous Activities of Slumlords, Bootleggers, Drug Offenders and Dangerous Persons Act, 1981",,,,,,,,
PC::Question of Law Regarding Deposit by Hindu Undivided Family,CaseFact,Question of Law Regarding Deposit by Hindu Undivided Family,PC_Family,pc,Question of Law Regarding Deposit by Hindu Undivided Family,,,,,,,,
PC::Tribunal as Final Fact-Finding Authority,LegalProvision,Tribunal as Final Fact-Finding Authority,PC_Family,pc,Tribunal as Final Fact-Finding Authority,,,,,,,,
PC::Parties Belong to Santhal Tribe,CaseFact,Parties Belong to Santhal Tribe,PC_Family,pc,Parties Belong to Santhal Tribe,,,,,,,,
PC::Parties Claimed Inheritance Under Customary Law,CaseFact,Parties Claimed Inheritance Under Customary Law,PC_Family,pc,Parties Claimed Inheritance Under Customary Law,,,,,,,,
PC::Parties Found to be Hinduised,CaseFact,Parties Found to be Hinduised,PC_Family,pc,Parties Found to be Hinduised,,,,,,,,
PC::Hindu Law of Succession Applicable,CaseFact,Hindu Law of Succession Applicable,PC_Family,pc,Hindu Law of Succession Applicable,,,,,,,,
PC::High Court Remanded Case for Findings,CaseFact,High Court Remanded Case for Findings,PC_Family,pc,High Court Remanded Case for Findings,,,,,,,,
PC::First Appellate Court Confirmed Hindu Law Applicability,CaseFact,First Appellate Court Confirmed Hindu Law Applicability,PC_Family,pc,First Appellate Court Confirmed Hindu Law Applicability,,,,,,,,
PC::Appellants Claimed Sirdari Rights,CaseFact,Appellants Claimed Sirdari Rights,PC_Family,pc,Appellants Claimed Sirdari Rights,,,,,,,,
PC::Respondents Claimed Inheritance Rights,CaseFact,Respondents Claimed Inheritance Rights,PC_Family,pc,Respondents Claimed Inheritance Rights,,,,,,,,
PC::Appellants in Adverse Possession of Land,CaseFact,Appellants in Adverse Possession of Land,PC_Family,pc,Appellants in Adverse Possession of Land,,,,,,,,
PC::Section 209 of the U.P. Zamindari Act,LegalProvision,Section 209 of the U.P. Zamindari Act,PC_Family,pc,Section 209 of the U.P. Zamindari Act,,,,,,,,
PC::Civil Suit Filed for Ejectment,CaseFact,Civil Suit Filed for Ejectment,PC_Family,pc,Civil Suit Filed for Ejectment,,,,,,,,
PC::Section 331 of the U.P. Zamindari Act,LegalProvision,Section 331 of the U.P. Zamindari Act,PC_Family,pc,Section 331 of the U.P. Zamindari Act,,,,,,,,
"PC::Section 1(2) of the U.P. Zamindari Abolition and Land Reforms Amendment Act, 1958",LegalProvision,"Section 1(2) of the U.P. Zamindari Abolition and Land Reforms Amendment Act, 1958",PC_Family,pc,"Section 1(2) of the U.P. Zamindari Abolition and Land Reforms Amendment Act, 1958",,,,,,,,
PC::Petitioner Claimed Excess Land Surrender,CaseFact,Petitioner Claimed Excess Land Surrender,PC_Family,pc,Petitioner Claimed Excess Land Surrender,,,,,,,,
PC::Mother Owns Less Than Family Holding,CaseFact,Mother Owns Less Than Family Holding,PC_Family,pc,Mother Owns Less Than Family Holding,,,,,,,,
PC::Section 4A Interpretation Disputed,LegalProvision,Section 4A Interpretation Disputed,PC_Family,pc,Section 4A Interpretation Disputed,,,,,,,,
PC::Legislative Intent to Equalize Impact on Communities,LegalProvision,Legislative Intent to Equalize Impact on Communities,PC_Family,pc,Legislative Intent to Equalize Impact on Communities,,,,,,,,
PC::Evidence Presented by Both Parties,CaseFact,Evidence Presented by Both Parties,PC_Family,pc,Evidence Presented by Both Parties,,,,,,,,
PC::Deputy Director of Consolidation Confirmed Original Order,LegalProvision,Deputy Director of Consolidation Confirmed Original Order,PC_Family,pc,Deputy Director of Consolidation Confirmed Original Order,,,,,,,,
PC::Mahadev’s Death Timing Disputed,CaseFact,Mahadev’s Death Timing Disputed,PC_Family,pc,Mahadev’s Death Timing Disputed,,,,,,,,
"PC::Section 171 of Uttar Pradesh Jamindari Abolition and Land Reforms Act, 1953",LegalProvision,"Section 171 of Uttar Pradesh Jamindari Abolition and Land Reforms Act, 1953",PC_Family,pc,"Section 171 of Uttar Pradesh Jamindari Abolition and Land Reforms Act, 1953",,,,,,,,
PC::Respondents Claimed Hereditary Trustee Status,CaseFact,Respondents Claimed Hereditary Trustee Status,PC_Family,pc,Respondents Claimed Hereditary Trustee Status,,,,,,,,
PC::High Court Found Respondents as Marfatdars,CaseFact,High Court Found Respondents as Marfatdars,PC_Family,pc,High Court Found Respondents as Marfatdars,,,,,,,,
PC::Claim of Hereditary Trusteeship Based on Custom,CaseFact,Claim of Hereditary Trusteeship Based on Custom,PC_Family,pc,Claim of Hereditary Trusteeship Based on Custom,,,,,,,,
PC::Burden of Proof on Respondents to Establish Claim,CaseFact,Burden of Proof on Respondents to Establish Claim,PC_Family,pc,Burden of Proof on Respondents to Establish Claim,,,,,,,,
PC::High Court Relied on Doctrine of Lost Grant,CaseFact,High Court Relied on Doctrine of Lost Grant,PC_Family,pc,High Court Relied on Doctrine of Lost Grant,,,,,,,,
PC::Definition of Hereditary Trustee Under the Act,LegalProvision,Definition of Hereditary Trustee Under the Act,PC_Family,pc,Definition of Hereditary Trustee Under the Act,,,,,,,,
PC::Appellants Challenged Enhanced Royalty,CaseFact,Appellants Challenged Enhanced Royalty,PC_Family,pc,Appellants Challenged Enhanced Royalty,,,,,,,,
PC::Court Found Delegation of Power Valid,CaseFact,Court Found Delegation of Power Valid,PC_Family,pc,Court Found Delegation of Power Valid,,,,,,,,
PC::State Government Issued Notifications for Royalty Increase,CaseFact,State Government Issued Notifications for Royalty Increase,PC_Family,pc,State Government Issued Notifications for Royalty Increase,,,,,,,,
PC::Guidelines for Royalty Fixation Disputed,CaseFact,Guidelines for Royalty Fixation Disputed,PC_Family,pc,Guidelines for Royalty Fixation Disputed,,,,,,,,
PC::Court Considered Public Interest in Mineral Regulation,LegalProvision,Court Considered Public Interest in Mineral Regulation,PC_Family,pc,Court Considered Public Interest in Mineral Regulation,,,,,,,,
PC::D.K. Trivedi v. State of Gujarat,CaseLaw,D.K. Trivedi v. State of Gujarat,PC_Family,pc,D.K. Trivedi v. State of Gujarat,,,,,,,,
PC::Petitioner Challenged Constitutional Validity of Section 113,LegalProvision,Petitioner Challenged Constitutional Validity of Section 113,PC_Family,pc,Petitioner Challenged Constitutional Validity of Section 113,,,,,,,,
PC::Indiscriminate Exercise of Power by State Government,CaseFact,Indiscriminate Exercise of Power by State Government,PC_Family,pc,Indiscriminate Exercise of Power by State Government,,,,,,,,
PC::Public Interest and Safety Concerns Raised,CaseFact,Public Interest and Safety Concerns Raised,PC_Family,pc,Public Interest and Safety Concerns Raised,,,,,,,,
PC::Section 113 Provides Wide Discretion to Government,LegalProvision,Section 113 Provides Wide Discretion to Government,PC_Family,pc,Section 113 Provides Wide Discretion to Government,,,,,,,,
PC::Detaining Authority Lacked Relevant Documents,CaseFact,Detaining Authority Lacked Relevant Documents,PC_Family,pc,Detaining Authority Lacked Relevant Documents,,,,,,,,
PC::Detenu Claimed Suppression of Vital Documents,CaseFact,Detenu Claimed Suppression of Vital Documents,PC_Family,pc,Detenu Claimed Suppression of Vital Documents,,,,,,,,
PC::Detaining Authority Aware of Accused Retractions,CaseFact,Detaining Authority Aware of Accused Retractions,PC_Family,pc,Detaining Authority Aware of Accused Retractions,,,,,,,,
PC::Detention Order Issued Under Maharashtra Act,LegalProvision,Detention Order Issued Under Maharashtra Act,PC_Family,pc,Detention Order Issued Under Maharashtra Act,,,,,,,,
PC::Communication of Representation Right Constitutes Infraction,CaseFact,Communication of Representation Right Constitutes Infraction,PC_Family,pc,Communication of Representation Right Constitutes Infraction,,,,,,,,
PC::Election Petition Filed Challenging Election Result,CaseFact,Election Petition Filed Challenging Election Result,PC_Family,pc,Election Petition Filed Challenging Election Result,,,,,,,,
PC::Allegations of Ineligible Voters Affecting Election Outcome,CaseFact,Allegations of Ineligible Voters Affecting Election Outcome,PC_Family,pc,Allegations of Ineligible Voters Affecting Election Outcome,,,,,,,,
PC::Election Petition Dismissed for Lack of Cause of Action,CaseFact,Election Petition Dismissed for Lack of Cause of Action,PC_Family,pc,Election Petition Dismissed for Lack of Cause of Action,,,,,,,,
PC::High Court Considered Grounds for Election to be Void,CaseFact,High Court Considered Grounds for Election to be Void,PC_Family,pc,High Court Considered Grounds for Election to be Void,,,,,,,,
PC::Head Masters of Private Schools Became Aided Institutions,CaseFact,Head Masters of Private Schools Became Aided Institutions,PC_Family,pc,Head Masters of Private Schools Became Aided Institutions,,,,,,,,
PC::Orissa Education Act Enacted to Protect Employees,LegalProvision,Orissa Education Act Enacted to Protect Employees,PC_Family,pc,Orissa Education Act Enacted to Protect Employees,,,,,,,,
PC::Regulations for Headmaster Qualifications Established,LegalProvision,Regulations for Headmaster Qualifications Established,PC_Family,pc,Regulations for Headmaster Qualifications Established,,,,,,,,
"PC::Rule 8 of the Recruitment Rules, 1974",LegalProvision,"Rule 8 of the Recruitment Rules, 1974",PC_Family,pc,"Rule 8 of the Recruitment Rules, 1974",,,,,,,,
PC::Approval of Headmasters by Inspectors Challenged,CaseFact,Approval of Headmasters by Inspectors Challenged,PC_Family,pc,Approval of Headmasters by Inspectors Challenged,,,,,,,,
PC::Special Bench Reconsidered Earlier Full Bench Decisions,CaseFact,Special Bench Reconsidered Earlier Full Bench Decisions,PC_Family,pc,Special Bench Reconsidered Earlier Full Bench Decisions,,,,,,,,
PC::Sisters Son Claim for Inheritance,CaseFact,Sisters Son Claim for Inheritance,PC_Family,pc,Sisters Son Claim for Inheritance,,,,,,,,
PC::Interpretation of Section 253 of Special Legislation in Dispute,LegalProvision,Interpretation of Section 253 of Special Legislation in Dispute,PC_Family,pc,Interpretation of Section 253 of Special Legislation in Dispute,,,,,,,,
PC::Descendants of Great Grandfather Claim for Inheritance,CaseFact,Descendants of Great Grandfather Claim for Inheritance,PC_Family,pc,Descendants of Great Grandfather Claim for Inheritance,,,,,,,,
PC::Trial Court Decreed Suit for Restoration of Possession,CaseFact,Trial Court Decreed Suit for Restoration of Possession,PC_Family,pc,Trial Court Decreed Suit for Restoration of Possession,,,,,,,,
PC::Petitioner Filed Transfer Petition for Criminal Appeal,CaseFact,Petitioner Filed Transfer Petition for Criminal Appeal,PC_Family,pc,Petitioner Filed Transfer Petition for Criminal Appeal,,,,,,,,
PC::Petitioner Apprehended Lack of Fair Justice in Kerala,CaseFact,Petitioner Apprehended Lack of Fair Justice in Kerala,PC_Family,pc,Petitioner Apprehended Lack of Fair Justice in Kerala,,,,,,,,
PC::Court Found No Justification for Apprehension of Bias,CaseFact,Court Found No Justification for Apprehension of Bias,PC_Family,pc,Court Found No Justification for Apprehension of Bias,,,,,,,,
