question,answer,chain_q,chain_a
"In High courts, R1, R2, etc.. Terms represents what,( Dharwad, Karnataka )","R1, R2 etc. generally represent the respondents mentioned in the memo of parties. If you see the file, you'll see on the first page the memo of parties that is the appellant/complainant versus the respondents.The number 1, 2 etc represent the serial number of the respondents in the memo of parties.","[""HKG::COMM_C_7"", ""PC::Writ Petition Filed in High Court"", ""PC::Assessment Challenged in High Court"", ""PC::Appellant Challenged Order in High Court""]","[""HKG::IRC_94"", ""HKG::BTC_189"", ""HKG::EPF_AT_4"", ""HKG::BTC_105""]"
"Revision application in sessions court after order rej ected in JFMC court.vut judge is not interested in listening and delaying by giving only dates it's almost a year now.( Pune, Maharashtra )","Dear Sir,You may go to High Court and get a time bound direction to the concerned Session Judge to dispose of your revision before certain cut off date. Thus, you may get order passed by Sessions Court within a short period.","[""PC::Sister Not Interested in Partnership"", ""PC::Revision Application Pending Before Sessions Judge"", ""PC::High Court Dismissed Revision Application"", ""PC::High Court Dismissed Criminal Revision Application""]","[""PC::High Court Found Cut-off Date Illegal"", ""PC::Interim Order Passed by High Court"", ""PC::Cut-off Date for Pension Fixed"", ""PC::Appointments Made After Cut-off Date""]"
"Dear sir r madam I got judgement favour of my side on 498a as now she appealed judgement in Viii district court in chittor sent notice I have received unfortunately my mother n sister not staying at the address notice not rcvd due t tht her advocate mentioned t appoint Commission filled application t visit the address as only tenent available no one else is t k if thy come kindly advice( Bangalore, Karnataka )","Dear Client,As per Section 372 of the Criminal Procedure Code, no appeal shall lie from any judgment or order of a Criminal Court except as provided for by this Code or by any other law for the time being in force.  Provided that the victim shall have a right to prefer an appeal against any order passed by the Court acquitting the accused or convicting for a lesser offence or imposing inadequate compensation, and such appeal shall lie to the Court to which an appeal ordinarily lies against the order of conviction of such Court. Section 372 of CrPC categorized three eventualities of appeal against acquittal or for lesser offences or imposing inadequate compensation and it does not give any right to the victim to appeal for enhancement of sentence, whereas it lies only upon the state. As per Section 286 Cr.P.C., either the Metropolitan Magistrate or Judicial Magistrate may be appointed as Commissioner for taking down the evidence of the witness. As per Section 285(1) Cr.P.C no Advocate could be appointed as Commissioner for recording the evidence of the witness/accused and if the witness/accused is within the territories to which this Code extends, the commission shall be directed to the Chief Metropolitan Magistrate or Chief Judicial Magistrate, as the case may be, within whose local jurisdiction the accused/witness is to be found. Non-service of summons to the accused can lead to the issue of a non-bailable warrant by the Court. The Supreme Court observed that apart from exercising its power to quash a criminal case under Section 482 Cr.P.C., the High Court can also exercise powers under Article 226 of the Constitution to quash the criminal case to prevent misuse of the law invoking the extraordinary jurisdiction of the Court to quash an FIR or criminal proceedings initiated by the trial court. So, in the prevailing situation, you need to hire an experienced Advocate to navigate the issue in the right way.","[""HKG::DPDP_5"", ""PC::Sister Not Interested in Partnership"", ""PC::Notice Not Issued Within Required Timeframe"", ""HKG::EC_RULES_32""]","[""HKG::KSEA_23"", ""HKG::LIM_132"", ""HKG::MEPS_33"", ""PC::Section 482 of the Criminal Procedure Code""]"
"I had lent money to a person he didn't repay it i hav necessary documents like agreement and check. it's been 5 yrs and i had filed a case on court 2yrs back but thr is no improvement just i am visiting court and taking dates .wt to do nxt?( Ramanagara, Karnataka )","Dear client,You need to have an efficient lawyer who can help you get back your money without further delays as it's already been 5 years. You can file an early hearing application and it can can be moved to the higher Court to dispose of the case within a certain time limit. The higher Court can give directions to the subordinate Court to dispose of the case in a quick manner, and it can even give a certain time limit to conclude the case. The application should clearly state what can be the reason for the delay, and it should request the Court to give directions for a fast and early judicial order.","[""PC::Trial Court Considered Prosecution Case on Merits"", ""HKG::BTC_27B"", ""HKG::SCST_A_14"", ""PC::Trial Court and High Court Rejected Appellant's Contentions""]","[""HKG::SEEDS_23"", ""HKG::ISM_33"", ""HKG::BDRA_22"", ""HKG::MTW_39""]"
"I have filed a criminal defamation case in jamtara court for publishing defamatory news about me,The case is in the final stage of arguments.
My question is who will put their arguments first the complainant or the respondents.
Arti Sinha",A. Complainant would advance their argument first.,"[""PC::Appellant Filed Criminal Appeal"", ""PC::Husband Filed Criminal Complaint"", ""HKG::IPC_500"", ""PC::Arguments on Retrospective Effect of Amendment""]","[""PC::Death of Complainant"", ""HKG::MHA_5"", ""PC::Provocation Argument Rejected"", ""PC::Appellant Threatened Complainant""]"
"Does ""sexual intent"" in the definition of sexual assault in section 7 of POCSO act mean ""doing something with the intention to have sex with someone or wanting to have sex""?( Gurgaon, Haryana )","According to a bench headed by Supreme Court Justice UU Lalit, touching a sexual part of the body or any other act involving physical contact, if done with sexual intent, would amount to sexual assault within the meaning of section 7.  Under the Protection of Children from Sexual Offenses Act.","[""PC::Victim Experienced Sexual Assault"", ""HKG::PSI_23"", ""HKG::IRC_66"", ""HKG::COMM_C_21""]","[""PC::Victim Experienced Sexual Assault"", ""PC::Appellant Subjected to Sexual Intercourse"", ""HKG::sexual_harassment"", ""HKG::ISM_32""]"
"My brother was bachelor and central govt pension holder was some FD and made the nomination in the name of the daughter of my cousin brother. After demise of my brother my cousin brother and his daughter grabbed all the FD amount from bank by submitting on line death certificate, I contacted bank but they told they paid the amount to the nominated person as per the rule. This has happened more than three years. But being a legal heirs of my brother can I make any legal steps against my cousin brother and his daughter as they have not paid not a single pai to me. Please advice( Jamnagar, Gujarat )","Dear Sir,Yes, you can file a suit.","[""HKG::ATA_19"", ""HKG::PGA_7"", ""HKG::EPF_7D"", ""HKG::ESI_55""]","[""PC::Appellants Not Obliged to File Suit"", ""PC::Respondent Allowed to File Suit by Deadline"", ""PC::High Court Restored Suit to File"", ""PC::Previous Suit Withdrawn Without Liberty to File Again""]"
"If kleptomania is proved. Will court accepts kleptomania as legal defense( Saiha, Mizoram )","Dear Client,Though kleptomania is a legitimate mental health condition recognized by the medical establishment, it cannot be used as a legal criminal defense.Thank You","[""HKG::IDA_17B"", ""HKG::EPF_12"", ""HKG::ESI_72"", ""HKG::ISM_12""]","[""HKG::MHA_65"", ""HKG::MHA_67"", ""HKG::MHA_93"", ""HKG::MHA_72""]"
"Hi,my uncle family put false case against my whole family father a1 mother a2 me a3 now I am working as a software employee it's effect to my career is it going to good for quashing the case remove my name or close whole case it's 506 and 509( Srikakulam, Andhra Pradesh )","Dear Client, For quashing the FIR, you have to file a petition under sec 482 if ipc in the high court of jurisdiction. Then accordingly the court will decide the issue.","[""PC::Petitioner Claims False Case"", ""PC::Application for Quashing Dismissed"", ""PC::Section 34(a) of the Andhra Pradesh Excise Act"", ""PC::Prosecution Failed to Prove Case Against Appellant""]","[""PC::High Court Dismissed Petition Under Section 482 CrPC"", ""PC::FIR Pending for Quashing"", ""PC::Appellants Filed for Quashing FIR"", ""PC::Application for Quashing Dismissed""]"
"Sir, I need how to hand my dowry case( Madurai, Tamil Nadu )",Please consult me directly so that I can help.Thanks,"[""PC::Peeriakaruppan v. State of Tamil Nadu"", ""PC::Appeal Filed Under Tamil Nadu Shops and Establishments Act"", ""PC::Rule 6 of the Special Rules for Tamil Nadu Revenue Subordinate Service"", ""PC::Section 41 of the Tamil Nadu Shops and Establishments Act, 1947""]","[""PC::Accused Failed to Seek Medical Help"", ""HKG::CCS_ME"", ""HKG::BTC_133"", ""HKG::BTC_100""]"
"harassing senior citzen punishment( Hyderabad, Telangana )","Dear Client,Those who abuse or abandon their parents may be sentenced to imprisonment for a term of six months or with a fine of ten thousand rupees or both. This Policy accelerates welfare measures and empowers the elderly in ways beneficial for them.","[""HKG::EPF_6"", ""HKG::EPF_AT_2"", ""HKG::CCS_ME_3"", ""HKG::CCS_ME_5""]","[""PC::Petitioner Sentenced to Imprisonment"", ""PC::Execution of Sentence May Be Altered to Imprisonment for Life"", ""PC::Appellant Sentenced to Life Imprisonment"", ""HKG::FIN_A_35""]"
"I purchased a land in 2011 registered in district SRO, the same land was registered via district civil case in 2012 and later registered in 2014. I came to know the fact in 2017 that the case was file against someone but my land was been registered by some other person through forgery documents submitted in district magistrate court. I have given written complain t in police station but none are ready to take action if we insist they are asking asking us to seek court for solution. These guy who did take away our land are wealthy and political influence persons, how do I fight against them legally. Kindly advise( Chennai, Tamil Nadu )","Dear Sir,You may lodge private complaint and also file civil case.","[""PC::Trust Registered in Tamil Nadu Seeks to Establish College in Andhra Pradesh"", ""PC::Petitioners Required to Seek Court Permission for Travel Abroad"", ""PC::Charges Filed Against Appellant in Police Case"", ""HKG::GST_154""]","[""PC::Private Complaint Filed Against Additional Accused"", ""PC::Authority to File Complaint Challenged"", ""PC::High Court Quashed Complaint Case"", ""PC::Complaint Case Filed Against Accused""]"
"I filed a case as 376 sec. After two months he got conditional bail and he is asking me to compromise not with marriage option... Still chargesheet has not gone. Accused person asking me to close the case. Is it possible to settle out of court? Please advice me( Hyderabad, Telangana )","1. if you want you can compromise the case,2. your presence is required during quashing in the High Court","[""PC::Agreement to Settle Litigation"", ""HKG::CCS_ME"", ""PC::Appellant Already Served Two Months R.I."", ""PC::Respondents Willing to Settle Disputed Interest""]","[""PC::High Court Dismissed Quashing Petition"", ""PC::High Court Dismissed Quashing Application"", ""PC::High Court Dismissed Appeal for Want of Prosecution"", ""PC::Section 4 of the High Court Judges Conditions of Service Act""]"
"My mom frnd and my mom were once close. My mom frnd credit some amount of money in my mom's account then my mom asked why did you do it? She told that her husband spend more money wastely. So I put that money in your account. After some time my mom take the amount in her bank account and give straight ly to her in her home. But now she told us that she did not receive money from us. But we have evidence that she sent voice recorder about the money we gave to her. What do I do ?( Chennai, Tamil Nadu )","Hi,You can file a police complaint. You can produce the said recording in the court as an evidence provided that the recording is not edited or manipulated by any means. You don't need to pay her again since you have paid already.Please rate my answerThank You","[""HKG::MEPS_26"", ""HKG::MEPS_40"", ""HKG::IDA_12"", ""HKG::IRC_41""]","[""HKG::EC_RULES_74"", ""HKG::EC_RULES_66"", ""HKG::EC_RULES_67"", ""HKG::EC_RULES_71""]"
"I have not committed any crime but other members injured an opponent person, he filed case and mentioned my name as A1, Now the case is at the examination stage and the opponent person is demanding more money, Can it be closed with less compensation though court? One more important thing is i am trying to go to USA on Job visa will this case effect for my travel to USA,

My Sincere thank you for your advice.( Karimnagar, Telangana )","Dear Client,Every applicant applying for a passport or visa must go through a thorough process called immigration screening or immigration background checks. Visa/passport authorities often conduct background checks on the documents presented by an applicant to establish strong ties to their home country. A person accused of a criminal offence and whose case is pending for trial before the Court, may potentially affect and impact your USA visa. The specific impact will depend on the nature of the crime, the country to which the individual is applying for a visa, and the immigration laws of that country. You can get a visa/passport issued maybe for a short duration even during the pendency of criminal proceedings against you in court or before any law enforcement agency subject to permission of the concerned Court or law enforcement agency where the criminal proceeding is pending. The Allahabad High Court has ruled that a person's application for a visa/passport cannot be withheld merely on the ground that the applicant has a pending criminal case. Further, in the case of Poulami Basu vs The Government of India (2022 SCC OnLine Kar 1606), wherein a single Bench of Karnataka HC held that the right to travel abroad is a fundamental right guaranteed under Article 21 of the Constitution of India.","[""HKG::MEPS_27"", ""HKG::SOC_REG_27"", ""HKG::EC_RULES_40"", ""HKG::RPSR_20""]","[""PC::Article 21 of the Constitution of India"", ""PC::Article 21 of the Constitution"", ""HKG::FIN_A_106"", ""PC::Gratuity Withheld Due to Pending Criminal Proceedings""]"
"My mom and dad leave alone and we have car parked just in front of our house. My neighbor who is working as a driver of SDM City came drunk and asked my dad to remove the car so he will park his own but my dad denied since there is lot of place on the plot (2 cars can still easily be parked). He went home came back with around 15-16 mens to our house (we have recording) and started abusing my mom specially. With the help of other neighbors we were able to handle it without any violence but when everybody went home he and his brother with another group of 10-12 people came again and asked my mom to open the door on which they denied and they kept on asking aggressively upon which my father called police. They went to the police station and due to lack of knowledge they didn't get it FIR but they just came back while giving an application. After a while in the front of police he said to my mom ""you have done what you could now its our turn"". Please help I am scared for my mom specially as she leaves alone and they pose a threat to us now since he know many government officials.( Moradabad, Uttar Pradesh )",Dear ClientSine your parent have already lodged a complaint hence the police is aware about it. If they face any goondaism from those people then they should ask the police to formally make it an FIR so that those people can be booked under the law.,"[""HKG::IEA_143"", ""HKG::RPSR_1"", ""HKG::IEA_142"", ""HKG::EC_RULES_68""]","[""PC::Section 7 of the Police Act, 1861"", ""PC::Section 7 of the Police Act, 5 of 1861"", ""PC::Section 42 of the Police Act, 1861"", ""HKG::BTC_326""]"
"My mother has received death threat from my neighbor who is also our relative when my mother asked him to cut the mango tree which may fall on our house( North Goa, Goa )","Dear Client,In the given scenario, your mother can lodge a complaint or FIR against the errant neighbor for blackmailing and criminal intimidation at the local police station under Sections 308 and 351(1) of the Bharatiya Nyaya Sanhita(BNS). Your mother can also file a petition praying for an Order of Protection in the City Civil Court or District Court. A Protective Order is a civil court order that is designed to stop violent and harassing behavior and to protect you from the abuser whose attitude or behavior appears to be life-threatening. There are two types of Protective Orders available for you. 1. Emergency Order of Protection (Ex Parte Emergency Order of Protection) - The Petition for Protective Order must clearly show that an act of abuse or threatening has occurred, 2. Regular Order of Protection (Non-emergency). There are no fees for filing a Protective Order. You do not need an Advocate to file for a Protective Order. However, if you wish, you can hire the service of an Advocate to represent you suitably before the Court to obtain a protective order. At the Show Cause hearing, you have to show and prove by adducing substantial evidence why you need the Protective Order. Apart from this, serving a legal notice to the errant neighbor your mother can file a private complaint against the neighbor in the court of the Magistrate under Section 223 of BNSS which outlines the procedure for a Magistrate to take cognizance of an offence. Upon receiving a complaint, the magistrate shall examine the complainant and any witnesses present. This examination is conducted under oath, and the substance of the examination is documented and signed by the complainant, witnesses, and the magistrate. If the magistrate finds sufficient grounds for proceeding with the case, he may issue a summons or warrant to the accused under Section 227 of the Bharatiya Nagarik Suraksha Sanhita (BNSS) 2023. If required, hire an Advocate to navigate the issue in the right way.","[""HKG::PGA_7"", ""HKG::EPF_7D"", ""HKG::ESI_55"", ""HKG::IRC_44""]","[""HKG::LIM_100"", ""HKG::EC_RULES_66"", ""HKG::EPF_AT_16"", ""HKG::EC_RULES_67""]"
"What is the punishment for a person who willfully files a vakalath claiming himself to be an office bearer while he is not? Also what happens if he/she withdraws the case? Will it still call for an action?( Bangalore, Karnataka )",who as signed the vakalath? if office-bearer signed or an advocate? if office-bearer signed and responding case then it will be punishable,"[""HKG::IPC_500"", ""HKG::MHA_110"", ""HKG::GST_151"", ""HKG::DPDP_36""]","[""HKG::SOC_REG_23"", ""HKG::SOC_REG_24"", ""HKG::EPF_AT_19"", ""HKG::IEA_67""]"
"There are some group of people are defaming me using whatsaap dp like showing their feet uploading picture with dogs smartly mentioning I'm dog uploading pictures with small babies trying to call me they are my father I'm a kid just put me down but when I'm directly accusing you are defaming me they are denying those pictures are they did not mentioned me but they are smart continously harassing me same way how sue them I have been saved all pictures how sue them and justify the issue? Please give me share your guidance( Mumbai suburban, Maharashtra )",You can initiate both civil and criminal defamation cases.If my answer is helpful to you then please give my FIVE STAR,"[""HKG::MEPS_26"", ""HKG::MEPS_40"", ""HKG::MBA_10"", ""HKG::FA_79""]","[""HKG::IPC_500"", ""HKG::BTC_334"", ""PC::Government Directed to Initiate Proceedings Against Police Officers"", ""HKG::IEA_147""]"
"My wife left home alongwith kids &amp; started staying separately from me last year .
Thereafter, husband went Pune from Mumbai to meet parents &amp; didn't return Mumbai because of lockdown.
Taking advantage of this situation, my wife &amp; in laws broke lock of home &amp; stolen material, golden ornaments worth Rs 1 lack  from home &amp; locked home with new lock. 
When I returned back to Mumbai, I found that this theft  occurred. After this, I filed written complaint in police station , but police did not take any action.
After that, Myself petitioner husband filed theft petition in JMFC in 2020 under section 156(3)  regarding theft of material worth 1 Lac by respondent wife &amp; in laws and prayed that to register FIR against respondent wife &amp; in laws and to direct respondents to return material.
After hearing of  6 months, hon judge called report from concerned police station. Police station after 6 months gave unfavorable report to court mentioning that there was no theft by respondents &amp; that respondent wife took material from home as there was lockdown &amp; she was unable to take material from market.
What I have to do further in this court case to get material back &amp; for registration of offence against respondents ? Please guide in detail.( Mumbai City, Maharashtra )","Hi,You can charge your wife and in-laws for criminal trespass. According to Section 441 of The Indian Penal Code, whoever enters into the property in the possession of another with the intent to commit an offense or to intimidate, insult or annoy any person in possession of such property, or having lawfully entered into such property, but remains there with intent thereby to intimidate, insult or any such person, or with an intent to commit an offense, is said to commit âcriminal trespassâ. Also, charge your wife with theft. If the court has passed an adverse order then you can seek to appeal in the upper court.Thank you.","[""HKG::IDA_17B"", ""HKG::EPF_12"", ""HKG::ESI_72"", ""HKG::ISM_12""]","[""HKG::IEA_152"", ""HKG::SCST_A_10"", ""PC::Appellant Acted with Intent to Kill"", ""HKG::ESI_30""]"
"One guy made a false case on 2019 we got High Court Stay and for same place he made one more false case had counter FIR both now he is creating lot of problems at my village also creating fighting /problem's with Family members and making a lot of disturbance collecting with some rowdy gang  ..How to take legal action( Chittoor, Andhra Pradesh )","Hi,Please report a complaint against such person with the nearest police station for harassing and creating nuisance. You can also approach the high court to get the enitre criminal proceedings quashed as you were able to successfully obtain a stay order.If you like my answer, please rate me.","[""PC::Petitioner Claims False Case"", ""PC::Appellant Claimed False Case Due to Professional Actions"", ""PC::FIR Alleging Attack on Family Members"", ""PC::Gifts Made to Family Members Questioned""]","[""PC::Criminal Proceedings Quashed by High Court"", ""PC::High Court Quashed Criminal Proceedings"", ""PC::Criminal Proceedings Quashed for Lack of Sanction"", ""PC::Proceedings Quashed by High Court""]"
"My friend having relationship with Muslim girl.after some days he come to know that she is cheating him.he break-up. now she is posting pictures in social media and blackmailing him to get marry with him.( Azamgarh, Uttar Pradesh )","Dear ClientYou or you friend may lodge a complaint in the local police station , or in the cyber police for posting pictures of your friend without consent. Also, file a complaint for force and coercion.ThanksRegards","[""HKG::IPC_415"", ""HKG::BNS_318"", ""PC::Witness Relationship with Deceased Considered"", ""PC::Section 12 of the Uttar Pradesh Trade Tax Act, 1948""]","[""PC::Authority to File Complaint Challenged"", ""PC::Police Personnel Took Court Officers to Police Station"", ""PC::Local Police Involved in Encounters"", ""HKG::DPDP_6""]"
"We have a dispute property. One share holder Ake shop in this property in front of the road side. When we to close his shop he lodge two fir against us under section 341,325,379,354a,506 ,34 ipc. Police gave us a 41a notice and threatened us. In lock down period we could not appear near  the IO. Police can arrest us? How to get bail in such cases? What will be next step?  Political influence are in there. Only arguments are happened between two parties no attack done by us. Mainly it is an false report to harrassed us. Police not ready to hear us. They make a video during argument and shouting. How to get bail? And how to get relief from false case? I am a candidate of govt job. Please help.( Howrah, West Bengal )",File for an anticipatory bail.Thank You.,"[""PC::Section 341 IPC"", ""PC::Section 34 IPC"", ""PC::Petitioner Claims False Case"", ""PC::Section 341 of the Indian Penal Code""]","[""PC::Anticipatory Bail Granted"", ""PC::Appellant Denied Anticipatory Bail"", ""PC::Appellant Sought Anticipatory Bail"", ""PC::High Court Granted Anticipatory Bail""]"
"One broker accidentally met my mom for showing property and he showed one property, he has not discussed any % brokerage charges before and we purchased that property after registration, he is demanding 2% Brokerage charges and I denied to give them. Now he lodge a complaint at the local police station and threatened to case filing and get a copy of the sale deed from the registration office and threatened to block property in EC itself. He also came with 2-3 people near my home saying Broker Association members to pay the broker fee and using vulgar words. Please guide me .( Bangalore, Karnataka )","Review the agreement: Check if there was any written or verbal agreement between you and the broker regarding the brokerage fees. If there is no agreement, the broker cannot demand a fee. However, if there was an agreement, you may need to pay the brokerage fees as per the agreement.Seek legal advice: Consult a lawyer who specializes in property law and dispute resolution. They can guide you on your legal options and how to proceed.File a complaint: If the broker is harassing or threatening you, you can file a complaint with the police station. Provide them with all the relevant details and evidence.Obtain a stay order: If the broker is threatening to block the property in the Encumbrance Certificate (EC), you can obtain a stay order from the court to prevent this. A stay order is a court order that prohibits the broker from taking any action that could affect your property.Negotiate a settlement: You can try to negotiate a settlement with the broker to resolve the issue. However, make sure to get any agreement in writing and have it reviewed by a lawyer.Thank You","[""HKG::ESI_30"", ""PC::Appellant Threatened Complainant"", ""HKG::KSEA_26"", ""HKG::EC_RULES_71""]","[""PC::High Court Set Aside Stay Order"", ""HKG::PROC_WRONGFUL_TERMINATION"", ""PC::High Court Issued Interim Stay Order"", ""HKG::EC_RULES_72""]"
"Dear sir i applied RTI to post office Bihar for (2008 to 2015) Unlegal  candidate job Purpose. I applied 1st apple also as per instruction apple officer decision to provide my ans but LOCK SUCHAN ADHIKARI not provide my ans. till dated 
 I belong from varanasi (U.P).
1. CAN I FILE CASE IN VARANASI JURISDICTION?
2. CAN I SEND LEGAL NOTICE?
3. IN MY CASE WHICH  I.P.C............ APPLY IN CRIMINAL CASE?( Varanasi, Uttar Pradesh )","Hi,To file first appeal, go to the RTI online portal, select ""Submit First Appeal"" and fill out the details, along with the registration number and email ID, as given in the original application.","[""HKG::PGA_7"", ""HKG::EPF_7D"", ""HKG::ESI_55"", ""HKG::IRC_44""]","[""PC::First Appeal Allowed"", ""PC::High Court Dismissed First Appeal"", ""PC::First Appeal Dismissed by High Court"", ""PC::First Appeal Pending in High Court""]"
"My father went to his office to collect his check book which was around 10 Kms from our house in Delhi during lockdown. The traffic police caught him and imposed sec 188 IPC. Will he face detention or just have to pay the fine in court?( South West Delhi, Delhi )",Kindly don't worry. Your father won't be detained. He will be fined. Further Kindly follow the protocol stay safe.,"[""HKG::IDA_2A"", ""HKG::ESI_73"", ""HKG::MEPS_26"", ""HKG::MEPS_40""]","[""PC::Petitioner Detained Without Warrant"", ""PC::Detenus Detained Under COFEPOSA"", ""HKG::MHA_10"", ""PC::Father Declared Insolvent""]"
"In July 2018, my statement was recorded in court within 164 crpc, but the magistrate did not record the answer as it was saying, so I said that record everything what I have said before you, magistrate gave me the blank paper to write, I wrote my statement on it but for my sign on it, the magistrate said we will type you later. Now every day I go to his court room, he tells me, the police will call you with summon, it has been 1 year now, I am not getting summon from the court signing on my statement i gave in written, what can I do now?( Thane, Maharashtra )","Dear Sir,You can approach concerned Sessions Judge and impress upon to instruct the concerned Magistrate to continue to record remaining part of 164 Cr.P.C statement or you may also approach High Court by a representation to the Registrar General.For full procedure contact me on mobile through Vidhikarya.Rate me Five Star *Please visit the following link.https://vidhikarya.com/LawyerRating/9506c43f5d0b2d266a07","[""HKG::EC_RULES_68"", ""HKG::EC_RULES_69"", ""HKG::EC_RULES_66"", ""PC::Statements of Petitioners Recorded Under Section 164 CrPC""]","[""PC::High Court Transferred Case from Magistrate to Sessions Judge"", ""PC::Petitioner Directed to Approach High Court First"", ""HKG::BDRA_3"", ""PC::High Court Confirmed Sessions Judge Order""]"
"If accused found not guilty under Article 15 what ACTION may be taken  on petitioner( Kolkata, West Bengal )","Dear ClientArticle 15 of Indian Constitution restricts discrimination on the ground of: Religion â It means that no person should be discriminated on the basis of religion from accessing any public place or policy by the state or any group.If the accused is not proven guilty and set free, it means that the case is closed/dismissed. No further actions will be taken against petitions unless the accused files a case against you.ThanksRegards","[""HKG::PGA_7"", ""HKG::EPF_7D"", ""HKG::ESI_55"", ""HKG::IRC_44""]","[""HKG::WAGE_C_3"", ""HKG::SOC_REG_27"", ""HKG::PWD_47"", ""PC::Writ Petitions Dismissed on Ground of Delay""]"
"My husband was in live -in -relaionship with an Austrian women since 2012 and she got pregnant in December 2012.and after that get married before delivering the baby at austria.In the meanwhile that boy means my husband planned to marry in India with me as arranged marraige in which main enroll is of my parents in laws.Who hidded the all facts of his son's relationship.After my marraige my husband left me on the ground of not completed their dowry demand.I filed criminal cases.since last four years he didn't give me maintenance and regarding maintenance amount I won the case at supreme court as well but still he didn't paid a single penny of money of maintenance because he lives at Austria and from their our govt police couldn't arrest him.and now I get the information that he was already married he has a child.then I start to collect evidence of his Austrian wife.then I got confirmed that he has married to Austrian women and has a daughter of 6.5 yrs old.Hence when I complaint to foreign ministry regarding it.they informed him about this complaint then he filed an application to compromise with me and to return my stridhan and want to take divorce.Then after seven yrs of my marriage now I get my all stridhan and divorced him.but I have one quetion in my mind.that person who spoilled my life.wasted my seven yrs without any fault in me.and after seven yrs he returned my stridhan and said not to interfere in his life again.i just want to say.from last six year I was fighting for my stridhan.and the cruelty done by him and his family with me.but didn't get any justice except my stridhan.Without my fault I get the tagg of divorcee before my name.he has his own family.but I have not .he spoilled my life,my career and all.i just want to know the fraud which he has done with me and my family in 2013 by taking 21 lacs cash and 500 gm gold jewellery.and after this long period he had returned me this 21 lacs and my jewellary after 7 yrs.What I really get ??.Did I get justice from our respective law.I only recieved that money which we have gave to them in my marraige.what about the mental harrasemant which I suffered from 2013 .the financial crisis I faced during cases was under trial.i fought my cases from lower court to supreme court and won all the cases for maintenance.but didn't get maintenance beacause he was settled at abroad.he is an NRI.I want justice for me .present status is that I have recieived my stridhan and taken divorce from him but I want to punish them for fraud which they did with me .hidding the real facts of his first wife as well as has child which was born after 5 months of my marraige .I have all the evidence regarding his wife who has documently changed her name by using surname of my ex- husband.and has evidence of birth of their baby in 2013 .So (http://2013.so) ,I need a (http://2013.so) correct and lawful answer for my queries.how should I get justice from our law( Jaipur, Rajasthan )",Helen you were having maintenance Order in favour of you why you didn't u execute it? Moreover if divorce case was filed you must have contested it fully and got rejected in grounds of fraud and misrepresentation. Still you must have some remedy with you. Plz contact through Vidhikarya.,"[""HKG::EPF_6"", ""HKG::EPF_AT_2"", ""HKG::CCS_ME_3"", ""HKG::CCS_ME_5""]","[""HKG::LIM_26"", ""HKG::LIM_17"", ""PC::Allegation of Fraud in Service of Summons"", ""PC::Charge of Fraud in Appointment Required Proof""]"
