question,answer,chain_q,chain_q_types,chain_q_edges,chain_q_len,chain_a,chain_a_types,chain_a_edges,chain_a_len
"There is one neighbor who is a tenant. Always threatening us with fear of harm from his barking dog in Building common area stairs and creating breach of peace (CCTV recording). Since beginning, I (building maintenance handler secretary) do not have valid ID proof of Tenant & they verbally denied to submit their Dog licence verification which is essential for safety of all building members. Whenever verbally requested to tenant or their landlord to disclose such information they always misbehave and cause breach of peace. 

Please confirm under which section can i file case to obtain neighbor tenant's Dog license verification & Valid ID proof.( Kolkata, West Bengal )","Dear Client,Since the tenant is refusing to provide a valid ID and dog license, and their actions are causing a nuisance and breach of peace, you can file a complaint under Section 268 of IPC (Public Nuisance) and Section 107 of CrPC (Preventive Action for Breach of Peace) before the local police or magistrate. Under the Municipal Corporation Rules, every dog owner must have a valid pet license.Moreover, you can a legal notice to the tenant and landlord demanding compliance.If needed, file a case under Section 107 CrPC before the Magistrate to prevent further breach of peace.","[""Breach of Peace by Neighbors"", ""Section 107 of CrPC""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Breach of Peace by Neighbors"", ""Section 107 of CrPC"", ""Legal action taken by relatives under Section 107 of CrPC"", ""Matter forwarded to SDM court under Section 107""]","[""fact"", ""rule"", ""fact"", ""fact""]","[""Complies With"", ""Violates"", ""None""]",4
I have abused my husband's ex-girlfriend through WhatsApp SMS after finding out (through husband's email) she has a baby with my husband before our marriage. Can she file a case against me for mental torture and harassment or abuse? Can it land up in jail? And how many years?,Nothing to worry..... I case of any prob free to contact us.,"[""Abusive communication through WhatsApp"", ""Section 506 of IPC""]","[""fact"", ""rule""]","[""Violates""]",2,"[""User attempted to contact postman for health inquiry"", ""User sought compromise with postman at post office""]","[""fact"", ""fact""]","[""Depends On""]",2
"How to take bail In gangster( Mainpuri, Uttar Pradesh )",Approach to the any local lawyer he will help you,"[""Inability of police to take action despite complaints"", ""Section 107 of CrPC""]","[""fact"", ""rule""]","[""Violates""]",2,"[""User has not received any promotion due to the pending case."", ""Section 482 of CrPC""]","[""fact"", ""rule""]","[""Complies With""]",2
"If fir is filed against unknow which is criminal miscellaneous in lower court i.e CRM 
, can petitioner withdraw that within 20 days of filing ? 
Or only hight court have the power to quash that? 
It is showing in ecourt services app that case status - disposed 
Nature of disposal- uncontested dismissed as withdrawn( Jalandhar, Punjab )","Dear Sir,You have to get certified copy of order sheet and order if any passed separately. There is no scope for assumptions and presumptions by seeing the e-Court website.","[""Nature of disposal is uncontested settled in Lok Adalat""]","[""fact""]",[],1,"[""Need for certified copy of judgment"", ""Delay in uploading judgment order by the court""]","[""fact"", ""fact""]","[""Depends On""]",2
"I have a ndps case I'm on bail 
quantity is 200gms cannabis
Is there possibility of closing the case 
Or it will go on for ever( Hyderabad, Telangana )","Dear sir,It seems offences under provisions of NDPS Act are non compoundable. You may find out other options to close your case by meeting senior advocates practicing in the said subject matter.","[""Need for bail application in NDPS case"", ""User seeks bail without sentencing at first or second hearing""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Section 8(c) of NDPS Act"", ""Punished under NDPS Act for drug-related offense""]","[""rule"", ""fact""]","[""Violates""]",2
"one person send money through online to prostitute is any problem in future , he don't know she is organised or not and there is no text massages and calls only send money in online (6 months ago) to prostitute is any problem in future from cops ?( Krishna, Andhra Pradesh )","Dear client,Laws vary  even within different regions, so it's important to consider the specific laws of the jurisdiction in question.If the act of hiring a prostitute is illegal in the jurisdiction where the transaction occurred, there is a potential risk of facing legal consequences. However, the likelihood of facing any legal issues might depend on various factors, including the local law enforcement's priorities, resources, and enforcement practices.It's worth noting that financial transactions, such as sending money online, can potentially leave a digital trail. Law enforcement agencies may be able to access this information under certain circumstances, such as during an investigation or with a court order.If you are concerned about potential legal implications, it would be advisable to consult with a legal professional who can provide guidance based on your specific circumstances and the laws of your jurisdiction. They will be able to provide accurate and up-to-date legal advice regarding any potential risks or consequences associated with such actions.","[""Concern about husband not attending court in future"", ""Anticipatory bail granted to husband""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""User is concerned about potential legal implications due to FIR"", ""User is named in an FIR registered in Maharashtra""]","[""fact"", ""fact""]","[""Depends On""]",2
"My boyfriend after promising to marry me sent me a notice twisting the facts to not marry me. He has abused me sexually and only after seeing the notice I realised that he did not intend to marry me at all and he just lied to use me. I sent him a legal notice back stating that i still love him and is notice is full of lies. I have even asked that he can speak with me and we can reconcile and marry if there are any misunderstanding. And if he doesn't reply I would take him to court so he will be held accountable and has to answer why he betrayed my trust. After he received my notice he has given his phone to his lawyer. His lawyer spoke to me politely when I called and asked if I was the one who sent the notice.i said yes. But she did not say anything about responding to the notice or ignoring it. I am not sure what he is planning. Can any experienced lawyer tell me why someone would give their phone to their lawyer. Is he scared that i will file a suit?( Chennai, Tamil Nadu )",Dear ClientThere is a possibility that he is scared that you might file case against him and that could be the reason that he wanted his lawyer to speak to you.,"[""User threatened boyfriend regarding reputation if he does not marry"", ""Section 375 of IPC""]","[""fact"", ""rule""]","[""Violates""]",2,"[""User is seeking to file a case against the individual for cheating"", ""Section 420 of IPC""]","[""fact"", ""rule""]","[""Violates""]",2
"police has submitted final report A to the megistrate stating that accused cannot be found . However address mentioned in FIR is correct and number of accused is active indicating police has filed report without proper investigation..what can I do?( Bhandara, Maharashtra )","Dear client, you can to file an application under section 173(8) of CRPC in the court for futher investigation as contending that the final report filed by IO is a flawed one.","[""Chargesheet filed without proper investigation"", ""Need for reinvestigation or change of police station""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Section 173(8) of CrPC"", ""Further Investigation ordered under Sec.173(8) CRPC""]","[""rule"", ""fact""]","[""Complies With""]",2
"One of Consultancies in Delhi has collected money from me and my friends in order to get us a work from home job. He kept on delaying this and it has be 3 months now. Now they says that it will not be possible and the person who was doing this has ran away and the consultancy will be refunding the amount. But now their phone number is off no contact through whatsapp. I want to threaten them by sending a legal notice I don't want to send a real notice as of now. I just want to threaten them so that they issue refund to all 21 people. If this won't work I will issue a real legal notice to them.( Noida, Uttar Pradesh )","Dear client,This kind of online data entry/work-from-home jobs is being offered and operated by Fraudster companies/entities to extort money from unemployed youths. In the given scenario, if you possess the identity particulars of the fraudsters, then you can lodge a complaint/FIR against them for cheating and fraud at the local police station and serve a legal notice to the company enclosing a copy of the police complaint informing them that you are contemplating filing a criminal suit against the Company for cheating and criminal intimidation under Sections 318 and 351 of BNS. If required, consult with an Advocate to navigate the issue in the right way.","[""Need for legal notice to recover money"", ""Section 67 of the Information Technology Act""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Need for legal representation to navigate the issue"", ""Inaction of police despite notice from SC Commission""]","[""fact"", ""fact""]","[""Depends On""]",2
"498 case was filed against my husband. he came to India, after a few months obtained travels permission from court for 6 months but even after 2 years he did not come to India. How to proceed for cansellation of his passport or via?( Hyderabad, Telangana )","Hello Sir,You may file a petition for restitution of conjugal right under section 9 of the Hindu Marriage Act and it be also prayed to the court to restrain your husband not to leave the country or submit his passport in the court . You can also submitt an application regarding this that your husband got a travel permission for 6 months but after 2 years alos he is not returning back.","[""A2 refusing to come to court for case closure"", ""Gold and money belonging to A1 seized by court""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Section 9 of the Hindu Marriage Act"", ""User received SMS from ecourt regarding case""]","[""rule"", ""fact""]","[""Complies With""]",2
"RespectedSir/mam my husband is arrested in a false case under section 420,120b whereas he has not received any one of payment in his bank nor he has given anything in written regarding the same. I have applied for the bail in lower and session. Both of the bail got dismissed saying that my husband has taken the money and has shown a false dream to the innocent people for the abroad( Amritsar, Punjab )",Move to high court for  bail,"[""User has not received any notice regarding the case"", ""User has cases in Ichapuram court""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""User is moving to High Court for AB""]","[""fact""]",[],1
"I have given a loan on articles as security which is alleged to be stolen... What are the remedies available to me to recover my money? How can I being prevented from being arrested? What is the legal position of pledgee?( Chennai, Tamil Nadu )","Dear Sir,You have to get anticipatory bail as such act is an offence under following section of law.=============================================================================Section 411 in The Indian Penal Code411. Dishonestly receiving stolen property.âWhoever dishonestly receives or retains any stolen property, knowing or having reason to believe the same to be stolen property, shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both.","[""Legal remedies available to challenge a decision or judgment"", ""Revision can only be sought if the order is considered illegal or improper""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Section 20 of the Indian Penal Code""]","[""rule""]",[],1
"Mere chachere bhai ne police complaint kiya hai ki jan se marne ki planiing for property. police prevent us under section 107/116, but i am not in such place then how will i come out from section 107/116 please guide, what is the procedure to gate the bail( Sant Ravidas Nagar, Uttar Pradesh )","Dear Sir,To maintain law and order such petty cases will be filed by the Police. You may either get the bail through Advocate or without appearing take the matter to Sessions Court for stay and set asiding such orders.","[""User is accused under Section 107 of CrPC""]","[""fact""]",[],1,"[""Jhansi court will take up the matter"", ""Jurisdictional issues regarding FIR filing""]","[""fact"", ""fact""]","[""Depends On""]",2
"Koi chori krke saman laye aur jaisa ki mai apni gadi se saman delivery krti hu logo ka aur glti se aise hi chori ka saman deliver kr du aur y baat mujhe pta bhi n ho ( kyunki mai har roj delivery hi krta hu isliye puchhne ki jrurat nhi smjha aur n hi mujhe koi doubt hua kyunki phle bhi hi o cheeze deliver ki hai maine but o sb chori ka nhi hota tha es baar chori ka saman glti se deliver ho gya) kya police dwara mujhe pakda jayega( Indore, Madhya Pradesh )","Dear Client,Even if a crime happens by mistake or by default unless you prove your unintentional mistake and innocence before the Court, you will not be spared or acquitted of the criminal charges by the Court. If required, you may hire the service of an Advocate to navigate the matter in the right way.","[""Failure to deliver promised goods"", ""Section 75 of the Indian Contract Act, 1872""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Case disposed by the court"", ""Absconding individual in a financial dispute""]","[""fact"", ""fact""]","[""Depends On""]",2
"My friend and I were out on bike and we were talking something and my friend randomly raised his middle finger and the car which was behind us thought we are showing them the middle finger and landed up getting into police station and now he had been charged and there is no hearing we are only getting dates( Mumbai, Maharashtra )","Dear Sir,It seems very petty Case. You may either admit the guilt and pay the fine and close the matter. Or go to High Court and such silly criminal Case may be quashed.","[""Out on Bail"", ""Section 22(b) of NDPS Act""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Both cases may be quashed if you go to High Court"", ""User is seeking to quash the chargesheet in the first case""]","[""fact"", ""fact""]","[""Complies With""]",2
"I am an accused in case...main accused A1 is absconding from date one...now trial is over and is posted for arguements...in the fir ....main accused belongs to Andhra Pradesh(a.p address)...but in the charge sheet he belongs to Kerala(Kerala address given)...prosecution has not produced any evidence to prove that both are the same..i.o is not examined because he is no more....if accused belongs to a.p then he has no connection with other accused....if he belongs to Kerala he had not committed any crime..police has not submitted any explanation for this ...as of now there are two different persons....identity of actual offender is not proved.....I want to argue the case myself...can I bring this point at the time of arguement?( Ernakulam, Kerala )",You will be in danger situation. You may get free legal aid advocate at least.,"[""User has not committed any theft"", ""User is facing legal action under Electricity Act for theft""]","[""fact"", ""fact""]","[""Violates""]",2,"[""Need for free legal aid before lodging FIR"", ""Legal Services Authorities Act, 1987""]","[""fact"", ""rule""]","[""Complies With""]",2
A man did wrongs at some girls. He is talking with politicians and police to cover his wrongs. Is there any other good way to control his wrongs.,File a writ petition in high Court,"[""User is unable to control their son due to his mental health condition""]","[""fact""]",[],1,"[""Filing of quashing petition in High Court against frivolous criminal complaint"", ""Respondent not appearing in court despite being served""]","[""fact"", ""fact""]","[""Depends On""]",2
"sir, two girl are being tortured by their mother that if they don't merry, their mother will take poison,
sir they are under age but both girls are just 21 and 23, want to make career 
how can they protect themselves legally",Nobody can stop any person to do what he/she wish if he/she is major.,"[""Escorts or call girls are illegal in India."", ""Section 371 of IPC""]","[""fact"", ""rule""]","[""Violates""]",2,"[""User threatened boyfriend regarding reputation if he does not marry"", ""Section 375 of IPC""]","[""fact"", ""rule""]","[""Violates""]",2
"Can accused file documents along with statement in writing filed with sec 313 crpc? In that case will it be mandatory for him to stand as defence witness himself and mark those documents as defence exhibits? Or is it sufficient to ask court to summon other witnesses as defence witnesses based on the documents produced at sec 313 stage?

Now, in general, if accused decides to stand as defence witness himself, will help be cross examined based on the sec 313 submissions only, or a separate examination in chief has to be conducted for that accused. I know that in criminal case it is not mandatory for an accused to himself be a defence witness.

Finally, if accused is party in person, and also wants to be a defence witness himself, can his examination in chief be dispensed in lieu of sworn affidavit in chief (I understand that cross examination still happens)( Bangalore, Karnataka )","Dear Client,Under Order VIII Rule 9, the Court has the power to call upon both parties to file written statements at any time and this power should be freely used for elucidating the pleas when necessary, especially in complicated cases. The statement of the accused can be used to test the veracity of the exculpatory of the admission, if any, made by the accused. It can be taken into consideration in any inquiry or trial but still, it is not strictly evidence in the case. No provision in the Cr.. PC grants any right to the accused to file any material or document at the stage of framing of charge. As per Sub-Sec. 5 of Sec. 313 Cr. P.C, the Court may take the help of the Prosecutor and Defence counsel in preparing relevant questions which are to be put to the accused and the Court may permit the filing of a written statement by the accused as sufficient compliance of the section.","[""Criminal case will be closed as abated"", ""Accused person is deceased""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Threats made by the accused"", ""Section 506 of IPC""]","[""fact"", ""rule""]","[""Violates""]",2
"sir /madam, FIR was filed on my friend family members in police station they went to court for anticipatory  bail but police officers did not put FIR to court.It has been two months but they did not put fir to court.so please kindly suggest how to get bail","Well advice by all my learned friends, nothing more to add.","[""Need for anticipatory bail"", ""Section 498A of IPC""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Inability to add additional sections to FIR"", ""Need for re-recording statement under Section 164 of CrPC""]","[""fact"", ""fact""]","[""Depends On""]",2
"Hello,

I am P, 30 year. There's a girl named 'X' , 26years. We used to work at the same place. Back in 2018 this girl and I were friends. She proposed me and I rejected her. Then later she said ""okay let's be friends"" and to that I agreed. We used to study together for exams at her place. I used to stay with her late nights at her place somedays considering her as a good friend. She acted like a friend for certain period of time and then started torturing me to accept her. But I didn't. She used to take poison bottle, blade and other things to threaten me to have a physical relationship with her. She forced me to have a physical relationship (sex) with her to which I never gave my consent. She always forced me and threatened me. And we never had a conversation about marriage or love for that matter. She never said she wants to marry me.
I stopped talking to her in 2019. I used to block her mobile phone. She used to call me with new numbers and threaten me to talk and meet. She used to say atleast talk to me as a friend. Still I ignored her not giving much attention to her. No meetings no talks. Once in a while I was forced to talk to her. 
I never said I will marry her or I love her. But now she is making a whole drama that we both loved each other for 3 years and she wants to marry me. I never had that feeling for her.
I treated her like a friend and she is now threatening me that she will file a police complaint against me if I would not marry her.
I don't want to marry her.
She threatened me like this from the start and now ruined my whole family into this issue.
What should I do now?
Please help me

Thanks and Regards
Prasad( Visakhapatnam, Andhra Pradesh )","Dear Sir,Nobody believe your words if she approach the police and lodge a criminal complaint against you. Better canvas for a better bridegroom for her and thus you may close the issue otherwise you cannot come out of this issue forever.Rate me Five Star*","[""Pressure to marry against will"", ""Section 506 of IPC""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Lodge a complaint against them"", ""Abusive language by neighbor""]","[""fact"", ""fact""]","[""Depends On""]",2
"Certain term deposits of matured status were transferred in accounts of third party. Which section of IPC is applicable regarding these type of frauds in banks.( Kutch, Gujarat )",Under 406 IPCC you can raise complaint along with other sections,"[""Fraudulent transfer of property by a third party"", ""Section 420 of IPC""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Complaint filed under IPC 498A and 406"", ""Section 3 and 4 of the Dowry Prohibition Act""]","[""fact"", ""rule""]","[""Complies With""]",2
"hi, my name is suresh.... maine ek row house rent pe liya tha 3 yr k liye then after 1 yr k liye renew karvaya
  us k bad maine flat khali kardiya and all dues cleared......woh flat me mera furniture's pada hai woh landload return nahi kar raha and electric bill and water bill pending (Bills abtak ayanahi tha) tha tho mujse broker ne  5k amount liya or kaha electric and water bill ayega usme adjust kar k balance return kardenge electric bill Rs.1330 and water bill approx Rs.360 bill aya hai abhi broker amount nahi deraha kuchbhi reason bata k dealy karta hai uski niyat acchi nahi hai muje harassment karta hai or kahe ta k woh amount usne landload ko dey diya and land load ko puchta hu toh woh broker k sath bat karo aisa kar k muje pareshan karte hai.......kya karu please adive( Mumbai, Maharashtra )","Dear Client,A dispute between a tenant and landlord is resolved under the state-specific Rent Control Act or the Premises Tenancy Act under which a Rent Controller or Addl Rent Controller is appointed to deal with the dispute arising out of a rent agreement between the parties. Serving a legal notice to the Landlord, you can file an application explaining your grievance against the arbitrary and unethical action of the Landlord before the concerned Rent Controller to resolve the issue legally and amicably. You may hire the service of an Advocate if required, to navigate the issue in the right way. Further, an Elder Help Line (No.14567) is launched by the Ministry of Social Justice and Empowerment exclusively for the protection of the interest of Sr. Citizens of the Country from any kind of crisis from health to wealth. You may take a chance by contacting them through the helpline number to resolve the matter.","[""Cheating by land broker"", ""Section 420 of IPC""]","[""fact"", ""rule""]","[""Violates""]",2,"[""User has attempted to resolve the issue directly with the neighbor"", ""Smoke disturbance from neighbor""]","[""fact"", ""fact""]","[""Depends On""]",2
"Namaste Madam, I have filed a Complaint Case before the Hon'ble Chief Judicial Magistrate. He has fixed the next date for ' SOLEMN AFFIRMATION'. I wish to have some guidance that what I have to do or what the CJM Sir will do on that date ?( Jamshedpur, Jharkhand )","Hi,In law, an affirmation is a solemn declaration allowed to those who conscientiously object to taking an oath. Please contact a lawyer and he can guide you on it.Please rate my answer if helpfulThank You","[""Adjournment of court proceedings to next date"", ""No representation from petitioner's counsel""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Licensed money lender allowed to charge interest"", ""Section 10 of the Maharashtra Money Lending Act""]","[""fact"", ""rule""]","[""Complies With""]",2
"Is it possible to issue 41A notice without arrest( West Godavari, Andhra Pradesh )","Hi client,Yes it is possible,  police issues the same to ask the accused to visit the police station.","[""Police cannot arrest a person without magistrate's permission after issuance of 41A notice."", ""Inability to consent to the notice is a ground for arrest.""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""User is concerned about the need to visit the police station frequently""]","[""fact""]",[],1
"The complainer is not responding to high court notice. Neither coming to court. To quash the case which was already resolved in mediation. What should we do. Canât the case be closed? Why we do suffer if he is not coming.( North West Delhi, Delhi )","Dear client,Is yours a criminal or a civil case? In a criminal case, if the complainant does not appear even after several adjournments, the accused or his/her lawyer may apply to the Court to either dismiss the case or acquit the accused. The Court will then decide on the matter, taking into consideration the reasons for the complainant's non-appearance.","[""User is seeking to quash the chargesheet in the first case"", ""Both cases may be quashed if you go to High Court""]","[""fact"", ""fact""]","[""Complies With""]",2,"[""apply to the Supreme Court"", ""User father is in custody""]","[""fact"", ""fact""]","[""Complies With""]",2
my dad also warned him to send him to jail. is my husband put any case on my dad? if so wt are d possible cases he might file. bcz he wnt divorce from me.is he drag my family also?,dear client in your matter It is better to consult a family lawyer to solve all the issues.,"[""User threatened boyfriend regarding reputation if he does not marry"", ""Section 375 of IPC""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Ask your lawyer to get it modified."", ""Name misspelled in bail order""]","[""fact"", ""fact""]","[""Complies With""]",2
"Some girls are putting allegation on me of telling cigarettes which contain ganja in it. They are saying im selling that in college.  What can I do this matter has now gone to head of our college.( Chandigarh, Chandigarh )","Dear Sir,You must just deny such allegation. If any enquiry is initiated you must consult advocate and file your objections. If any adverse action is initiated or taken by your college then approach the High Court.","[""Experience of ragging in college"", ""Feelings of inferiority and insecurity due to ragging""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Both cases may be quashed if you go to High Court"", ""User is seeking to quash the chargesheet in the first case""]","[""fact"", ""fact""]","[""Complies With""]",2
"1 year back 498a complaint got settled with mutual divorce, in police station, with both parties agreement. But FIR not filed. Then applied for divorce and since that time we are not living together.

If that mutual divorce got suspended due to husband not interested on divorce.

Is there any possibility for 498a complaint again?, what is my action if my wife going for that false 498a case, like earlier using some political influence( Nellore, Andhra Pradesh )","Respected client,You have not stated the facts of your case clearly. The facts appear to be incomplete","[""False 498A complaint filed by wife"", ""Section 498A of IPC""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Chargesheet yet to be filed"", ""Section 504 of IPC""]","[""fact"", ""rule""]","[""Complies With""]",2
"Hi,
My name is Pavankalyan Dudala.
When I was 15 years old, my uncle and aunt verbally abused my mother which led her to get herself burnt alive and then she had died.
We filed case at that time but we have lost case as we could not get eyewitness to court regularly when the proceedings happened. We could not get eyewitness as we were kids at that time. Can we now again reopen that case after 10 years.( Hyderabad, Telangana )","Dear Sir,I can understand your pain. The law is always opened and Courts may consider the pain and circumstances. You may try for reopening by Hiring the senior most advocate who is ready to fight for justice. Please approach High Court.","[""Need for NOC to sell car after 10 years"", ""Section 154 of CrPC""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""1st party is ready to settle the case"", ""Criminal case is at the cognizance stage""]","[""fact"", ""fact""]","[""Depends On""]",2
"Hi there I just wanted to know how to proceed a case which is quite a many years old along with that I am in Jabalpur Madhya Pradesh, case being in Dehradun although on a telephonic conversation a verbal report has been registered in the police station and even the convict has been asked to give his say on the account which he denied completely but I have all the proofs to proceed the case for that do I have to visit there or a lawyer can proceed the case as per my guidanceâ¦.? please enlightenâ¦",dear client in your matter You can file a case U/S 200Crpc before the JM court.,"[""User is concerned about the need to visit the police station frequently""]","[""fact""]",[],1,"[""Filing of CR case in JM court"", ""Insufficient police inquiry despite evidence provided""]","[""fact"", ""fact""]","[""Depends On""]",2
"according to you would it be an offence of waging war against the government if someone kills the prime minister? if yes, then why.  ? if no,then why ? 
( this is a question i am facing in my mock trial competition, any help would be highly appreciated)","dear client in your matter you should knock on the door of Judicial system instead of abusing them. If proven guilty before the Court then they will get punished, if not then you would be guilty of defamation.","[""Both cases may be quashed if you go to High Court"", ""User is seeking to quash the chargesheet in the first case""]","[""fact"", ""fact""]","[""Complies With""]",2,"[""Both cases may be quashed if you go to High Court"", ""User is seeking to quash the chargesheet in the first case""]","[""fact"", ""fact""]","[""Complies With""]",2
"Hi. Iâm facing verbal harassment from my husband ..he wants me to vacate my matrimonial home( Bangalore, Karnataka )",You should lodge complaint n file DV case thereafter,"[""Verbal Assault"", ""Attempted Physical Harm""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Lodge a complaint against them"", ""Abusive language by neighbor""]","[""fact"", ""fact""]","[""Depends On""]",2
"Is it crime that a father can kidnap his 3 year old child from mother after they are separated but not divorced ...is it legal that father  comes to the wife's parental house and kidnap the child due to the custody reasons( Hyderabad, Telangana )",It is not kidnaping issues because his father's of children . It is not offence or crime,"[""Fractured teeth due to the assault"", ""Injury caused by assault with an iron chain""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Astrological Prediction for how many runs, wickets etc is legal if it is not done for betting""]","[""fact""]",[],1
"Does a single ""sexual remark' over social media qualifies as sexual harassment.( Chandigarh, Chandigarh )",Yes,"[""Defamation through social media"", ""Section 499 of IPC""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Filing of FIR with false documents""]","[""fact""]",[],1
"Dear Sir/Madam,

Recently one of my tenant arrested due to some criminal property in my house in Muzaffarpur, Bihar and local police had put sealed lock on the house of my door I am working outside Bihar and when I came to know about this incident so I went to local police station and enquire about this matter but now I want the seal to be open and requesting the same to police officials so they are threatening and abusing me and telling very long process to claim back the possession of house and to remove the seal from the door lock of my house.

Please tell me the best legal course of action I can take.

Your guidance and suggestion will be appreciated.( Muzaffarpur, Bihar )",Pl engage a local lawyer for the same.,"[""User visited local police station but complaint details were hidden""]","[""fact""]",[],1,"[""Double complaints for the same offence could be quashed by the high court"", ""Need to file a police complaint against an accused with an existing complaint""]","[""fact"", ""fact""]","[""Depends On""]",2
"How to apply for initiation of Perjury Crpc 340  proceedings against wife in Family court against her CrPC 125(3) application for Recovery, where she had applied for recovery money of our child , who is with me, she left at my home. what to do?( Jalgaon, Maharashtra )","Dear Client,Giving false evidence in court is a criminal offense and an act of perjury. There are two pre-conditions for initiating proceedings under Section 340 CrPC: Firstly, the material produced before the Court must establish a prima facie case for a complaint for inquiry into an offense referred to in clause (b)(i) of sub-section (1) of Section 195 CrPC, and Secondly, it is expedient in the interests of justice that an inquiry should be made into the alleged offense.  Section 191 of the Indian Penal Code clearly says that who has given false evidence on oath is punishable under section 191 of the IPC.  In order to establish before the court that he/she has given false evidence you have to produce proof in family court and also file a complaint in Magistrate court that the party is giving false evidence on oath. In the application, you may ask for dismissal of his/her case because of perjury.  You may also ask the court to decide on the perjury application filed under Sce.340 Cr.PC first before disposing of the interim petition filed by him/her. if you are sure that the petitioner has submitted false facts and forged documents then you can submit an application under Section 191 of IPC in the Family Court where the application filed u/s.125(3) of Cr.PC is pending now and on receiving the application the court shall send the complaint to the Magistrate Court under Section 195 of CrPC and the receiving court shall initiate the proceedings of perjury under Section 340 of CrPC. The Apex Court in the case of Afzal & Anr. V. State Of Haryana, 1996, held that a false and misleading statement deliberately and wilfully made by a party to the proceedings to obtain a favorable order, amounts to prejudice or interference with the due course of judicial proceedings, and it will amount to criminal contempt.","[""Claim for recovery of Stridhan gifts"", ""Section 406 of IPC""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Section 191 of IPC"", ""Fabrication of false documents""]","[""rule"", ""fact""]","[""Violates""]",2
"Govt of AP, Panchayat Raj dept encroached into my property and constructed cement roads in my land on which a appeal suit is already running. We protested against this act through representations acknowledged and legal notice sent through registered post. Despite of all, they forcefully laid roads in my land just because of local MLA told them to lay it. Road was constructed during corona lock down. What should I do? Where should I file a suit? Can court issue an order to probe into this matter ? I want the road to be removed and an apology from the govt. Can it be done?( Prakasam, Andhra Pradesh )",You may approach High court either to remove that road by paying damages or bring pressure to aquire your land and to pay compensation .Please give me RANK FIVE(5) if my answer  satisfies you,"[""Legal notice sent to the accused""]","[""fact""]",[],1,"[""Need to approach High Court if remedy fails"", ""Possibility of quashing FIR in District Court""]","[""fact"", ""fact""]","[""Depends On""]",2
"I filed case on my husband mc dvc 2020 but my case is pending (notice) till know what I want to do( Anantapur, Andhra Pradesh )",Dear ClientCheck with the court clerk or the relevant authorities to get information about the status of your case. You can inquire about the expected timeline for the next hearing or any other necessary steps that need to be taken.,"[""Both parties want to settle the case"", ""Section 482 of CrPC""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""User is uncertain about the timeline for filing a chargesheet""]","[""fact""]",[],1
"M divorced with first marriage and after divorced I got married again but cases from prior marriage are still running which were filed by groom side too what would be result( Kanpur, Uttar Pradesh )","Dear Sir/Madam,You should have taken care of getting such cases withdrawn before such divorce took place. Now, you can approach the concerned Courts and see that such cases of either withdrawn by your ex-husband or closed as per the procedure.","[""Father married again without informing family"", ""Legal implications of bigamy""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""User may immediately approach High Court challenging such sanction"", ""Section 7 of Prevention of Corruption Act""]","[""fact"", ""rule""]","[""Complies With""]",2
"Is it illegal or crime to use someone else profile picture as my profile my profile picture in social media although the image of that person can be downloaded over internet( Guwahati, Assam )","A.Dear Sir,It is called offence of impersonation. It is a criminal offence.","[""Defamation through social media"", ""Section 499 of IPC""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Defamation is a criminal offense.""]","[""fact""]",[],1
