question,answer,chain_q,chain_q_types,chain_q_edges,chain_q_len,chain_a,chain_a_types,chain_a_edges,chain_a_len
"I wrote a written examination for a position with the NDLI Project of Govt. of India conducted by the Project Authority, IIT Kharagpur, in response to their call. I was selected but the salary offered was less than that advertised. On pointing out, I was offered a second offer letter wherein my position was unilaterally reduced to match the salary. Continuous follow-up has yielded no results. They have given me the option to decline the offer. What relief can I get from the Legal system?( North 24 Parganas, West Bengal )","Dear client,The Advertising Standard Council of India (ASCI) Code, the Consumer Protection Act, and the Trademarks Act all forbid deceptive or fraudulent advertising, as well as those that establish false associations. To take action against your employer for the misleading advertisement you may file a complaint to the Ministry of Consumer Affairs along with a copy of such advertisement through the web portal of the GOI at http://gama.gov.in.Section 24 of the Restrictions of Advertisement and Prohibition to Unfair Trade Practices provides for the legal remedy for your scenario.Thank You","[""Section 4 of the West Bengal Pension Rules"", ""Eligibility for family pension upon the death of the pensioner""]","[""rule"", ""fact""]","[""Complies With""]",2,"[""Section 2 of the Consumer Protection Act, 2019"", ""Loss of job opportunities due to financial and personal circumstances""]","[""rule"", ""fact""]","[""Violates""]",2
"As per the code of the company, I have projected harassment and illegal events happening in the organization. Inquiries were carried out for namesake but, no investigations were carried out. When I projected proofs to the investigating team and deputy Chairman, I was terminated, which is a breach of the code of company by my superiors. This matter has not reached the Chairman. The Chairman's vigil mechanism has failed.  Can I file a case under breach of trust or violation of the contractual agreement or a case of defamation may be filed?( Visakhapatnam, Andhra Pradesh )",YES,"[""Breach of trust due to employee misconduct"", ""Financial loss due to cheating by employee""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Entitlement to salary despite not serving notice period due to mental torture""]","[""fact""]",[],1
"What can I do in a situation where I am facing retaliation soon after complaining against workplace favouritism and being forced to work in night shifts when I am on the contrary hired for the day shift?( South Delhi, Delhi )","Dear Sir,Hire and fire is the formula being used by MNC companies because Indian labor laws made not applicable to such companies.  Better you may put your papers and get reliving letter and start new career.","[""Female employees are allowed to work in night shifts under certain conditions"", ""Employers must ensure safety and security for women working night shifts""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Indian labor laws applicable in Chennai, Tamil Nadu"", ""Policies and benefits should align with local laws of the region where employees are based""]","[""rule"", ""fact""]","[""Depends On""]",2
"How to calculate gratuity for UAE nationals in uae( Chennai, Tamil Nadu )","Dear Client,UAE Gratuity is calculated based on 21 days wage for each year of the first five years of their service, and 30 days wage for every additional year. Gratuity for employees with 1-5 years of service is calculated based on their basic salary, with 21 days provided for each year of service. Employees with more than 5 years of service receive a gratuity of 21 days of basic salary for up to their 5th year and 30 days' basic pay for each year beyond their 5th year. We hope that our response is helpful to you.","[""Indian labor laws applicable in Chennai, Tamil Nadu"", ""Policies and benefits should align with local laws of the region where employees are based""]","[""rule"", ""fact""]","[""Depends On""]",2,"[""Eligibility for gratuity for employees with more than 5 years of service"", ""Section 4 of the Payment of Gratuity Act, 1972""]","[""fact"", ""rule""]","[""Complies With""]",2
"When requested for Notice Period Waiver, my CFO and HR mentioned in the Acceptance Mail that mine shall be considered as exception and salary will be credited as F and F. Now, they are demanding payment to release my relieving letter or to face legal consequence. PLEASE HELP. The amount is huge.( Chennai, Tamil Nadu )","Dear Client,In the absence of a specific stipulation regarding waiver of notice period in the offer letter, an assurance of exception to the standing rules cannot be taken or considered as granted. In case there is a clause or condition in the offer letter specifying the buyout of the unexpired/unserved notice period, then for early release post resignation, waiving the notice period company can demand the payment against the buyout of the unexpired/unserved notice period from the employee. So, given the scenario, you need to go through your offer/appointment letter carefully to understand the actions of the management demanding payment to issue a relieving letter post-resignation. However, the actions of the management can be challenged based on Section 27 of the Indian Contract Act,1872, which prohibits any agreement in restraint of trade and profession. As per the mandate of Section 27 of the Indian Contract Act,1872, any terms and conditions of an agreement that directly or indirectly compel the employee to serve the employer or restrict them from joining a competitor or other employer are not valid. The employee has the right to resign from employment even if he has agreed to the employment bond to serve the employer for a specific period. In the case where the employer can prove that the employee is joining the competitor to disclose the trade secret, then the court may issue an injunction order restricting the employee from joining the competitor. Further, Section 73 of the Act makes provision for unliquidated damages (not stipulated in a contract), Section 74 deals with liquidated damages (stipulated in a contract), and no compensation is attracted for mere breach of contract u/s.73. Section 74 of the Act unless such breach resulted in an actual loss or damage to the opposite party employer. So, in the prevailing situation, if you are not holding a position of manager or supervisor in the Company, but a workman as defined under Sec.2(s) of the Industrial Dispute Act, 1947. Serving a legal notice to the Company, reach out to the office of the concerned Labour Commissioner or the office of the Chief Inspector, Shops and Establishments, as the case may be, to file a complaint against the company over alleged unfair labour practice for redressal of your grievance. But, if you are holding the position of Manager or Administrator in the Company, you have to file a civil suit against the Company before the Civil Court seeking appropriate relief in the matter. If you are an employee of the IT Company then be informed that to restrict IT Companies from exploiting their employees by playing double standards, the Division Bench of the Karnataka High Court in the case of Commissioner of Income Tax v. Texas Instruments India Pvt Ltd (2021) 435 ITR unambiguously held that the IT sector employees considered to be ""workmen"" under Section 2(s) of the Industrial Dispute Act, 1947. If required, consult with an Advocate experienced in service matters for tailored advice and actions to navigate the issue in the right way.","[""Indian labor laws applicable in Chennai, Tamil Nadu"", ""Policies and benefits should align with local laws of the region where employees are based""]","[""rule"", ""fact""]","[""Depends On""]",2,"[""Section 27 of the Indian Contract Act, 1872"", ""Deduction of variable salary without clear terms in the offer letter""]","[""rule"", ""fact""]","[""Violates""]",2
"Am amount has been deducted from my salary under the head as ""OTHER DEDUCTION""without any information/communication from my employer. Is it legal? What i have to do?( Ratnagiri, Maharashtra )","Dear client,This is illegal. An employer isn't legally competent to make deductions in salary except those provisions specifies under section 7 of the payment of Wages Act. Please go to the concerned labour commissioner and register your complaint","[""Salary deduction without prior notice"", ""Section 5 of the Payment of Wages Act, 1936""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Section 5 of the Payment of Wages Act, 1936"", ""Employer failure to pay wages as per the Payment of Wages Act, 1936""]","[""rule"", ""fact""]","[""Violates""]",2
"Hi Sir, I am confused whether i will come under creamy layer or non creamy layer OBC. My parents have an income of above 8 lakhs per annum but my father have joined the service after he turned 40 years. Kindly clarify my doubt.( Imphal West, Manipur )","Dear Client,Eligibility criteria for obtaining a Non-Creamy Layer certificate include some terms and conditions. Applicants with parents having no source of income can apply for a non-creamy layer certificate. An individual's income has to be less than 8 lakhs per annum to be eligible for a Non-Creamy Layer certificate. If your annual family (Definition of family-father, mother & minor children below 18 years) income (excluding government salary and agricultural income) is more than Rs. 8 lakhs in all the last three years, you are creamy layer. The basic difference between these categories lies in their income limits. It is held that all OBC creamy layer candidates' family income is above 8 lakh per annum, and OBC non-creamy layer candidates' family income is below 8 lakh annually. You may clarify the matter further from the office of the competent authority, SDM/DM/Tehshildar etc","[""Doubt about the authenticity of a non-creamy layer certificate"", ""Right to Information Act, 2005""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Eligibility for non-creamy layer certificate based on family income"", ""Consideration of husband's family income for OBC status after marriage""]","[""fact"", ""fact""]","[""Depends On""]",2
"Sir.  I applied for a job with some of my friends in UAE through an local agent.  Then we got visa and all my friends went to UAE except me. I refused to go because some personal reasons. But now that agent is asking for money to return the passport.  Please guide me. What should I do to get my passport back without so much of legal procedures!( Juhnjhunun, Rajasthan )",Call the cops,"[""Agent refusing to return passport after job selection"", ""Consumer Protection Act, 2019""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Delayed issuance of call letter by employer"", ""Potential cancellation of appointment due to legal action""]","[""fact"", ""fact""]","[""Depends On""]",2
"à¤à¥à¤°à¥à¤¨à¤¾ à¤à¥  à¤¸à¤®à¤¯  à¤®à¥à¤  à¤à¤  à¤à¥à¤²à¥à¤  à¤®à¥à¤  à¤à¤¸à¤¿à¤¸à¥à¤à¥à¤à¤  à¤ªà¥à¤°à¥à¥à¥à¤¸à¤°  à¤ªà¤° à¤à¥à¤²à¥à¤ à¤®à¥à¤  à¤¨à¥à¤à¤°à¥  à¤à¤°à¤¤à¤¾  à¤¥à¤¾  , à¤à¥à¤°à¥à¤¨à¤¾ à¤¸à¤®à¤¯ à¤®à¥à¤ à¤à¥à¤²à¥à¤ à¤µà¤¾à¤²à¥ à¤¨à¥ à¤¤à¥à¤¨ à¤®à¤¹à¥à¤¨à¥ à¤à¥ à¤®à¥à¤°à¥ à¤¤à¤¨à¥à¤à¤¾ à¤¨à¤¹à¥à¤ à¤à¥à¥¤  
à¤¸à¤°à¤à¤¾à¤°à¥ à¤à¥à¤·à¥à¤¤à¥à¤° à¤®à¥à¤ à¤ªà¤¸à¤à¤¦à¤à¥ à¤¹à¥à¤¨à¥ à¤à¥ à¤µà¤à¤¹à¤¸à¥ à¤®à¥à¤¨à¥ à¤¬à¤¿à¤¨à¤¾ à¤¨à¥à¤à¤¿à¤¸ à¤ªà¥à¤°à¤¿à¤¯à¤¡ à¤¦à¤¿à¤ à¥¨à¥§/à¥¬/à¥¨à¥¦à¥¨à¥¦ à¤à¥ à¤à¤¸à¥à¤¤à¥à¤«à¤¾ à¤¦à¤¿à¤¯à¤¾, à¤à¥à¤²à¥à¤ à¤µà¤¾à¤²à¥ à¤¨à¥ à¤®à¥à¤°à¥ à¤à¤ªà¥à¤°à¥à¤² , à¤®à¤ à¤à¤° à¥¨à¥§ à¤à¥à¤¨ à¤¤à¤ à¤ªà¤à¤¾à¤° à¤à¤°à¤¨à¥ à¤à¤¾à¤¹à¤¿à¤ à¤²à¥à¤à¤¿à¤¨ à¤µà¥ à¤¨à¤¹à¥à¤ à¤à¤° à¤°à¤¹à¥ , à¤¸à¥à¤²à¥à¤°à¥ à¤ªà¤¾à¤¨à¥ à¤à¥ à¤²à¤¿à¤ à¤à¤à¤²à¤¾ à¤¸à¥à¤à¥à¤ª à¤à¥à¤¯à¤¾ à¤¹à¥à¤¨à¤¾ à¤à¤¾à¤¹à¤¿à¤ à¤à¥à¤ªà¤¯à¤¾ à¤¸à¥à¤à¤¾à¤µ à¤¦à¥à¥¤( Junagadh, Gujarat )","Dear Sir,It is very hard to get your salary.  If you have patience and time and money to spend against to such institution then you may get issue a legal notice and file a recovery of arrears of salary.","[""Entitlement to salary despite not serving notice period due to mental torture""]","[""fact""]",[],1,"[""Entitlement to arrears of salary due to interim payment arrangement"", ""Non-payment of full salary leading to financial distress""]","[""fact"", ""fact""]","[""Depends On""]",2
"thank for your response against my request ID :#403991
requesting for citations, references, orders on notice pay to be paid on termination - last day for managers. I work for a private ltd company in a manager capacity, labour laws may not be applicable to me I being a manager. Hence requesting citations, references, orders on notice pay to be paid on termination - last working day for managers. (not for waged or labour employees). Thanks in advance your valuable response.( Bangalore, Karnataka )","Dear Client,A person employed in a managerial cadre cannot approach labour Court as he is not a workman as defined under Section 2(s) of the Industrial Dispute Act, 1947. Your remedy lies in Civil Court. Before filing the suit you need to serve a legal notice to the management making a demand for pay in lieu of notice post illegal termination. A Suit for recovery of money is a civil relief and acts as an effective remedy to recover money from the defendant. The suit can be filed under Order IV of the Code of Civil Procedure 1908 (CPC). It is a summary suit (Order 37, Code of Civil Procedure) that offers speedy disposal of the suit as here the defendant is not required to defend as a matter of right. A money recovery suit must be filed within three years from the date of cause of action. Any document, message, contract, mail, telephonic conversation, or post can serve as proper evidence in the Court to prove the claim or demand. As per Sec. 20 of the Civil Procedure Code a suit for recovery of money may be instituted either at (i) where the cause of action wholly or partly arose or (ii) where the defendant resides or carries on business or (iii) where there are two or more defendants, where one of them resides or carries on business. In this context, the following citation/judgments of the High Court/Supreme Court may be referred to. Prayag Deb vs. Rama Roy, AIR 1977 CAL I (FB) of Calcutta High Court and Milkhiram India (P) Ltd. vs. Chamanlal Bros., AIR 1965 SC 1698 of Supreme Court.","[""Salary in lieu of notice not paid on discharge day"", ""Discharge instead of termination leading to potential legal issues""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""File a suit for recovery of money"", ""Salary hold due to forced termination from employment""]","[""fact"", ""fact""]","[""Depends On""]",2
"Hi,
I have one query on GRATUITY. In current company (Bangalore, Karnataka) where I am working, I will complete 5 years on 1st Jan 2024 but I would like to exit by 10th Nov 2023. On searching internet, I am getting conflicting views, can someone throw some correct light on this

1. In my current company I was on CONTRACT hire from 5th Nov 2018 to 31st Dec 2019 (I was given contract HIRE from 5th Nov 2018 to 5th Feb 2019 but they gave me a new contract of EMPLOYEE from 1st Jan 2019 and I accepted the same)  . Then in the same company I became EMPLOYEE from 1st Jan 2019 and my last date is probably going to be 10 Nov 2023. Will I be eligible for GRATUITY (I will be completing my 5 years if CONTRACT hire is also included)?

2. I heard about 240 day ruling by Honorable Madras and Honorable Kerala High Court for the fifth year, will this make me eligible for gratuity as I have already crossed 240 plus days as of now. Does this ruling of different state High Court apply for Karnataka state?

Can someone tell me if #1 and /or #2 will be applicable in my case for Gratuity? I would like to know specifically for both the cases independently i.e. #1 and #2.

Thanks( Bangalore, Karnataka )","Dear Client,The eligibility criteria for gratuity in India are governed by the Payment of Gratuity Act, 1972. Here are the key points to consider regarding your eligibility for gratuity:Completion of 5 Years of Continuous Service:To be eligible for gratuity, you must have completed a minimum of 5 years of continuous service with your employer. Continuous service means uninterrupted service under the same employer.240 Days in the 5th Year:As per Section 2A of the Payment of Gratuity Act, an employee is considered to have completed one year of service if they have worked for a minimum of 240 days in the 5th year. This means that if you have worked for at least 240 days in the 5th year, you will be eligible for gratuity even if you have not completed a full 5 years.Now, let's address your specific situations:Situation #1: Contract Hire and Employee TransitionIn your case, if you initially joined as a contract employee on 5th Nov 2018 and later transitioned to an employee role on 1st Jan 2019 within the same company, the total service duration (including both contract and employee roles) is counted towards gratuity eligibility. Therefore, if you complete 5 years of continuous service, starting from 5th Nov 2018, you would be eligible for gratuity even if you resign on 10th Nov 2023.Situation #2: 240 Days in the 5th YearThe 240-day rule is applicable, and it allows you to be eligible for gratuity if you have worked for at least 240 days in the 5th year of your employment. This rule is not specific to any state and applies uniformly across India. As long as you meet this criteria during your 5th year of service, you would be eligible for gratuity.In summary, you may be eligible for gratuity under both situations. Ensure that you meet the 240-day requirement in your 5th year of service, and your combined service duration, including both contract and employee roles, should count toward the 5-year eligibility. It's advisable to confirm the details with your employer's HR department and seek clarification on your gratuity eligibility well in advance of your resignation date to avoid any disputes or misunderstandings.Thank you.","[""High Court"", ""Company filed case for criminal conspiracy with vendors""]","[""rule"", ""fact""]","[""Complies With""]",2,"[""Eligibility for gratuity requires completion of 4 years of continuous service and 240 days of work in the 5th year."", ""Section 4 of the Payment of Gratuity Act, 1972"", ""Completion of 240 days of service in the fifth year allows for gratuity eligibility"", ""Eligibility for gratuity requires completion of 4 years and 240 days of service""]","[""fact"", ""rule"", ""fact"", ""fact""]","[""Complies With"", ""Complies With"", ""None""]",4
"Sir I worked in finolex cables ltd i served my tenure 11 months 15 days in my appointment letter there were 18 points about employment in which no where they mentioned about bonus i resigned from employment 23 April 2023. They said it will come but in the of nov 2023 but they didn't pay still it pending i approached HR head he saying that he will not pay because of tenure less than year you will not eligible i asked a simple question if it so why you didn't communicate to me at that time of my tenure he replied this is cultural practice of organization. What should i do know sir that was my savings which is part of my CTC but now they are not replying to mail. Kindly guide me( Chennai, Tamil Nadu )","Dear Client,As per the Payment of Bonus Act, 1965, an employee is eligible to receive a bonus under the Act, on fulfillment of the following criteria: an employee who receives a salary/wage up to Rs. 21,000/- per month (As per Amendment of 2015) and the employee must have worked in the factory or establishment for not less than 30 days in a year(FY). Section 10 of the Act prescribes the minimum bonus(statutory bonus), that is 8.33% of the employeeâs Salary/wages, which is the least percent mandatorily to be paid by every establishment or organization covered by the Act, and as per Section 11 of the Act, the maximum amount of bonus shall not exceed, 20% of the salary/wages of the employees. For bonus calculation, only the employeeâs Salary/Wages and Dearness allowance are considered. The bonus shall be paid within 8 months from the end of the accounting year, or within a month from the date of enforcement of the Act. So, in view of the above provision of the relevant Act that has an overriding effect on any contract or agreement made in contrary to the provision of the Act shall be infructuous and unenforceable and the eligible employee can claim a statutory bonus once he fulfills the eligibility criteria regardless of their terms of employment. Apparently, the actions of the Company may be treated as unfair labour practice, and accordingly, if you are not holding a position of manager or supervisor in the Company, but a workman as defined under Sec.2(s) of the Industrial Dispute Act, 1947. serving a legal notice to the Company reach out to the office of the concerned Labour Commissioner to file a complaint against the company over alleged unfair labour practice for redressal of your grievance, and apart, you should file an application u/s.33C(2) of I D Act before the concerned Labour Court claiming your unpaid bonus and other dues receivable on your resignation from the Company. But, if you are holding the position of manager or supervisor in the Company, you have to file a money suit before the Civil Court for recovery of your dues from the company.","[""Indian labor laws applicable in Chennai, Tamil Nadu"", ""Policies and benefits should align with local laws of the region where employees are based""]","[""rule"", ""fact""]","[""Depends On""]",2,"[""Section 10 of the Payment of Bonus Act, 1965"", ""Company sent legal notice for recovery of bonus and salary after 1.5 years""]","[""rule"", ""fact""]","[""Violates""]",2
"i AM WELL VERSED WITH MY SERVICE MATTER. WANT TO FILE AND PLEAD MY CASE ION THE CAT. WHAT DOCUMENTS SHOULD BE SUBMITTED ALONG WITH MY APPLICATION.( South Delhi, Delhi )","Dear Client,As per sub-rule 1 Rule 4 of the Central Administrative Tribunal (Procedure) Rules, 1987, an application to the Tribunal shall be presented in Form I by the applicant in person or by an agent or by a duly authorized legal practitioner to the Registrar or any other officer authorized in writing by the Registrar to receive the same or be sent by Registered Post with Acknowledgement duly addressed to the Registrar of the Bench of CAT concerned. As per Sub-Rule 2 of Rule 4, the application under Sub-rule (1) shall be presented in triplicate in the following two compilations:- (i) Compilation No. 1: application along with the impugned order, if any; and (ii) Compilation No. 2: all other documents and annexures referred to in the application in a paper book form. According to Sub-Rule 3 of Rule 4, where the number of respondents is more than one, as many extra copies of the application in paper-book form as there are respondents together with an unused file size envelope bearing the full address of each respondent shall be furnished by the applicant.  Provided that where the number of respondents is more than five, the Registrar may permit the applicant to file the extra copies of the application at the time of issue of notice to the respondents. As per Sub-Rule 4 of Rule 4 of CAT(Procedure) Rules, 1987, the applicant may attach to and present with his application a receipt slip in Form II which shall be signed by the Registrar or the officer receiving the application on behalf of the Registrar in acknowledgment of the receipt of the application. Hope the information helps in filing of an application before the concerned bench of CAT.","[""Gratuity calculation should include dearness allowance along with basic pay"", ""Section 4 of the Payment of Gratuity Act, 1972""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Rule 4 of the Central Administrative Tribunal (Procedure) Rules 1987"", ""Delay in re-payfixation of salary despite court ruling""]","[""rule"", ""fact""]","[""Violates""]",2
"I am working in a company since April  2019. My company did not provide me any appointment letter of other document to me till so far. I am getting salary in my account and salary slip, on the other hand company also makes PPF contribution in my account since 2019. 
On 14 March 2022, I gave one month notice of resignation to the HR manager.  According to my one-month notice, my last working day ends on 7 April 2022. I have to join new organization on 16th April 2022. I need my relieving letter and other documents to join new company. My current organization is creating trouble for me. The HR people did not replied of my resignation mail till so far. I want to know that what are the option available with me if company do not provide me relieving letter to me. 
I have proof of serving notice period as well( Noida, Uttar Pradesh )","Dear Client,As per the facts which have been provided, issue a notice for demand of justice to the employer mentioning all the facts.Hope this clarifies your doubt and requirement.Thank you.","[""Inability to join new employment due to lack of relieving letter"", ""Delay in issuance of relieving letter by previous employer""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Employer failure to pay wages as per the Payment of Wages Act, 1936"", ""Section 5 of the Payment of Wages Act, 1936""]","[""fact"", ""rule""]","[""Violates""]",2
"Discrimination in the emergency duty roster( North Goa, Goa )","Dear Sir,You may approach either service Tribunal or High Court.","[""Age discrimination in employment termination"", ""Labor Commissioner""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Service Tribunal"", ""Potential legal action required to resolve recruitment issues""]","[""rule"", ""fact""]","[""Complies With""]",2
"Hello Sir,
I'm Aarush Yadav working in Iconic Infinite Fashion Pvt.Ltd. in Rajasthan,Sri Ganganagar.
Actually sir on 14jan.2019 i took an holiday without informing my seniors.they Removed me from their official WhatsApp groups and said into the store we had fired him.
On 15Jan. I go the store at 10Am, the store manager said me that my entry is banned because of yesterday i was not able to inform them about my weekoff. They tortured me mentally that they will kick me out soon the guard and manager misbehaved with me and call my Brand manager that we told you that he was on weekoff yesterday and didn't told us that's why we banned his entry and tell him to go out of the store.
But sir i denied from going out of the store as i said them to email or give me letter mentioned with reason why my entry bis banned.then for that day i completed my working hours.
On 16Jan.2019 they again banned my entry and guard and Store manager didn't allow me to fill attendance. Then i go to labour court and applied a application.then again i go back to store with filling my attendance and completed my working hours.They Misbehaved with me and said we will kick you out of the store right now, we're calling the cops but they didn't.
Today,17jan.2019 they again didn't allow me to fill my attendance. As it will be marked absent.
And from other staff i also heard that they are doing transfer of me far away from my city just because i can't go there.

i'm very disturbed, If I'll be marked absent with continuous days then according to the HR policies the company can fire me out.So please sir tell me what can i do now.( Ganganagar, Rajasthan )","Dear Sir,Say sorry and retain the job.Protest and go to the Court of Law.It will time to finish and you will be totally drained out.Think it cooly and take the right decision.Remember.. you have committed the first mistake .Shanti Ranjan BeheraAdvocate","[""Labour Court"", ""Request for reconsideration of transfer denied by employer""]","[""rule"", ""fact""]","[""Complies With""]",2,"[""Section 6(1) of the Right to Information Act, 2005"", ""Non-payment of salary for leave days taken by employees""]","[""rule"", ""fact""]","[""Violates""]",2
"If an employee is fired from work because mistake committed by employee which lead to huge financial loss to the company than in that case apart from firing from job ,can personal wealth of employee like cash, land and flats forcibly taken by company as a compensation to financial loss.

Please advise how it work legally.( Mumbai, Maharashtra )","Dear Sir,Normally, the personal properties of employee cannot be held liable. Better you discuss the matter with local lawyer by showing all the documents.Please take PAID phone call with me through VIDHIKARYA and get more legal guidance.","[""Fraudulent job offer leading to financial loss"", ""Cheating and criminal breach of trust by the agent""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""Employee cannot be terminated due to disability if it was acquired during employment"", ""Section 20 of the Rights of Persons with Disabilities Act, 2016""]","[""fact"", ""rule""]","[""Complies With""]",2
"I have worked in IT company for 6 month and resign from there and then done notice period of 1 month and company has notice period of 3 month and I joined another company after that now they have send notice to return huge sum of amount to be paid more than which I have earned in 6 month as training charges and there was no training done during employment. And I have already return the laptop but they still send a notice to return laptop or pay 116000 as charges for laptop neither they gave 1 month salary of me. What should I do as I am currently working in other company?( Kanpur, Uttar Pradesh )","Dear client,If there is a notice period mentioned in your contract of employment, you must comply to it. If they are harassing you to return the laptop despite of returning it already, please file a complaint before the labour commissioner","[""Termination of employment with a notice period of one month despite a contractual notice period of 90 days"", ""Employee resignation submitted with a notice period of 90 days""]","[""fact"", ""fact""]","[""Depends On""]",2,"[""No notice period mentioned in employment contract"", ""Employer cannot legally impose a notice period after the fact""]","[""fact"", ""fact""]","[""Depends On""]",2
"Hi, I interned at this organization for 39 days. There was a verbal agreement of â¹400 per day for the payment of work. Initially I was told I had to come for two days at the office and for the rest I can work from home. Then within 15 days my team leader stated I had to come to office everyday. I told her I cannot manage that with college since she's a student as well she said she'll take care of it. I took leaves within the work period as well. I have worked for a period of 27 days in total. I have the number of days I have worked from office and at home as well. They are neither paying off my reimbursements and have only paid me an amount of â¹6000. Since they had no fixed time schedule I would check in at office at my own will. My team leader never raised an issue but now she's saying that they have overcompensated me. I also have around â¹1000 pending in reimbursements. Please let me know what can I do. 
There is no official letter of appointment but I have other interns and their stipends listed as well. Plus I have photos and videos and chats for proof. This is a big media house and my team leader is not picking up my calls. I need help desperately because I feel  exploited. Please let me know what legal action can I take.( West Delhi, Delhi )","Dear Client,An employee or a trainee/intern of an establishment is governed by the terms of his/her appointment letter and in the absence of the same, you are not in a position to exercise your rights. Internships are often unpaid and may not lead to a full-time job. Internships remain an unregulated sector and as a result, in most cases, interns are deprived of minimum wages or modes of legal redressal that otherwise apply to permanent employees. So considering the status of interns, in the absence of an appointment/offer letter, your claim for payment of dues from the company may not be upheld on the ground of breach of contract even through litigation. However, serving a legal notice to the company, you can try once by approaching the concerned Labor Commissioner or the Inspector, Shops and Establishments to resolve the grievance.","[""Notice period of 90 days at the time of separation"", ""Section 2 of the Indian Contract Act, 1872""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Inspector, Shops and Establishments"", ""Denial of maternity leave and termination during pregnancy""]","[""rule"", ""fact""]","[""Complies With""]",2
"I have been working for one company for one year, and they didn't give me an appointment letter after asking many times and submitting documents. I get my salary late too. Now I am quitting my job, but they are saying you have to serve a 3-month notice period. And I am getting a new job with a 1-month notice period. And they are saying that if you don't serve the notice period, we will not give you a salary and experience letter.( Mumbai City, Maharashtra )","Dear Client,You have to serve the required notice period and abide by the exit procedure and terms and conditions of the employment contract to obtain the experience letter. In case of non-compliance with the given procedure, the employer can withhold your salary and experience letter according to the terms of the offer letter. So, in such circumstances, you are not eligible for an experience letter and other dues from the company for the breach of contract. In case of company's default, you can send a legal notice to the company and demand for the recovery of the salary amount. You can also file a complaint before the State Labour Commissioner regarding the unpaid settlement dues. Further, if your concerns are not addressed, you can file a suit against the employer before the Labour Court under Section 33C(2) of the Industrial Dispute Act, 1947 (ID Act) and seek for the recovery of the amount. If you are not covered under the definition of workmen in Section 2(s) of the I D Act, then you can file a civil suit. If required, you can consult an advocate for advice and assistance in the matter.Hope it helps.Thank you.","[""Denial of salary and experience letter after resignation"", ""Section 447 of the Companies Act""]","[""fact"", ""rule""]","[""Violates""]",2,"[""Section 33C(2) of the Industrial Dispute Act, 1947"", ""Threat of withholding Full and Final settlement, experience letter, and relieving letter by employer""]","[""rule"", ""fact""]","[""Violates""]",2
"Tamilnadu government MRB board recruited Doctors (Assistant surgeon post) for 1021 vacancies. Conducted exam for 16,000 applicants and gave appointment order on February 6 for notified 1021 vacancies.

Out of which, around 190 candidates not joined their allotment. And 280 candidates in reserve list, waiting to get appointment for that not joined vacancies.

Meanwhile some eligible doctors approached Court to increase the notified vacancies and Court asked to consider this. So, health secretary of government gave this reply.

Unable to add image. So i have added their reply in this link 
https://imgur.com/a/Rg4aM90

I have also added the Section of Act, which they referred in their reply https://imgur.com/a/uUHB4Yg

Please kindly explain third point in their reply. Thank you in advance.( Erode, Tamil Nadu )","A.Dear Client,The link you sent is not working/responding may be for technical reasons, You may specifically quote the point in your query to enable us to address the matter properly.","[""Waiting list status for government requirement vacancies"", ""Article 226 of the Constitution""]","[""fact"", ""rule""]","[""Complies With""]",2,"[""Cheating in examination may be considered moral turpitude"", ""Potential termination from employment due to past criminal conduct""]","[""fact"", ""fact""]","[""Depends On""]",2
